		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-11	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-13	2023-08-17	2023-09-15	2023-10-20	2023-11-06	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
cabinet makers taylors lakes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	54	-	5	6	6	3	3	3	1	2	2	1	1	1	1	1	1
kitchens bentleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	38	19	24	20	19	18	18	14	12	9	11	12	10
kitchens brighton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	29	18	18	15	20	19	19	14	17	11	10	42	39
kitchens bundoora		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	8	7	7	7	7	8	7	8	7	4	5	5	4
kitchens caroline springs		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	73	54	8	6	4	4	4	4	4	4	3	4	4	4	4
kitchens epping		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	9	7	7	6	6	5	4	3	3	5	-	16
kitchens reservoir		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	17	12	13	9	9	10	11	11	9	7	7	6
kitchens taylors lakes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	6	4	5	5	4	4	5	3	3	1	4	4	4
wardrobes bentleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	2	3	4	1	3	2	1	1	1	1	1	1
wardrobes brighton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	3	3	1	3	1	2	18	9	3	3	6	1
wardrobes bundoora		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	3	3	2	1	2	2	2	1	5	3	3	3	1	1
wardrobes caroline springs		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	36	2	1	1	1	2	1	1	1	1	1	1	1	1
wardrobes epping		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	70	14	12	10	6	4	2	2	1	6	1	1	2	3
wardrobes reservoir		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	5	5	1	1	2	1	1	1	1	1	4	2	1
wardrobes taylors lakes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43	3	3	2	2	2	2	2	1	2	2	2	2	2	2
