		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-04	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-02	2024-07-29	2024-08-16	2024-09-20	2024-10-18	2024-11-14
restumping newport		6	6	5	5	5	5	5	6	6	6	7	7	6	6	6	6	5	5	4	5	6	6	6	6	7	7	8	7	6	6	6	5	5	6	6	4	6	9
restumping northcote		10	7	8	9	5	4	3	5	4	5	4	5	4	4	5	2	5	7	6	8	7	7	6	8	7	9	9	9	8	7	8	8	8	8	10	8	9	9
restumping ringwood		11	10	11	9	10	9	9	9	10	9	9	9	8	8	9	9	9	9	8	8	8	8	10	10	10	10	10	10	10	11	12	11	12	11	12	12	12	12
restumping yarraville		9	7	7	7	7	6	7	7	7	7	7	6	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	4	3	3	3
concrete stumps beaumaris		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps coburg		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps eltham		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	1	1	1	1	1
concrete stumps glen iris		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps glen waverley		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps greensborough		4	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps newport		1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps northcote		6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps ringwood		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps yarraville		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
adjustable stumps melbourne		16	1	3	4	4	2	4	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	3	3	3	3	3	2	2	2	2	3
concrete stumps williamstown		4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps st albans		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps altona		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps werribee		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps keilor		3	2	2	2	2	4	2	16	2	2	2	5	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps sunbury		1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps oakleigh		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps box hill		1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
adjustable house stumps		-	-	-	-	-	-	4	3	3	3	3	3	4	5	3	7	7	7	9	9	8	12	13	11	9	11	9	10	11	10	10	7	14	15	11	8	10	11
concrete stumps		-	-	-	-	-	-	7	5	4	4	3	3	3	2	7	8	9	7	7	8	9	10	9	10	11	11	12	12	11	11	11	10	11	13	11	11	9	7
house restumping melbourne		-	-	-	-	-	-	27	20	27	18	18	16	15	15	14	17	15	16	17	20	20	18	19	22	23	18	19	19	20	19	26	31	19	17	-	15	19	-
steel stumps		-	-	-	-	-	-	4	3	5	4	4	4	4	3	2	3	3	3	3	3	3	3	2	2	3	7	4	5	6	6	6	6	6	6	6	8	8	8
concrete stumps melton		-	-	-	-	-	-	4	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps footscray		-	-	-	-	-	-	2	2	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps cheltenham		-	-	-	-	-	-	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps balwyn		-	-	-	-	-	-	16	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps blackburn		-	-	-	-	-	-	6	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps burwood		-	-	-	-	-	-	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps croydon		-	-	-	-	-	-	8	1	1	1	1	1	2	4	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps mitcham		-	-	-	-	-	-	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete stumps preston		-	-	-	-	-	-	5	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1
concrete stumps reservoir		-	-	-	-	-	-	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	1	1	1	1	1	1	1	1
concrete stumps sunshine		-	-	-	-	-	-	17	2	3	3	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
concrete stumps thornbury		-	-	-	-	-	-	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
restumping bendigo		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	40	17	16	14	15
restumping ballarat		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	30	13	11	16
restumping mornington peninsula		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	11	12	12
restumping gippsland		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	5	6	7
restumping mildura		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	7	7	7
restumping frankston		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	10	9	12
restumping clayton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	6	7	7
restumping moonee ponds		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	5	4	5
restumping springvale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	8	6	13
restumping diamond creek		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	4	4	4
