		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-15	2024-04-18	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
crane hire coburg		2	2	3	3	3	-	3	3	4	4	3	3	4	4	3	3	3	3	1	3	3	-	3	3	3	3	3	4	4	4	4	3	3	4	4	3	4	4
crane hire dandenong		7	9	6	5	5	3	3	2	3	3	2	2	2	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	6	10
crane hire derrimut		3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	3	3	3	3	3	2	3	2	3	4	3	3	3	3	3	2	2	3	2	2	4
crane hire epping		4	4	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	4	4	3	4	4	4	5	3	2	2	2	2	1	2	2	2	3	4
crane hire essendon		4	3	3	3	3	3	3	3	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	5	3	4	2	2	2	2	2	4
crane hire footscray		4	3	3	3	3	2	2	3	3	1	2	2	2	2	3	3	3	3	2	3	3	3	3	4	4	4	4	4	4	4	3	4	4	3	3	3	5	5
crane hire geelong		2	4	5	5	5	7	6	7	7	7	8	8	8	8	9	9	11	11	10	10	10	9	11	8	8	10	12	11	11	14	14	18	13	12	15	14	14	13
crane hire heidelberg		10	3	3	4	5	4	4	4	3	3	3	3	3	3	3	3	3	1	1	1	2	2	1	2	2	2	2	2	2	2	2	3	4	3	4	4	4	4
crane hire kensington		1	3	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	1	1
crane hire maidstone		1	17	3	1	1	1	2	2	1	1	1	1	1	1	3	4	3	1	2	3	1	1	3	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1
crane hire maribyrnong		3	3	3	3	3	3	3	2	2	2	2	2	2	2	3	2	3	2	2	2	3	3	3	2	2	2	2	2	2	2	2	2	3	2	3	3	5	5
crane hire morang		2	2	2	1	3	3	2	3	3	3	3	2	3	2	2	2	2	2	3	2	3	2	2	2	2	2	2	4	4	4	4	3	2	3	4	5	2	2
crane hire preston		4	5	4	4	4	4	3	4	4	5	5	5	5	5	4	5	4	4	6	5	6	8	7	8	9	8	10	9	9	9	9	8	7	11	9	9	8	7
crane hire st albans		4	7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	3	3	3	2	2	2	2	2	2	2	1	1	2	2	3	3
crane hire sunbury		17	21	4	4	4	3	3	4	4	4	3	3	4	4	4	4	3	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	3	4	3	3
crane hire taylors lakes		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
crane hire thomastown		4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	6	5	6	5	3	2	2	2	2	5	2	3	3	5	6
crane hire tottenham		2	3	7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
crane hire werribee		4	4	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	3	2	2	2	3	3	4	4	4	4	4	5	4	5	6	7	9	7
crane hire yarraville		3	3	3	3	3	10	4	4	3	3	3	3	3	3	3	3	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
crane hire companies melbourne		9	15	11	9	6	8	10	10	9	12	10	10	13	21	25	24	21	21	18	23	27	25	24	26	34	32	39	41	44	38	52	45	32	31	29	32	48	58
crane hire cost melbourne		15	15	15	12	14	10	9	11	16	16	10	16	11	11	16	18	14	12	16	22	20	23	17	17	16	28	30	34	28	34	33	62	31	35	28	39	52	56
hiab truck hire melbourne		4	5	7	7	4	5	9	8	8	11	7	7	8	7	7	6	7	7	6	5	8	9	6	8	8	8	9	7	7	7	9	9	9	10	8	6	4	8
small crane truck hire melbourne		5	4	6	3	3	3	3	4	6	5	3	5	4	3	7	6	4	5	4	3	6	6	6	6	5	5	2	3	3	4	6	6	8	7	6	6	6	10
crane hire ballarat		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42	41	9	10	11	13	9
crane hire bayswater		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	9	10	9	2	2	6
crane truck hire ballarat		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	57	14	16	7	6	6	6	6
crane truck hire bayswater		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	6	5	3	2	2	2	2
