		2021-11-18	2021-11-29	2021-12-08	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-04	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-09	2023-11-20	2023-12-15	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-05	2024-07-19	2024-08-16	2024-09-20	2024-10-18	2024-11-14
bin hire nunawading		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1
bin hire templestowe		2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin hire vermont		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin hire wantirna		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1
bin hire warrandyte		3	2	3	3	2	2	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin hire wheelers hill		2	2	2	2	6	6	5	5	4	5	5	5	4	6	6	2	1	2	3	5	5	2	3	5	2	5	5	3	2	2	2	2	2	2	1	1	1	1	2
skip hire belgrave		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2
skip hire blackburn		3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
skip hire box hill		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	4
skip hire burwood		1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1	1	1	2	1	1	1
skip hire chirnside park		2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2
skip hire heathmont		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1
skip hire donvale		2	1	2	2	2	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
skip hire glen waverley		1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1	2
skip hire kilsyth		1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3
skip hire knoxfield		3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1	2	2	2	2	1	2	2
skip hire lysterfield		1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2
skip hire montrose		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1
skip hire mooroolbark		3	1	-	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
skip hire mulgrave		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
skip hire nunawading		3	2	2	1	2	2	1	2	2	2	2	1	1	2	1	1	2	2	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
skip hire templestowe		2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
skip hire vermont		2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
skip hire wantirna		2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
skip hire warrandyte		3	3	3	3	3	3	3	3	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	1	1	2	1	1	1	1	1	1	1
skip hire wheelers hill		4	4	4	3	5	5	6	5	4	5	5	4	4	5	5	1	1	1	40	4	5	2	3	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2
skip bin hire belgrave		2	2	2	1	2	1	1	2	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	-	2	2	2	1	1	1	1	2	2	2
skip bin hire blackburn		2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1
skip bin hire box hill		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3
skip bin hire burwood		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1
skip bin hire chirnside park		3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2
skip bin hire donvale		2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
skip bin hire glen waverley		1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	2
skip bin hire heathmont		2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
skip bin hire kilsyth		1	1	1	1	1	1	1	2	2	2	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
skip bin hire knoxfield		3	3	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	1	1	1	1	2
skip bin hire lysterfield		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2
skip bin hire montrose		2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1
skip bin hire mooroolbark		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
skip bin hire mulgrave		1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
skip bin hire nunawading		2	2	1	1	2	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
skip bin hire templestowe		4	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
skip bin hire vermont		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
skip bin hire wantirna		2	2	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	2	1	2
skip bin hire warrandyte		3	3	3	3	3	3	3	2	2	2	2	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1
skip bin hire wheelers hill		5	5	4	5	6	6	6	6	5	6	5	5	4	5	6	1	1	3	4	4	5	4	3	6	6	6	6	4	2	2	2	2	2	2	2	2	2	2	2
bin hire balwyn		6	6	6	3	3	2	1	1	1	1	2	2	2	2	2	2	2	2	2	3	6	2	2	4	6	2	2	2	2	1	1	1	1	1	1	1	1	1	1
bin hire bayswater		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	5	3	3	3	2	3	4	4	4	3	3	3	2	2	3	4	4	2
bin hire boronia		4	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	3	3	5
bin hire dandenong		7	6	7	5	7	6	5	7	7	7	5	5	5	5	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	3	2	2	2	3	2	5
bin hire doncaster		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4
bin hire eltham		6	5	5	3	5	5	4	5	4	4	4	3	3	3	4	3	3	3	3	3	3	3	3	3	5	4	4	4	4	3	5	4	5	4	4	4	4	3	4
bin hire ferntree gully		1	1	2	2	1	1	2	2	2	2	3	2	3	2	3	2	2	2	3	3	4	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	4
bin hire lilydale		4	4	4	1	2	1	1	1	1	1	1	1	1	2	3	3	3	4	4	4	4	3	3	4	4	3	3	3	3	3	2	3	2	2	2	4	4	4	4
bin hire ringwood		3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	4	3	3	3	4	1	4
bin hire rowville		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	2	3	3
skip hire balwyn		4	4	4	3	3	2	1	1	1	1	1	2	2	2	2	3	3	3	3	3	5	3	2	7	6	3	3	3	2	2	2	2	2	2	1	1	2	2	2
skip hire bayswater		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	4	6	6	2	5	2	2	2	1	1	1	3	3	3	2	2	1
skip hire boronia		4	4	4	3	4	4	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	3	3	4	4	3	3	4	4	4	3	4	4	2	3	3	4	3	5
skip hire dandenong		7	7	7	5	7	6	6	6	7	6	5	5	5	6	4	4	4	4	4	4	4	4	4	5	5	4	4	4	5	5	4	4	3	4	5	5	4	5	5
skip hire doncaster		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	2	1	1	1	2	2	1	1	1	1	1	3
skip hire eltham		5	5	5	3	3	3	3	5	4	4	4	4	3	3	5	3	3	3	3	3	3	3	3	3	6	5	7	4	4	4	4	4	6	6	4	3	4	3	4
skip hire ferntree gully		2	2	2	1	2	2	3	3	3	3	3	3	3	3	2	2	3	3	4	4	4	3	3	4	5	5	4	2	2	2	3	3	4	2	3	3	3	3	4
skip hire lilydale		5	4	4	1	3	2	1	2	2	2	2	2	3	3	3	3	3	4	4	4	4	4	4	4	4	3	2	2	3	4	3	5	3	2	2	3	4	3	4
skip hire ringwood		3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3
skip hire rowville		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	3	5
Bin Hire Coldstream		-	-	20	9	10	11	10	8	8	8	4	5	5	5	4	4	4	3	3	3	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bin Hire Croydon		-	-	95	23	11	10	10	9	7	8	5	4	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	2	1	1	2	2	2	1	-
Bin Hire Mitcham		-	-	46	22	29	27	38	31	27	31	7	8	8	5	6	3	3	3	3	3	3	5	3	3	4	3	3	3	2	2	3	3	3	2	2	2	3	3	3
Bin Hire Mount Evelyn		-	-	-	11	13	13	14	14	14	16	8	7	7	6	5	6	4	3	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bin Hire Mount Waverley		-	-	1	1	2	1	3	3	3	3	2	4	5	5	5	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bin Hire Noble Park		-	-	-	19	7	5	4	3	3	4	3	4	5	5	5	5	5	5	5	5	5	5	4	4	5	3	3	2	3	3	3	3	3	1	1	2	2	3	4
Bin Hire Park Orchards		-	-	50	12	9	9	13	10	11	11	3	4	2	2	3	3	2	4	3	3	4	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
Bin Hire Scoresby		-	-	4	3	4	4	2	3	3	3	4	4	4	4	3	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2
Bin Hire Seville		-	-	51	10	12	9	8	10	15	8	2	3	3	3	3	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bin Hire Surrey Hills		-	-	18	13	14	15	14	15	14	14	3	5	4	3	4	3	3	2	3	3	6	4	3	2	3	3	3	3	3	1	2	1	1	1	1	1	1	1	1
Bin Hire The Basin		-	-	-	7	8	13	8	12	13	14	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bin Hire Wonga Park		-	-	11	13	9	10	5	5	6	6	4	5	3	3	3	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	2
Bin Hire Ashwood		-	-	-	7	9	8	12	11	5	5	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2
Bin Hire Wandin East		-	-	16	8	6	5	7	7	7	7	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bin Hire Tecoma		-	-	29	8	10	10	7	6	6	6	1	3	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2
Bin Hire Forest Hill		-	-	-	12	16	11	11	11	12	14	4	6	4	5	5	3	5	4	5	4	3	2	1	2	3	1	1	1	1	1	3	1	1	1	2	1	1	1	2
Bin Hire Sassafras		-	-	28	9	4	4	5	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bin Hire Oakleigh		-	-	61	11	12	12	9	10	10	11	6	6	4	6	6	5	5	4	4	4	4	3	1	3	3	3	3	2	1	2	2	1	2	1	1	1	1	1	1
Bin Hire Springvale		-	-	56	13	17	15	14	13	14	11	9	10	13	7	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	4
Bin Hire Upwey		-	-	40	8	11	9	11	11	10	10	5	3	3	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Skip Bin Hire Coldstream		-	-	27	11	11	10	11	8	9	8	6	5	5	5	5	4	5	4	5	4	1	2	1	3	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1
Skip Bin Hire Croydon		-	-	70	23	10	10	10	10	8	9	7	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	2	2	2	2	3	2	2	2	2	2	2	5
Skip Bin Hire Mitcham		-	-	55	18	26	29	33	29	21	20	8	9	9	4	5	3	3	3	3	3	3	3	3	4	5	5	3	3	3	4	1	4	4	4	4	3	3	3	5
Skip Bin Hire Mount Evelyn		-	-	-	10	11	11	11	11	13	13	4	4	4	4	5	4	2	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Skip Bin Hire Mount Waverley		-	-	2	1	2	4	4	4	5	5	5	5	5	5	5	3	3	2	3	2	2	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1
Skip Bin Hire Noble Park		-	-	46	15	10	5	4	3	3	3	3	5	5	5	5	4	5	5	5	4	5	4	4	4	5	3	3	3	3	3	3	3	3	1	2	3	2	2	4
Skip Bin Hire Park Orchards		-	-	32	10	8	7	12	11	9	10	3	4	2	2	2	2	2	2	2	2	3	2	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1
Skip Bin Hire Scoresby		-	-	5	3	4	4	3	3	3	3	4	4	4	4	4	2	2	2	2	2	2	2	2	3	3	2	2	1	1	1	2	1	1	1	1	1	2	2	2
Skip Bin Hire Seville		-	-	38	10	12	9	11	13	15	13	3	3	3	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Skip Bin Hire Surrey Hills		-	-	19	10	12	10	12	12	14	12	4	4	3	1	2	2	2	2	3	3	5	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	1	2	1
Skip Bin Hire The Basin		-	-	28	9	13	9	8	6	6	7	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Skip Bin Hire Wonga Park		-	-	9	9	9	8	5	5	5	5	5	4	3	3	4	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2
Skip Bin Hire Ashwood		-	-	-	8	10	10	13	15	6	5	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	3	3	3	2	2	1	1	1	1	3	1	1
Skip Bin Hire Wandin East		-	-	16	6	6	6	8	7	7	6	2	1	1	2	1	1	1	1	1	1	3	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Skip Bin Hire Tecoma		-	-	26	5	10	9	7	8	6	6	2	3	2	2	3	1	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	2	2	2
Skip Bin Hire Forest Hill		-	-	-	11	14	11	9	12	11	11	5	5	5	5	5	2	3	3	4	5	3	5	3	7	7	3	4	2	2	2	4	1	1	1	1	1	1	1	2
Skip Bin Hire Sassafras		-	-	-	5	6	6	5	9	8	8	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Skip Bin Hire Oakleigh		-	-	45	14	16	14	11	13	14	16	6	5	3	5	5	6	7	7	6	4	4	4	5	4	5	4	4	4	3	3	2	2	3	3	3	3	1	2	2
Skip Bin Hire Springvale		-	-	28	11	14	12	13	13	11	11	9	9	9	6	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	4
Skip Bin Hire Upwey		-	-	39	9	11	10	12	12	12	13	3	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hook lift bin hire ringwood		-	-	-	-	-	-	-	-	-	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hook lift bin hire bayswater		-	-	-	-	-	-	-	-	-	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hook lift bin hire kilsyth		-	-	-	-	-	-	-	-	-	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hook lift bin hire croydon		-	-	-	-	-	-	-	-	-	9	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	2	2	2	2	1	1	1	2	1
hook lift bin hire boronia		-	-	-	-	-	-	-	-	-	4	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hook lift bin hire blackburn		-	-	-	-	-	-	-	-	-	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hook lift bin hire box hill		-	-	-	-	-	-	-	-	-	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hook lift bin hire doncaster		-	-	-	-	-	-	-	-	-	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hook lift bin hire lilydale		-	-	-	-	-	-	-	-	-	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
skip bin hire bulleen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	52	8	8	8	7	6	6	5	4	3	3	3	4
skip bin hire chadstone		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	59	9	9	9	9	6	6	6	5	6	3	5	6
skip bin hire emerald		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	60	9	9	8	7	2	2	3	1	1	1	1	1
skip bin hire greensborough		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	13	12	8	8	6	3	3	3	2	4	6
skip bin hire hampton park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	10	7	6	5	5	5	5	4	5	6	5
skip bin hire healesville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	10	10	10	8	9	9	8	8	7	8	9
skip bin hire keysborough		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	63	13	15	16	15	13	12	12	12	12	8	9	13
skip bin hire woori yallock		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	5	5	5	1	1	1	1	1	1	1	2
skip hire bulleen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	5	6	5	4	5	4	4	3	3	3	2	4
skip hire chadstone		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	86	9	9	9	7	6	6	6	4	3	2	6	4
skip hire emerald		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	7	8	7	5	4	5	6	5	1	1	1
skip hire greensborough		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	11	12	9	8	6	3	3	2	2	5	6
skip hire hampton park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	10	7	6	5	5	5	3	4	6	3	6
