		2022-02-18	2022-03-18	2022-04-22	2022-05-18	2022-06-01	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-13	2023-03-09	2023-04-14	2023-04-19	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-03	2023-10-26	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-02-28	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14	2024-12-02
floor sanding and polishing camberwell		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	4	4	4	4	4	1	2	2	3	1	-	2	1
floor sanding and polishing canterbury		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	2	2	2	2	2	2	2	2	2	5	2	1	2
floor sanding and polishing caulfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	1	1	1	1	1	5	1	1	1	5	5	5	4
floor sanding and polishing glen iris		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32	34	9	2	1	1	5	1	1	1	1	1	3	3	4	4
floor sanding and polishing hawthorn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	38	44	17	5	2	3	2	2	2	1	2	2	2	2	2	2
floor sanding and polishing kew		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	4	2	2	1	2	1	1	1	2	1	1	2	3
floor sanding and polishing malvern		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	6	1	3	1	4	1	1	1	1	3	3	3	3
floor sanding and polishing prahran		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	1	1	1	1	1	1	1	2	1	1	1	1
floor sanding and polishing richmond		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	7	6	4	3	4	4	4	4	6	6	7	7	7
floor sanding and polishing south yarra		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	1	1	1	1	1	1	1	3	3	2	2	3	2
floor sanding and polishing southbank		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	1	1	1	1	1	1	1	1	1	1	1	1	1
floor sanding and polishing st kilda		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42	-	10	1	7	7	6	4	1	4	3	4	4	5	8	6
floor sanding and polishing surrey hills		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	1	3	1	3	3	3	1	1	1	1	1	1	1
solid timber flooring balwyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	2	2	2	2	3	2	2	3	2	3	2	2	2	2
solid timber flooring brighton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	13	10	8	6	8	8	7	9	12	16	10	4	5	5	7
solid timber flooring camberwell		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2
solid timber flooring canterbury		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	2	2	2	1	2	3	1	2	2	2	2	3	1	4	4
solid timber flooring caulfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	3	2	3	3	3	3	3	3	3	4	4	2	2	2
solid timber flooring glen iris		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
solid timber flooring hawthorn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	6	7	4	5	5	4	3	3	4	3	2	3	3	2	2
solid timber flooring kew		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	25
solid timber flooring malvern		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	2	3	3	2	4	4	5	3	2	2	2	1	1
solid timber flooring prahran		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
solid timber flooring richmond		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	7	6	9	9	5	8	7	7	12	12	14	8	12	6	6
solid timber flooring south yarra		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	3	4	4	4	4	4	4	4	3	1	1	1	3	3
solid timber flooring southbank		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
solid timber flooring st kilda		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1
solid timber flooring surrey hills		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2	2	3	2	3	1	1	2	4	5	5	3	2	2	2
