		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-17	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-05	2024-04-19	2024-05-16	2024-06-12	2024-07-18	2024-08-16	2024-09-17	2024-10-18	2024-11-14
Drain Cleaning Melbourne		19	19	13	19	26	18	27	11	16	19	18	18	16	16	18	17	15	14	13	16	15	13	14	14	14	23	21	23	18	11	10	13	18	12	17	16	17
Vacuum Loading		13	12	7	7	20	16	20	29	10	80	15	16	17	17	19	25	25	25	21	12	11	13	9	29	23	16	11	12	17	10	7	12	16	13	12	4	6
Vacuum Loading Melbourne		3	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	3	1	1	2	2	1	1	1	1
CCTV Inspection		6	4	4	4	5	4	4	4	4	3	5	5	6	4	4	3	4	4	5	5	5	6	6	8	11	14	8	11	10	41	15	21	-	44	40	9	6
CCTV Pipe Inspection		8	9	10	7	5	5	4	4	3	1	1	4	4	3	2	4	4	3	4	4	4	4	19	22	21	21	8	7	7	34	18	18	6	7	7	4	11
CCTV Drain Inspection		16	16	18	17	16	10	9	12	7	4	8	9	11	8	15	8	13	11	20	25	23	27	26	-	38	-	42	-	48	47	42	39	35	-	78	33	27
CCTV Pipe Inspection Melbourne		7	6	6	7	7	5	5	12	5	5	6	5	6	3	4	4	7	5	6	9	9	10	12	16	15	20	16	12	15	16	14	13	12	13	10	7	8
Trenchless Pipe Repair		66	90	86	59	63	50	33	8	10	22	7	8	13	25	12	30	22	22	15	13	19	17	25	25	7	7	6	5	7	6	5	7	6	4	4	31	45
CIPP Patch Repair		11	9	26	23	17	10	10	11	28	29	24	25	17	24	13	13	10	16	8	12	10	11	19	11	7	7	8	10	8	18	12	10	4	3	3	4	11
Quick Lock Pipe Repair		2	2	2	2	3	3	3	3	3	5	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	3
Smart Lock Pipe Repair		5	6	3	4	3	4	3	3	3	2	2	2	3	4	3	2	2	2	2	2	2	2	3	4	3	3	3	3	3	3	3	2	4	4	4	4	3
Drilling Mud Disposal		32	33	23	29	44	-	-	93	-	-	66	22	28	54	47	40	3	3	3	3	2	2	2	2	2	2	1	1	1	2	2	2	2	1	1	2	3
NDD Disposal		12	11	2	9	10	8	7	8	9	14	12	15	10	11	8	8	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1
Waste Disposal Facility		-	97	57	-	-	-	-	-	-	-	84	85	64	29	31	74	76	13	11	9	15	16	14	16	8	16	11	43	14	14	14	43	33	15	37	26	23
Sewer Pipe Relining		70	60	52	62	-	61	55	53	13	15	46	10	11	11	5	18	22	6	6	5	4	5	6	6	6	6	10	7	7	5	6	3	3	6	5	5	6
Trenchless Sewer Pipe Relining		59	57	10	10	11	9	8	8	4	5	3	5	6	8	6	6	-	4	3	4	3	2	4	4	3	3	5	5	5	3	3	3	2	2	2	6	3
Drain Relining Melbourne		29	33	23	52	25	18	19	16	14	12	11	10	10	8	6	7	8	7	5	4	4	4	6	6	6	8	7	8	7	7	7	7	7	7	7	7	8
UV Pipe Relining		4	5	6	6	5	6	4	5	4	5	7	6	4	10	13	15	3	2	11	-	10	2	3	2	15	13	12	4	4	4	4	3	1	2	2	11	24
​Hydro Excavation Melbourne		20	30	18	22	23	7	9	12	13	9	10	11	11	19	14	12	11	15	13	12	11	12	13	14	16	16	14	14	14	20	16	14	12	8	11	13	13
Non Destructive Digging		76	92	20	93	91	-	7	17	8	8	8	25	7	31	75	12	8	7	7	6	3	3	2	6	6	8	10	9	29	20	9	15	18	-	37	34	-
Non Destructive Digging Melbourne		33	31	27	36	47	9	7	12	13	12	12	12	9	8	7	6	5	6	6	5	4	4	3	4	9	9	9	8	10	7	6	7	7	7	8	13	15
Pipeline Condition Assessment		67	61	62	54	-	-	89	77	64	-	68	58	84	58	55	53	-	-	-	-	-	-	-	-	-	-	94	73	-	-	12	11	90	-	-	53	66
CCTV Stormwater Inspection		8	5	9	8	7	8	5	6	5	4	5	7	7	4	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	5	5	6	4	4	4	-	3
Sewer Line Inspection		-	-	-	-	12	10	7	8	4	5	3	6	5	7	7	5	6	6	7	8	28	19	7	4	7	7	4	3	3	41	5	-	58	54	50	61	-
Liquid Waste Disposal Melbourne		40	50	21	54	66	81	84	79	74	82	64	57	32	24	20	22	16	14	16	14	10	12	11	15	18	18	17	18	18	20	18	15	13	5	5	5	6
Liquid Waste Removal		-	71	-	-	-	-	-	-	-	-	-	-	-	56	-	-	-	-	-	-	-	-	-	-	-	-	49	45	47	49	47	46	99	46	35	33	36
Waste Management Melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	93	-	-	-	-	-	-	-	79	94	-	86	-	85	-	99	-	-
Stormwater Pipe Repair		12	4	40	30	29	30	56	44	43	58	52	54	39	50	54	45	-	62	41	33	49	63	79	64	5	5	5	41	6	-	-	-	-	-	-	90	49
Sewer Line Repair		-	-	-	-	-	73	-	-	-	-	-	-	-	-	-	-	-	-	-	43	44	55	-	-	-	-	52	-	-	-	-	-	45	38	41	62	53
Pipe Rehabilitation		-	-	-	82	76	68	92	73	15	80	54	10	8	9	12	21	84	19	16	17	24	21	30	-	40	50	7	55	51	29	37	33	31	28	38	12	47
manhole relining melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1
manhole rehabilitation melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	3	7	7	5
sewer relining melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	6	6	6	6	8
recycled concrete melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mini mix concrete melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
slurry bins melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	15	13
slurry waste management melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	6	12	11	9
slurry bins hire victoria		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
skip bin hire melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
skip hire melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
roll on roll off skip bin melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
roll on roll off bin hire melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
liquid waste management melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	20	5	9	12	14
liquid waste removal melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24	21	7	7	7	8
solid waste management melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
solid waste removal melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
