		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-03	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
24 hour crane hire melbourne		3	2	3	56	2	2	2	2	3	4	5	5	5	5	6	5	7	6	5	4	4	4	5	5	4	5	4	4	3	3	5	4	4	3	4	5	4
crane hire melbourne		3	4	3	5	3	3	4	5	5	5	5	5	5	3	3	3	4	3	3	4	4	3	4	4	5	6	6	6	5	7	8	9	8	8	9	9	7
crane hire melbourne northern suburbs		3	1	2	2	3	3	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
crane services melbourne		10	9	9	-	6	9	5	8	7	9	8	9	11	9	12	11	11	7	9	8	8	9	6	5	8	6	6	8	5	7	8	11	10	7	9	8	7
crane trucks melbourne		7	5	5	74	6	8	13	9	10	13	13	16	9	10	16	15	19	12	11	9	8	9	8	7	6	5	3	4	5	3	4	9	5	6	7	6	10
franna crane hire melbourne		8	7	6	6	7	6	5	5	6	6	5	6	12	11	9	10	10	-	9	10	10	7	8	10	10	10	10	9	9	11	12	11	15	6	7	8	7
franna crane melbourne		8	7	8	-	7	6	6	7	8	11	8	9	16	12	19	17	20	17	18	14	21	10	10	10	11	11	10	7	7	8	19	13	11	6	8	12	6
machinery transport melbourne		5	4	6	5	5	7	4	6	6	9	8	10	10	9	7	8	7	8	9	7	8	12	10	10	11	7	9	8	6	12	5	5	5	4	4	5	5
melbourne crane hire		4	3	4	-	5	5	4	4	7	8	6	6	6	6	5	5	5	4	5	5	5	6	6	5	6	7	6	6	6	7	8	7	7	7	9	8	7
melbourne franna hire		10	10	11	43	8	7	8	8	9	10	10	-	14	14	12	13	14	9	10	9	11	11	11	11	10	11	8	10	9	11	14	12	11	9	9	9	8
