		2021-11-23	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-16	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-16	2023-06-16	2023-07-17	2023-08-04	2023-09-18	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-14	2024-09-20	2024-10-18	2024-11-14
Mercedes Service Camberwell		-	-	-	-	-	-	-	-	-	17	19	13	13	11	10	11	9	6	5	6	4	5	5	5	5	5	5	5	4	1	3	3	3	3	2	2	3
Mercedes Service Canterbury		-	-	-	-	-	-	-	-	-	40	31	82	81	78	51	74	10	54	51	2	7	7	6	1	1	1	1	1	2	1	3	2	2	5	1	1	1
Mercedes Service Glen Iris		-	-	-	-	-	-	-	-	-	14	19	16	12	6	5	5	6	9	10	4	4	4	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1
Mercedes Service Hawthorn		-	-	-	-	-	-	-	-	-	19	19	21	27	25	21	23	23	19	6	6	6	6	6	4	6	6	6	6	6	6	3	4	4	5	5	4	5
Mercedes Service Kew		-	-	-	-	-	-	-	-	-	64	63	17	16	16	16	15	15	12	10	11	6	6	6	6	5	6	7	7	4	4	5	5	4	4	3	3	3
Mercedes Service Surrey Hills		-	-	-	-	-	-	-	-	-	12	17	7	10	11	9	7	9	8	8	2	4	5	2	1	2	2	3	1	3	4	4	2	1	2	2	2	2
Mercedes Service Toorak		-	-	-	-	-	-	-	-	-	56	62	44	41	31	31	28	31	21	18	5	6	5	7	7	5	5	5	6	5	3	4	3	4	4	7	4	8
Toyota Service Balwyn		-	-	-	-	-	-	-	-	-	16	22	9	9	8	5	8	8	5	5	5	4	4	3	3	3	3	3	3	3	3	2	4	2	2	2	2	1
Toyota Service Burwood		-	-	-	-	-	-	-	-	-	-	-	38	31	32	-	18	84	9	30	3	3	2	3	4	4	4	5	5	5	5	5	5	5	4	4	3	3
Toyota Service Camberwell		-	-	-	-	-	-	-	-	-	-	-	43	27	31	34	31	33	20	15	15	4	4	6	5	5	6	9	7	7	7	7	7	6	16	6	7	6
Toyota Service Canterbury		-	-	-	-	-	-	-	-	-	-	-	44	34	21	23	29	-	-	40	4	3	4	3	5	5	2	2	2	2	5	5	5	6	4	4	4	3
Toyota Service Glen Iris		-	-	-	-	-	-	-	-	-	-	-	15	39	8	8	6	11	15	5	6	4	5	3	4	4	4	4	3	3	2	2	3	4	2	2	3	3
Toyota Service Hawthorn		-	-	-	-	-	-	-	-	-	20	27	26	19	13	12	16	15	3	3	3	4	4	4	5	5	5	5	4	4	5	4	5	3	2	2	3	5
Toyota Service Kew		-	-	-	-	-	-	-	-	-	-	-	13	12	15	10	9	10	9	7	4	1	5	2	1	2	2	1	1	2	1	1	1	1	1	1	2	4
Toyota Service Surrey Hills		-	-	-	-	-	-	-	-	-	6	7	6	5	6	2	3	3	6	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Toyota Service Toorak		-	-	-	-	-	-	-	-	-	9	11	6	8	5	7	5	5	18	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	2	1	2
Mazda Service Balwyn		-	-	-	-	-	-	-	-	-	-	-	7	8	5	6	7	9	5	5	5	5	5	5	1	5	5	5	5	3	4	4	3	3	3	1	1	1
Mazda Service Burwood		-	-	-	-	-	-	-	-	-	-	-	30	29	24	41	47	-	36	29	32	12	15	9	7	6	8	7	7	6	4	4	9	10	12	12	12	12
Mazda Service Camberwell		-	-	-	-	-	-	-	-	-	-	-	10	9	10	9	7	8	6	7	5	5	3	4	2	2	3	2	2	2	2	2	2	1	2	1	2	2
Mazda Service Canterbury		-	-	-	-	-	-	-	-	-	-	-	57	48	52	48	23	13	-	50	2	9	2	3	2	3	2	2	2	2	2	1	3	1	1	1	1	1
Mazda Service Glen Iris		-	-	-	-	-	-	-	-	-	-	-	11	21	9	10	9	9	12	-	6	3	3	2	2	2	2	2	3	3	3	3	4	3	3	3	3	3
Mazda Service Hawthorn		-	-	-	-	-	-	-	-	-	-	-	23	27	27	34	35	30	25	9	8	11	9	8	7	7	9	8	7	6	8	7	8	8	7	5	6	6
Mazda Service Kew		-	-	-	-	-	-	-	-	-	-	-	14	12	9	9	7	8	6	6	4	4	5	3	3	3	3	2	2	1	1	1	1	1	1	1	1	2
Mazda Service Surrey Hills		-	-	-	-	-	-	-	-	-	-	-	6	6	7	5	3	4	3	6	3	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1
Mazda Service Toorak		-	-	-	-	-	-	-	-	-	-	-	7	7	4	7	5	5	3	3	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
