		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-08	2022-08-17	2022-09-16	2022-10-13	2022-11-16	2022-12-15	2022-12-20	2023-01-10	2023-02-03	2023-02-21	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-25	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-14	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
plumbers yeppoon		3	4	4	3	4	3	3	3	3	3	3	3	3	4	4	3	4	3	5	4	6	4	5	5	4	5	5	6	6	5	7	6	6	4	3	6	8	7	7
plumbers zilzie		3	4	4	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	5	4	4	2	3	3	2	2	2	2	2	2	2	3
24 hr plumber mulambin		2	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains avenell heights		2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains avoca		2	2	3	3	3	3	3	2	1	1	2	1	2	2	2	2	2	2	2	2	2	3	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
blocked drains barlows hill		3	3	2	1	1	1	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
blocked drains barmaryee		3	3	2	3	3	2	1	2	1	3	2	2	3	2	1	1	1	1	1	1	2	2	3	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1
blocked drains benaraby		1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains bondoola		3	3	2	2	2	2	2	3	3	2	3	3	3	3	3	3	3	3	3	3	4	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2
blocked drains bundaberg east		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains capricorn coast		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains causeway lake		1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
blocked drains cawarral		1	3	5	2	3	3	2	3	3	2	1	1	2	2	2	1	1	1	2	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains mulambin		2	4	4	2	2	3	2	2	2	1	1	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains dundathu		1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	2	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
blocked drains glenlee		2	4	3	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	4	8	4	7	12	3	3	1	1	2	2	2	2	2	2	1	1	1	1	1	1
blocked drains kepnock		3	3	2	2	2	3	3	3	3	3	3	6	3	2	2	2	2	2	4	4	3	4	2	2	2	2	2	2	3	3	4	3	2	3	1	1	1	1	1
blocked drains keppel sands		2	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1
blocked drains kirkwood		3	3	2	2	2	1	2	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1
blocked drains koongal		1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains maryborough west		2	1	1	1	3	1	2	3	3	3	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains meikleville hill		1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	3	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
blocked drains millbank		1	3	2	2	2	2	2	2	2	2	2	1	2	2	-	-	2	3	2	2	2	2	2	2	3	1	1	1	2	1	1	2	2	2	1	1	1	1	1
blocked drains moore park		2	3	2	3	3	2	3	3	3	3	3	2	2	3	3	2	3	3	3	3	4	4	4	4	4	2	2	1	2	2	1	1	1	2	2	2	1	1	1
blocked drains nerimbera		1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	2	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1
blocked drains Nikenbah		1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	3	3	3	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains park avenue		1	1	2	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	2	3	2	1	1	2	3	1	1	2	1	1	1	1	1	1	1
blocked drains rocky view		1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains rosslyn		19	1	2	-	2	1	1	1	2	1	1	1	2	1	2	2	2	2	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
blocked drains scarness		3	3	3	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	2	1
blocked drains st helens		6	13	10	71	6	5	5	6	4	25	24	14	21	8	8	7	6	5	7	57	33	45	-	46	24	25	2	4	4	1	5	3	3	2	20	1	20	19	1
blocked drains sun valley		1	2	3	3	1	3	1	2	2	3	3	3	3	2	2	9	1	1	1	2	3	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1
blocked drains sunshine acres		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains susan river		2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains svensson heights		1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
blocked drains telina		3	3	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1
blocked drains toolooa		1	3	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	3	6	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1
blocked drains walkervale		3	3	2	2	2	1	2	3	1	1	2	2	2	2	2	2	2	2	3	3	2	2	2	2	1	1	1	1	1	2	2	2	2	2	2	3	2	2	2
blocked drains west gladstone		1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1
blocked drains west rockhampton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains wondunna		1	3	2	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains wurdong heights		1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
gas plumber allenstown		4	3	3	3	3	3	3	3	2	4	6	3	4	3	3	3	3	3	3	4	3	4	3	3	4	4	4	3	3	3	4	4	4	2	2	3	2	2	1
gas plumber avenell heights		3	2	2	2	4	2	4	4	3	3	3	4	4	4	5	5	4	4	5	3	3	3	4	3	3	5	5	4	4	3	5	1	3	3	4	1	4	5	3
gas plumber avoca		3	3	2	6	6	3	2	3	6	3	3	4	3	4	4	5	6	5	5	4	4	4	3	1	3	4	1	1	1	1	1	1	1	1	4	5	2	1	1
gas plumber barlows hill		2	3	1	1	2	2	2	2	2	2	2	3	3	3	3	3	3	5	5	3	4	3	4	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gas plumber barmaryee		4	4	3	3	2	3	2	5	4	2	5	5	4	4	4	4	4	3	4	4	4	5	5	3	1	2	2	2	2	2	2	2	2	3	2	1	1	1	1
gas plumber benaraby		7	4	3	3	4	4	4	5	5	4	4	6	4	4	4	4	7	7	7	7	6	7	7	4	8	5	4	4	4	4	4	4	4	3	2	2	3	4	5
gas plumber berserker		5	3	3	4	3	4	5	3	4	4	3	5	4	5	5	5	5	6	7	5	8	5	6	4	5	1	6	1	5	5	4	5	6	3	5	6	2	2	2
gas plumber bondoola		6	7	5	5	4	5	4	6	6	6	3	5	5	5	5	5	6	6	6	6	6	6	6	6	6	3	4	3	3	3	3	2	2	2	2	2	2	1	3
gas plumber boyne island		5	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	2	2	2	2	2	2	1	1	1	1	1	1	1
gas plumber bundaberg		9	5	10	9	8	6	5	7	7	5	5	5	4	6	5	8	7	8	8	6	9	6	5	7	9	9	8	7	3	6	6	5	5	3	3	1	2	5	3
gas plumber bundaberg east		3	4	2	3	3	2	2	2	2	2	3	4	4	5	5	5	5	3	3	4	4	4	3	4	5	5	4	3	3	3	4	4	4	3	2	1	2	1	4
gas plumber calliope		9	8	11	8	7	6	5	5	6	6	4	6	6	4	6	5	4	4	4	4	4	4	4	4	8	6	6	6	5	5	5	5	5	4	3	3	2	3	10
gas plumber capricorn coast		1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gas plumber causeway lake		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2
gas plumber cawarral		4	5	5	4	4	4	3	3	3	3	3	4	3	3	3	2	2	2	4	4	4	3	3	3	3	2	2	3	3	1	1	1	1	1	1	1	1	1	1
gas plumber clinton		3	3	7	9	9	7	6	8	7	8	7	10	7	7	6	6	9	9	8	8	5	8	8	7	8	3	4	4	4	4	4	5	2	2	2	3	3	2	3
gas plumber mulambin		2	3	5	3	2	7	2	2	2	2	2	2	-	3	3	2	2	4	2	2	2	3	3	1	1	2	1	1	2	2	2	1	2	1	2	2	1	2	2
gas plumber craignish		6	7	7	6	5	6	4	4	4	6	5	5	4	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	4	1	5	1	5	5	6	6	3	3	15
gas plumber dundathu		1	1	1	1	3	2	3	3	3	3	4	4	3	3	3	3	4	4	4	4	4	3	3	3	1	1	4	1	2	2	2	2	3	3	3	5	3	3	3
gas plumber dundowran		6	6	4	4	4	5	5	5	6	5	4	7	5	5	5	6	6	6	8	7	11	6	8	7	8	12	12	9	8	10	7	3	3	3	3	4	3	1	4
gas plumber eli waters		6	5	4	4	5	2	2	5	5	4	3	3	3	3	3	3	2	3	2	2	3	2	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3
gas plumber emu park		4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	5	4	4	5	3	3	3	4	4	4	4	4	3	3	3	2	2	3	2	2	3	3	3	1
gas plumber frenchville		6	7	4	4	5	4	5	5	5	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	5	5	5	5	5	5	4	2	2	2	2	2	2	1
gas plumber gladstone		10	8	7	7	8	7	7	7	8	8	9	8	8	8	8	8	8	9	11	10	9	8	8	9	10	8	8	8	7	9	9	7	7	7	5	6	6	6	5
gas plumber glen eden		4	3	3	3	4	2	3	4	4	4	3	3	3	3	3	3	2	3	4	4	3	3	5	1	3	3	5	3	3	2	4	3	1	2	2	2	2	3	1
gas plumber glenlee		1	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	3	3	8	8	3	1	2	4	3	4	4	3	3	2	1	1	1	1	1	1
gas plumber gracemere		3	3	3	3	2	2	2	3	3	3	2	4	4	3	3	2	4	4	3	3	3	3	4	3	4	4	3	2	1	3	3	2	2	2	2	2	3	2	2
gas plumber granville		5	5	2	3	2	2	2	2	3	8	4	5	4	4	4	4	3	3	9	7	5	8	6	2	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1
gas plumber hervey bay		8	4	8	7	9	6	7	7	7	7	11	10	9	10	10	10	9	10	9	8	11	9	12	9	9	10	14	11	9	8	11	9	10	8	6	5	5	5	6
gas plumber kawana		5	8	7	7	6	10	8	5	7	7	7	6	7	7	4	3	2	6	7	7	8	8	6	7	7	10	11	15	15	15	10	10	6	3	3	4	3	5	4
gas plumber kawungan		9	5	3	5	7	4	4	7	4	5	3	4	5	4	4	4	4	4	4	4	6	5	5	3	4	3	2	3	3	3	3	2	3	2	1	3	2	2	2
gas plumber kepnock		4	3	3	3	3	3	3	4	4	4	6	6	3	3	3	3	3	3	6	5	4	5	5	4	5	1	2	2	1	2	2	2	2	2	2	2	2	2	3
gas plumber keppel sands		4	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	1	2	2	2	2	2	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1
gas plumber kin kora		1	2	2	2	3	2	2	3	3	3	2	2	2	1	1	2	1	2	2	1	1	2	4	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1
gas plumber kirkwood		4	4	3	3	3	3	3	2	3	3	3	3	2	2	2	2	2	2	1	2	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2
gas plumber koongal		3	3	3	2	2	2	1	3	2	3	2	1	1	2	1	3	3	3	4	4	4	4	4	4	4	2	2	2	2	2	2	3	1	1	1	1	1	1	1
gas plumber maryborough		5	5	5	9	8	6	6	9	7	10	10	13	9	7	7	8	8	8	6	7	5	3	6	4	12	11	11	10	9	9	6	8	9	5	6	7	3	4	4
gas plumber maryborough west		4	4	5	5	3	4	4	5	7	5	4	3	3	2	3	2	2	2	2	3	3	3	2	1	1	3	2	1	2	2	3	1	3	3	3	1	3	1	3
gas plumber meikleville hill		3	3	2	2	2	3	2	2	2	2	2	1	1	1	1	1	1	1	1	3	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1
gas plumber millbank		8	6	5	4	3	3	3	4	4	4	4	4	4	3	3	2	3	3	2	3	3	3	3	4	1	3	3	2	2	2	3	3	2	3	4	4	3	5	2
gas plumber moore park		7	8	5	8	7	6	4	4	15	4	6	6	10	11	11	14	12	13	12	7	11	14	17	18	20	18	14	14	8	6	12	13	9	7	8	52	7	5	3
gas plumber nerimbera		4	4	3	-	-	3	2	3	4	3	3	1	2	2	2	2	3	3	3	4	4	4	4	-	3	4	3	1	2	1	2	1	1	1	1	1	1	2	2
gas plumber new auckland		1	1	3	4	3	4	6	5	14	21	20	19	19	17	16	-	4	4	3	3	2	1	2	3	2	2	2	3	2	3	3	2	2	3	1	3	3	3	6
gas plumber Nikenbah		3	2	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	1	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1
gas plumber norman gardens		5	4	3	3	3	3	3	4	4	4	4	4	3	3	4	4	4	4	4	5	6	4	4	4	3	2	1	1	1	2	2	2	2	2	3	3	3	2	1
gas plumber park avenue		5	5	3	-	3	2	4	6	3	3	3	3	3	3	3	2	3	3	2	4	4	4	4	4	2	2	3	1	6	1	1	3	1	1	1	1	1	1	1
gas plumber pialba		2	5	3	7	3	3	5	5	4	4	4	4	4	4	4	4	3	3	4	4	4	4	6	4	5	5	4	3	3	2	2	3	1	2	1	3	2	2	1
gas plumber point vernon		3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	1	1	1	1	1	2	2	1	2	4	3	3	3
gas plumber river heads		4	5	3	4	5	3	3	4	4	8	5	6	6	5	5	5	6	6	6	6	6	6	7	5	4	5	5	4	4	4	4	4	3	3	4	4	2	3	2
gas plumber rockhampton		3	3	3	3	3	3	2	3	3	3	4	5	4	7	5	7	7	7	6	7	8	7	7	7	8	7	6	7	6	6	7	5	5	5	4	4	3	3	4
gas plumber rocky view		2	2	2	3	2	2	2	2	3	4	4	3	2	2	2	2	3	3	3	3	3	2	2	4	4	2	2	2	1	2	2	2	2	2	2	2	2	2	1
gas plumber rosslyn		1	1	1	-	2	1	1	1	1	1	1	1	1	3	1	1	2	3	3	3	3	3	4	4	1	3	4	4	2	1	3	2	2	1	2	3	2	3	1
gas plumber scarness		5	5	3	4	4	3	3	3	3	3	3	4	3	3	3	3	3	3	4	4	5	4	4	3	6	3	3	3	4	4	4	4	3	4	4	4	2	2	2
gas plumber st helens		2	2	2	6	4	4	2	5	5	4	5	4	5	4	2	5	5	5	5	5	5	5	4	4	4	1	1	1	1	1	1	2	1	1	1	2	2	14	4
gas plumber sun valley		4	4	3	3	2	2	29	3	4	3	3	2	3	2	2	26	27	27	2	4	3	4	5	4	1	3	2	3	3	3	3	3	3	3	3	3	2	10	1
gas plumber sunshine acres		5	3	4	7	5	4	3	6	5	4	5	6	5	4	5	5	6	5	5	4	5	5	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
gas plumber susan river		1	1	1	1	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gas plumber svensson heights		4	3	3	3	3	2	3	2	3	3	3	4	3	3	3	3	3	3	3	3	3	3	4	1	3	1	1	1	3	2	2	3	2	3	2	6	3	3	5
gas plumber tannum sands		4	4	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1
gas plumber telina		1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	2	2	2	1	2	2	2	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	4
gas plumber the range		3	2	1	1	1	2	2	-	1	-	3	3	3	-	43	-	58	15	-	3	3	3	3	4	5	2	3	2	3	1	2	1	1	1	1	2	1	1	1
gas plumber tinana		4	4	4	9	5	6	3	3	4	6	7	5	6	6	6	6	6	6	6	4	6	5	6	4	3	5	3	4	4	2	3	3	2	2	2	2	3	4	3
gas plumber toolooa		1	2	2	2	2	1	1	1	5	5	5	5	4	3	3	3	3	4	4	3	5	5	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gas plumber torquay		14	13	12	13	11	12	13	19	19	18	23	36	35	33	22	20	18	18	18	15	17	18	16	10	9	10	17	23	23	25	23	20	22	18	15	18	13	10	8
gas plumber urangan		4	2	3	3	3	3	3	3	3	4	3	3	3	3	3	3	4	4	4	5	5	5	5	3	3	4	3	3	2	2	2	2	2	3	4	3	4	3	1
gas plumber urraween		2	5	7	7	6	6	3	7	7	5	5	5	4	4	3	3	3	4	3	4	5	3	4	3	3	3	2	3	3	2	4	4	3	3	5	7	2	4	4
gas plumber walkervale		7	5	4	4	4	4	4	5	5	5	4	4	4	4	4	4	4	4	4	4	5	5	6	1	1	1	1	4	2	3	1	2	2	1	2	5	5	6	6
gas plumber wandal		4	4	3	3	3	3	3	3	4	3	4	5	5	6	6	6	7	8	6	6	7	8	7	6	7	5	5	6	5	6	6	5	5	3	2	2	2	1	1
gas plumber west gladstone		2	2	2	2	2	2	2	3	3	3	5	7	6	4	4	4	5	5	5	5	5	5	5	4	4	4	3	3	3	3	3	3	3	3	3	2	2	4	4
gas plumber west rockhampton		4	2	1	1	1	1	1	2	2	3	3	3	3	3	3	3	3	3	3	3	4	2	3	4	2	2	1	2	1	2	1	1	1	1	1	2	1	2	1
gas plumber wondunna		8	7	5	5	5	2	4	4	4	4	4	5	5	5	4	3	5	4	4	4	4	5	4	4	3	5	3	3	1	4	4	4	1	1	4	3	3	4	4
gas plumber wurdong heights		4	5	4	4	4	3	3	4	4	3	5	5	4	4	4	4	4	3	4	4	5	4	3	4	4	1	1	5	3	1	3	1	3	3	3	3	2	3	3
gas plumber yeppoon		8	6	7	5	6	4	3	4	6	6	7	7	7	7	7	6	6	6	4	5	5	5	5	5	4	4	5	5	6	7	8	6	6	5	5	5	5	4	5
gas plumber zilzie		3	4	4	4	3	3	3	3	3	4	4	4	3	3	3	3	4	4	4	3	4	3	3	3	3	5	5	5	2	3	4	4	2	3	2	2	2	3	3
emergency plumber allenstown		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber avenell heights		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber avoca		2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	1	2	1	1	1	3	2	2	2	1	1	1	2	2	1
emergency plumber barlows hill		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber barmaryee		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
emergency plumber benaraby		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber berserker		1	3	2	2	2	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	3	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1
emergency plumber bondoola		1	1	2	2	2	2	1	2	1	2	2	2	1	1	1	1	2	2	2	3	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber boyne island		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber bundaberg east		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber calliope		4	5	3	4	3	3	2	2	3	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1
emergency plumber capricorn coast		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber causeway lake		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber cawarral		3	2	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber clinton		1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	4	1	1	2	1	3	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1
emergency plumber mulambin		2	1	2	3	1	3	1	1	1	1	1	1	-	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber craignish		2	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	1	1	2	2	2	2	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1
emergency plumber dundathu		1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber dundowran		2	1	2	2	2	2	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	3	2	1	1	1	2	1	1	1	1	1	2	1	1	1
emergency plumber eli waters		1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
emergency plumber frenchville		2	3	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2	1	1	1	1	1	1	1
emergency plumber glen eden		1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	2	2	2	2	1	1	2	1	1	1	1	2
emergency plumber glenlee		1	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	3	6	6	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber gracemere		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber granville		3	1	2	2	3	1	1	1	1	10	4	6	6	5	5	4	4	3	12	10	3	6	5	4	6	3	4	5	3	3	7	4	3	5	4	1	1	2	2
emergency plumber kawana		2	3	2	3	4	5	3	3	4	4	3	3	5	3	2	2	2	2	1	4	4	6	5	6	5	7	4	4	10	12	6	7	6	6	4	4	4	4	6
emergency plumber kawungan		1	1	2	1	2	2	2	3	3	3	2	2	2	2	2	2	2	2	2	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber kepnock		1	1	1	1	1	1	1	3	2	2	2	2	4	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber keppel sands		2	5	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber kin kora		1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber kirkwood		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	8	1
emergency plumber koongal		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber maryborough west		1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber meikleville hill		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber millbank		1	1	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
emergency plumber moore park		2	1	2	2	3	1	1	3	4	1	1	1	2	2	3	3	2	3	3	2	3	4	5	7	7	6	4	3	5	1	1	4	1	1	1	8	6	1	1
emergency plumber nerimbera		1	1	2	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
emergency plumber new auckland		1	1	2	2	1	1	3	4	6	7	6	5	3	3	3	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	5	2	3	3
emergency plumber Nikenbah		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
