		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-12	2023-10-17	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
concreting Ringwood		2	3	2	2	2	2	2	2	2	1	2	2	2	2	3	2	3	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2
driveways Blackburn		1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
driveways Camberwell		1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	4	4	4	4	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1
driveways Croydon		1	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
exposed aggregate Croydon		4	4	4	5	5	2	2	2	2	3	3	3	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
driveways Box Hill		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
driveways Mt Waverley		1	1	1	1	1	2	2	2	1	1	1	2	3	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
retaining walls Camberwell		8	9	8	6	6	6	5	6	5	1	10	3	3	2	3	3	3	3	3	3	4	6	6	5	5	5	4	6	7	6	5	7	8	14	13	13	78	8
driveways Mont Albert		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
exposed aggregate Burwood		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	5	3
exposed aggregate Glen Waverley		1	2	3	3	3	2	1	2	1	3	4	5	2	4	2	2	1	1	4	1	1	1	2	1	1	1	2	4	3	2	2	3	3	3	3	3	2	1
exposed aggregate Kew		2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	3	3	3	3	1
driveways Burwood		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	1
exposed aggregate Camberwell		2	2	1	2	2	2	1	2	1	1	3	3	2	3	3	3	4	4	4	4	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
driveways Mitcham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
driveways Glen Waverley		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
retaining walls Mt Waverley		10	8	8	8	8	7	7	8	8	8	9	9	8	8	6	6	6	6	7	7	5	8	-	7	9	8	6	7	5	8	8	6	8	34	7	5	4	3
retaining walls Burwood		5	5	4	3	1	1	1	1	1	1	4	1	1	1	2	3	5	4	3	5	4	3	4	4	4	3	5	7	7	8	9	7	9	9	9	10	9	7
exposed aggregate Mont Albert		3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	27	2	2	2	2	2	1	2	1	1	1	2	1	1	2	2	2	2	2	2
retaining walls Surrey Hills		4	3	3	2	2	3	3	3	3	2	5	1	-	-	1	1	6	4	5	3	3	4	5	5	5	4	5	4	3	4	4	5	4	5	5	7	4	1
retaining walls Croydon		7	10	10	8	10	10	8	8	6	15	17	20	17	11	10	12	17	16	9	8	10	14	15	15	10	11	10	14	14	17	17	65	43	15	44	37	17	26
driveways Ringwood		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
exposed aggregate Mitcham		4	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
retaining walls Kew		4	5	4	2	3	5	6	7	5	5	7	10	9	-	6	6	6	6	6	7	5	6	6	6	6	4	4	3	4	5	6	6	10	10	9	11	15	10
retaining walls Mitcham		4	5	5	5	5	5	3	2	2	2	3	3	5	3	3	5	3	4	3	3	2	8	6	6	6	4	4	5	5	8	8	6	11	9	11	8	6	8
concrete slabs christmas hills		1	1	9	1	1	2	2	1	1	1	1	1	1	1	2	16	14	14	1	1	2	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete slabs ferntree gully		2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	2	3	3	4	4	4	4	3	3	3
concrete slabs kangaroo ground		1	1	27	1	1	2	1	25	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1
concrete slabs panton hill		3	3	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concrete slabs st andrews		35	24	3	2	2	2	-	2	-	2	3	2	1	1	2	2	4	3	43	-	-	-	-	97	-	95	4	3	-	3	3	6	5	5	6	-	4	3
concrete slabs warrandyte		4	3	2	1	1	1	1	1	1	1	1	1	1	1	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concreter balwyn		2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	6	5	6	4	5	6	6	5	4	6	6	4	2	2	3	1
concreter bayswater		2	1	1	2	1	1	2	2	2	2	2	1	2	3	5	3	2	1	2	2	2	2	5	4	4	3	3	2	2	2	2	2	2	2	2	2	1	1
concreter christmas hills		2	3	2	1	1	1	1	2	2	2	2	1	1	1	2	52	49	58	2	2	2	2	3	3	48	14	16	1	1	1	1	1	1	2	2	1	1	1
concreter eltham		2	2	2	1	1	2	3	3	3	1	3	3	1	1	1	1	2	1	2	2	5	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
concreter ferntree gully		1	1	2	1	1	1	1	2	1	1	1	1	2	3	3	2	3	3	3	2	2	2	2	2	2	3	1	1	2	2	2	4	4	3	3	4	4	2
concreter forest hill		4	3	3	2	2	3	3	3	3	3	4	3	3	2	2	3	3	2	2	2	2	4	3	5	5	3	3	3	3	2	1	3	3	4	4	3	3	1
concreter kangaroo ground		1	1	1	1	1	54	43	39	42	1	1	1	1	1	2	1	1	1	4	3	4	4	3	1	2	6	5	3	3	4	3	2	2	2	2	3	3	2
concreter knoxfield		2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2
concreter montmorency		3	3	1	2	1	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2
concreter nunawading		2	2	2	2	2	2	2	2	2	2	20	16	11	2	2	2	3	2	2	2	2	3	4	5	4	4	3	2	2	2	2	4	2	3	2	1	1	1
concreter panton hill		3	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	3	3	2	2	2	2	2	2	2	2	1	1	2	1	2	2
concreter park orchards		7	5	3	3	3	52	52	60	3	3	36	43	3	3	3	-	-	-	-	-	5	4	4	5	5	5	-	-	-	-	-	-	7	7	5	10	2	2
concreter st andrews		6	5	3	4	3	3	3	4	3	1	5	3	2	2	2	2	2	2	3	2	4	4	6	5	6	5	5	4	-	4	5	5	6	6	6	6	5	5
concreter vermont		2	2	2	3	3	3	2	2	-	-	2	-	4	3	-	3	-	-	-	4	19	23	26	-	28	-	-	3	3	3	3	3	2	11	3	3	2	2
concreter warrandyte		1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	2	4	4	2	2	2	2	2	2	2	2	1	1	1	1	1
concreter warranwood		2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
concreter wonga park		3	4	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	3	3	2	3	3	3	3	5	3	2	2	2	3	1
driveways balwyn		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	3	2	1	1
driveways bayswater		1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
driveways christmas hills		1	1	7	1	1	6	5	8	1	1	2	1	1	1	1	7	7	7	6	4	1	8	8	1	1	1	1	4	2	2	1	2	3	4	2	1	1	1
driveways eltham		1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1
driveways ferntree gully		2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
driveways forest hill		2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	14	1
driveways knoxfield		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
driveways montmorency		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
driveways nunawading		1	1	1	1	1	1	1	1	1	1	12	19	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
driveways panton hill		2	2	2	2	2	2	3	3	2	2	4	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1
driveways park orchards		1	2	2	2	2	30	1	1	16	1	1	1	1	1	1	-	48	41	38	51	2	1	45	-	44	45	55	1	1	36	39	41	1	1	1	1	1	1
driveways st andrews		2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	3	3	2	3	2	47	4	2	8	4	20	3	4	4	4	4	3	15	49	14
driveways vermont		2	3	3	4	4	3	3	1	2	1	1	1	1	1	1	1	1	1	-	1	1	1	1	1	1	1	28	1	1	1	1	1	1	1	1	1	1	1
driveways warranwood		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
driveways wonga park		3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1
concreter kilsyth		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	11	12	16	7	4	4	4	3	3	3	2
driveways kilsyth		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	15	13	13	11	1	2	1	1	1	2	1
concreter lilydale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	37	48	5	5	5	7	3	6	5	4	5	2	5	2
driveways lilydale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	5	4	7	4	4	8	5	5	4	1	1
