		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-07-24	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-10	2024-08-16	2024-09-20	2024-10-18	2024-11-14
insolvency bankstown		1	3	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
insolvency blacktown		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22	22	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
insolvency campbelltown		3	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
insolvency fairfield		38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
insolvency gosford		2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2
insolvency mount druitt		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
insolvency wollongong		2	3	2	3	4	4	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	4	4	4	4	4	5	5	4	4	9	10	7	7
insolvency wyong		27	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
insolvency newcastle		3	3	1	3	2	2	2	3	3	3	2	3	2	2	2	3	2	4	4	4	4	4	4	4	5	4	5	4	5	3	3	5	3	4	5	8	7	7
bankruptcy advisor bankstown		1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bankruptcy advisor blacktown		1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	2	1	8	10	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bankruptcy advisor campbelltown		10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
bankruptcy advisor fairfield		52	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	5
bankruptcy advisor gosford		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bankruptcy advisor mount druitt		1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bankruptcy advisor wollongong		2	1	1	1	3	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	3	3	1	2	2	1	2	2	2	2	2	3	3	3	3	3	4	4
