		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-08-30	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
land surveying cranbourne		3	4	3	3	3	1	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2
land surveying dandenong		1	2	4	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	4	1	1	1
land surveying eastern suburbs melbourne		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
land surveying kew		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
land surveying malvern		1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
land surveying northern suburbs melbourne		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
land surveying vermont		13	19	28	19	17	14	12	11	73	71	75	-	-	-	-	74	-	-	-	-	-	49	-	4	-	-	30	5	-	-	-	-	-	3	5	5	4	6
land surveying windsor		4	2	53	3	6	3	5	2	2	6	5	5	5	4	3	4	4	3	2	2	5	5	5	7	5	6	7	7	10	6	15	4	5	13	5	4	4	1
land surveying		21	44	17	12	13	17	20	56	22	22	20	24	18	14	18	5	19	6	6	5	3	44	31	22	29	31	10	5	10	29	25	27	25	15	17	8	6	6
licensed surveyor		43	51	7	9	10	10	8	56	11	10	8	9	17	16	12	13	15	7	7	10	10	17	27	27	16	19	17	9	11	11	-	27	-	32	21	28	13	7
re establishment survey		8	9	9	7	7	7	7	6	6	6	9	6	5	4	6	5	6	9	6	6	8	8	9	9	10	13	9	9	7	8	9	9	8	9	7	6	10	13
registered surveyor		37	71	23	22	7	6	5	35	34	34	33	36	37	6	19	2	27	25	30	34	13	27	29	29	23	26	26	54	44	12	46	11	17	13	30	50	14	6
title re establishment survey		7	9	7	7	7	7	6	6	7	7	7	7	6	4	5	5	6	6	6	6	7	8	4	8	8	7	7	7	8	8	6	5	6	6	6	8	6	9
surveyors balwyn		3	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
surveyors bayside		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
surveyors box hill		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	4	4	2	2	2	2	3	2	2	2	2
surveyors brighton		3	5	3	1	1	1	1	1	1	1	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
surveyors burwood		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
surveyors caulfield		4	4	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
surveyors cheltenham		13	9	5	5	3	3	3	3	3	3	3	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27	2
surveyors clayton		3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
surveyors glen waverley		5	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
surveyors hawthorn		8	9	5	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
surveyors moorabbin		5	5	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	1
surveyors mount waverley		4	6	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
surveyors pakenham		10	10	8	7	6	3	3	2	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2
surveyors ringwood		4	2	2	1	2	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	3	2	5	4
surveyors st kilda		5	5	3	3	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
land surveying balwyn		5	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
land surveying bayside		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
land surveying box hill		2	2	3	2	3	1	1	1	1	1	2	1	1	1	1	3	3	3	3	2	1	1	1	3	4	4	3	5	3	2	2	2	2	2	2	2	2	2
land surveying brighton		3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	5	3	3	5	4	1	1	1	1	1	1	1	1	1	1	1	1	1
land surveying burwood		1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
land surveying caulfield		1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
land surveying cheltenham		5	5	2	2	1	1	1	2	2	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	2
land surveying clayton		2	3	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	4	1
land surveying glen waverley		2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
land surveying hawthorn		6	8	5	4	4	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
land surveying moorabbin		3	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	2	2	3	2
land surveying mount waverley		4	4	4	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
land surveying pakenham		9	7	6	6	6	4	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	3	3	3	2
land surveying ringwood		4	4	3	2	2	1	2	1	1	1	1	1	1	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2
land surveying st kilda		4	4	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
