		2021-12-16	2022-01-07	2022-02-03	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-09-25	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-14	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-10-21	2024-11-14	2024-11-21
ducted heating mooroolbark		3	3	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2
ducted heating ringwood		8	6	7	6	5	5	5	6	6	6	6	6	5	3	3	3	3	4	6	3	3	3	3	2	3	3	2	2	3	3	3	5	5	6	7	7	8	7	7
ducted heating rowville		5	7	9	4	6	5	4	5	5	6	6	5	3	3	3	3	3	2	2	2	4	3	3	3	2	2	3	3	2	3	2	2	2	2	2	2	2	2	2
ducted heating templestowe		3	4	10	14	10	9	16	19	15	17	10	10	25	9	9	1	6	7	9	9	4	7	4	4	2	2	1	1	4	5	4	3	4	3	3	2	1	1	1
ducted heating toorak		1	1	1	3	1	11	6	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1
ducted heating vermont		2	3	4	2	2	2	3	3	4	3	3	3	7	3	3	2	2	3	3	3	3	3	1	1	1	4	4	3	3	2	2	2	3	2	7	5	12	7	6
evaporative cooling blackburn		9	6	5	8	3	5	3	3	4	4	4	1	1	2	1	2	2	2	2	2	2	2	1	1	2	6	8	9	10	9	9	10	14	10	11	12	10	10	7
evaporative cooling boronia		6	5	13	2	1	1	2	2	2	1	1	1	2	1	1	1	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	4	4	4	5	5	4	3	3
evaporative cooling box hill		6	4	32	24	19	4	28	4	2	4	4	4	4	23	26	2	3	3	4	4	4	4	5	5	4	5	3	3	2	2	3	5	5	4	4	5	4	5	4
evaporative cooling burwood		1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	4	5	4	3	2	2	2	3
evaporative cooling camberwell		3	2	3	3	3	4	5	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	3	4	4	5	4	2	2	1	1
evaporative cooling caulfield		4	5	4	4	2	3	1	1	1	1	1	2	3	1	1	1	3	1	3	3	-	3	3	2	2	2	3	4	4	4	5	6	8	7	4	4	9	6	4
evaporative cooling chadstone		5	4	4	17	5	4	4	4	5	5	5	5	5	5	5	2	3	3	3	4	4	3	5	4	3	3	3	3	3	5	4	5	8	7	3	3	3	3	4
evaporative cooling croydon		3	5	24	3	2	2	1	1	1	1	3	4	4	2	2	2	2	2	2	2	2	2	5	5	3	5	5	4	3	4	3	3	3	3	4	3	4	3	3
evaporative cooling doncaster		9	10	9	4	4	4	3	3	3	3	3	3	3	3	3	4	2	3	2	3	3	3	3	3	3	3	3	2	3	2	2	4	6	6	7	12	12	10	7
evaporative cooling kew		3	1	3	3	1	1	1	1	1	1	1	1	1	1	1	9	1	3	3	4	3	7	8	9	2	3	2	2	7	8	8	8	9	9	7	5	5	5	6
evaporative cooling lilydale		3	2	2	1	1	2	1	1	1	2	2	2	2	3	2	3	3	3	3	3	3	3	4	4	3	2	4	3	3	3	3	4	4	4	3	4	4	3	3
evaporative cooling malvern		8	8	8	7	1	2	5	1	9	15	14	5	21	6	1	5	6	2	2	5	3	5	9	12	3	6	5	6	4	9	7	7	10	12	11	6	8	8	8
evaporative cooling mooroolbark		6	4	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	3	2	3	3	3	3	3	3	3	2	2	2	2
evaporative cooling ringwood		9	11	33	23	17	23	15	20	9	14	14	13	4	4	9	8	6	8	8	8	8	11	4	4	4	4	5	4	3	3	3	4	4	4	5	4	5	4	3
evaporative cooling rowville		10	10	8	5	2	4	3	2	2	4	4	3	2	2	2	3	4	5	4	10	5	7	7	7	10	5	6	6	4	4	2	5	7	7	4	5	5	6	4
evaporative cooling templestowe		12	13	10	4	5	2	6	3	4	5	4	13	6	10	9	3	3	10	11	11	11	11	14	7	5	7	7	9	5	6	4	7	9	7	12	8	6	4	5
evaporative cooling toorak		9	5	5	4	2	15	3	1	1	2	3	3	3	2	1	2	16	15	3	3	3	3	2	2	3	2	3	2	2	3	3	3	5	2	3	3	2	4	4
evaporative cooling vermont		4	1	2	2	2	3	1	1	60	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	4	3	3	3	2	6	4	3	5	5	5	4
heating and cooling blackburn		6	1	1	2	3	3	3	2	1	1	1	1	1	2	1	4	4	3	2	4	2	3	4	3	5	4	4	4	5	7	4	7	8	7	10	7	7	8	6
heating and cooling boronia		2	2	2	3	2	2	2	2	2	2	2	2	1	3	2	2	4	4	4	4	6	6	4	4	1	1	1	1	1	1	1	2	3	1	3	3	4	4	4
heating and cooling box hill		1	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	4	4	4
heating and cooling burwood		1	1	14	2	2	1	2	1	1	1	1	1	1	1	1	1	1	3	4	6	8	7	9	7	5	4	5	5	5	4	4	15	14	6	8	6	10	15	14
heating and cooling camberwell		2	3	3	2	2	2	3	3	4	5	5	4	4	4	4	4	3	4	4	4	2	1	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1
heating and cooling caulfield		1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	4	3	3	3	2	2	2	4	2	2	2	4	3	5	3	5	2	2	5	5	4	4	4	2
heating and cooling chadstone		1	1	1	1	1	1	2	2	2	20	16	21	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
heating and cooling croydon		1	1	27	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	2	2	2	3	3
heating and cooling doncaster		1	1	21	1	1	1	3	2	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	2	5	5	4	5
heating and cooling kew		2	2	2	2	2	5	5	5	8	13	33	12	11	9	7	3	8	5	8	5	7	6	5	4	4	4	4	4	4	3	2	2	2	2	4	5	5	5	3
heating and cooling lilydale		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
heating and cooling malvern		1	1	2	2	2	2	4	4	4	6	3	3	5	3	4	4	2	5	4	3	8	11	12	9	10	8	8	11	9	10	7	7	8	12	12	7	7	8	9
heating and cooling mooroolbark		2	2	1	4	2	2	4	5	4	3	4	4	1	4	3	5	4	3	3	3	3	3	3	3	5	3	4	4	5	6	3	4	4	4	4	6	3	3	4
heating and cooling ringwood		9	4	20	8	4	4	3	3	2	2	3	2	2	2	2	2	1	2	4	3	3	2	1	1	2	1	2	1	2	2	2	3	4	4	3	2	2	3	3
heating and cooling rowville		1	1	1	1	3	1	3	4	5	4	4	4	2	4	2	2	2	2	3	2	5	3	3	3	3	3	3	3	3	4	3	4	6	3	1	2	5	6	5
heating and cooling templestowe		4	4	4	5	4	4	10	11	11	5	19	4	4	4	4	3	1	1	1	2	2	3	3	4	3	3	3	3	4	6	6	6	6	5	6	8	6	9	8
heating and cooling toorak		3	2	2	1	25	1	1	12	2	2	14	2	15	12	2	2	2	30	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2
heating and cooling vermont		1	1	3	2	2	2	3	3	8	5	5	5	6	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	3	3	4	7	6	8	7	7	4
split systems blackburn		5	2	2	9	2	9	10	9	8	12	11	11	16	13	10	10	8	7	10	11	7	7	7	7	6	5	1	1	1	1	1	1	2	1	1	4	1	1	1
split systems boronia		3	3	3	2	2	2	2	3	3	3	3	4	4	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	3	2	2	1	3
split systems box hill		21	11	13	10	17	20	13	19	17	15	20	11	12	11	12	5	5	6	9	11	9	8	9	8	5	3	3	1	1	1	2	2	2	2	2	2	1	2	2
split systems burwood		2	2	2	2	2	3	3	2	3	13	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	11	1	1	1	2	14	19	14	11	11	19	18	18
split systems camberwell		4	3	3	3	3	5	4	4	6	5	4	4	5	3	3	3	6	4	3	4	3	2	2	3	2	5	6	4	6	4	10	9	7	4	7	6	9	6	5
split systems caulfield		3	7	5	4	8	6	7	7	6	3	3	4	4	2	1	1	1	2	5	5	5	7	10	3	3	6	4	2	2	2	3	5	4	3	3	4	4	4	4
split systems chadstone		4	3	8	2	3	8	8	8	8	31	4	4	4	4	4	2	1	1	1	1	1	1	1	1	1	2	4	2	5	4	3	3	4	8	8	5	6	4	7
split systems croydon		5	7	21	3	1	1	1	2	3	4	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	3	5	5	4
split systems doncaster		4	5	7	3	4	3	5	4	7	8	8	8	5	3	3	3	2	2	2	3	2	2	1	2	4	4	5	4	4	5	3	17	12	15	17	13	14	10	10
split systems kew		6	3	3	3	2	5	5	6	6	7	7	6	6	3	3	3	3	27	3	16	22	10	8	20	20	4	19	18	13	14	7	11	16	14	17	19	20	21	24
split systems lilydale		2	3	4	1	2	2	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	3	3	2	2	3	2	2	3	3	3	3	2	3	3	2	2	3
split systems malvern		3	3	30	6	6	3	11	21	11	11	11	10	9	12	16	8	9	3	4	11	16	16	10	17	5	12	12	11	24	15	12	14	16	15	20	22	17	19	28
split systems mooroolbark		3	2	4	2	2	2	1	2	3	3	3	3	2	1	1	3	3	2	3	3	2	2	3	2	3	3	3	3	3	3	3	3	4	5	5	5	5	6	5
split systems ringwood		6	5	17	17	11	14	9	7	5	5	6	6	6	3	2	3	2	5	4	2	3	3	3	3	3	3	3	3	4	4	4	5	4	4	4	3	2	2	2
split systems rowville		10	4	6	10	11	6	11	11	11	8	6	7	9	9	8	10	7	5	6	10	9	8	8	6	5	6	9	9	3	3	3	4	15	9	10	12	12	15	12
split systems templestowe		3	5	2	2	4	4	3	3	5	4	21	20	20	12	11	10	8	2	10	12	-	8	9	3	3	4	5	2	4	4	4	7	8	12	7	5	6	4	4
split systems toorak		2	3	5	5	4	4	18	18	4	22	19	5	5	2	2	2	2	31	7	5	5	4	5	3	3	5	5	5	8	7	6	5	9	8	10	8	4	6	6
split systems vermont		6	3	3	3	3	3	3	3	5	7	4	4	4	4	4	4	3	3	3	2	3	3	1	1	1	1	1	1	2	2	2	3	4	5	3	7	8	6	7
air conditioning melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	74	75	83	-	-	-	91	79	-	-	-	84	-	-	-	-	-	-	-	-	-	-
air conditioning repair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	-	-	24	80	-	-	44	54	25	32	34
air conditioning service		-	-	-	-	-	-	-	-	-	-	-	-	-	-	30	21	-	-	-	-	-	-	-	27	-	34	35	38	33	31	38	-	41	34	-	-	47	36	41
ducted heating melbourne		4	8	-	7	6	6	7	5	4	6	5	6	7	9	8	6	5	7	6	9	8	8	6	9	9	8	7	7	7	7	8	9	9	11	14	14	12	15	15
ducted heating repair		57	48	-	64	12	-	54	44	42	-	39	81	47	39	36	34	41	50	26	35	-	25	19	20	21	21	6	21	22	22	8	15	16	15	16	14	15	16	15
ducted heating service		61	29	76	44	17	25	22	45	36	46	31	42	41	21	26	14	19	32	15	15	19	13	14	7	10	8	7	6	9	7	2	2	5	5	3	15	4	4	5
evaporative cooling melbourne		44	34	35	18	17	18	16	29	43	48	37	53	38	37	32	32	24	30	23	22	-	8	9	11	15	4	5	4	4	3	2	3	4	4	3	5	3	3	3
evaporative cooling repair		37	52	-	-	25	46	-	-	69	-	69	68	22	15	57	24	27	25	25	21	20	24	23	21	19	22	40	22	40	36	37	39	47	49	48	37	37	34	45
evaporative cooling service		50	39	49	48	53	91	64	-	85	-	95	86	80	18	25	22	26	25	22	82	49	51	49	61	28	21	27	26	41	21	18	46	39	33	30	25	37	50	50
heating and cooling melbourne		23	33	-	34	25	42	37	49	53	58	66	70	51	88	92	-	92	50	16	13	9	7	6	5	5	6	6	5	5	6	5	7	7	11	19	17	20	11	14
heating and cooling repair		28	23	29	22	18	28	25	26	19	23	18	26	26	14	11	11	11	12	12	8	9	17	15	15	12	14	15	15	14	13	13	14	12	12	14	12	5	4	4
heating and cooling service		24	13	-	19	7	14	10	18	39	14	14	14	20	17	16	15	16	18	15	17	15	17	13	11	22	18	25	21	19	19	16	16	14	15	17	15	8	8	8
hydronic heating melbourne		51	47	46	20	18	22	15	22	21	20	18	24	24	16	18	18	23	20	17	17	19	19	16	15	15	20	29	22	20	20	21	19	18	23	28	28	42	33	37
split systems melbourne		45	36	-	21	22	21	15	20	19	17	14	-	16	26	19	21	21	20	22	22	24	26	21	24	-	34	42	23	34	19	21	17	48	22	59	10	26	21	29
split systems repair		86	78	44	49	32	48	44	24	27	16	15	16	18	23	15	12	13	11	11	15	15	14	16	16	12	16	12	12	11	12	13	9	9	10	9	8	5	5	5
split systems service		91	32	37	45	38	24	23	20	20	26	19	27	24	35	32	25	17	13	16	13	7	6	6	8	10	11	11	10	7	11	11	7	8	9	11	8	7	7	7
bonaire evaporative cooling repair		19	16	-	9	11	11	13	10	14	16	15	14	11	4	5	79	26	7	7	7	7	6	8	8	7	8	8	8	7	7	6	6	6	6	10	6	6	6	6
bonaire evaporative cooling service		20	12	14	13	12	9	7	7	13	16	16	13	13	7	6	42	86	8	8	8	8	11	10	11	12	11	10	10	8	8	8	7	7	7	8	6	8	9	9
bonaire gas heater service		10	6	7	7	6	7	5	5	4	6	5	6	5	42	50	72	66	9	29	15	11	12	20	19	4	4	5	5	4	4	5	13	7	34	29	8	12	11	13
bonaire heater repair		9	8	13	10	12	9	9	5	6	6	5	5	4	45	60	68	15	7	7	7	7	9	9	9	8	8	9	9	9	11	11	9	9	7	8	22	12	12	11
braemar evaporative cooling service		24	20	28	13	13	13	13	16	17	17	23	18	17	12	12	11	11	10	11	10	9	8	9	6	5	6	4	4	4	4	4	4	5	5	5	8	6	9	8
braemar gas heater service		22	21	-	21	31	20	22	40	43	40	46	41	43	43	38	31	33	37	41	19	17	18	15	19	18	17	8	17	15	14	16	15	42	25	36	27	24	34	24
braemar heater repair		25	21	-	26	37	31	20	30	42	35	47	35	35	33	26	26	28	27	31	20	20	18	18	19	16	16	15	15	16	16	16	16	37	21	35	30	34	36	26
breezair evaporative cooling service		8	9	47	10	11	12	10	12	12	13	11	14	12	15	11	11	9	9	10	9	9	11	10	12	10	11	13	9	11	9	9	7	7	8	9	8	11	11	9
brivis evaporative cooling repair		17	18	-	13	22	20	23	32	37	34	33	43	30	22	22	16	12	13	13	15	9	11	21	13	13	16	17	15	39	43	44	43	42	39	58	54	45	43	51
brivis evaporative cooling service		25	22	11	20	12	18	28	36	43	43	37	46	35	14	31	24	19	20	21	18	17	22	21	19	15	14	28	25	36	32	36	28	33	24	35	34	35	39	38
brivis gas heater service		40	34	16	20	34	25	33	51	-	59	43	51	44	38	32	30	26	19	20	29	30	28	32	36	26	26	60	48	46	43	42	33	26	39	45	46	48	32	33
brivis heater repair		34	88	-	15	23	37	42	-	58	46	37	-	96	37	-	29	26	49	32	59	33	30	44	30	43	57	55	54	51	44	51	44	30	36	35	32	24	26	25
coolair evaporative cooling service		14	12	19	16	16	18	17	31	27	26	24	25	-	78	-	8	7	6	6	5	9	5	5	5	6	7	7	7	7	4	6	5	4	4	4	7	5	5	5
daikin air conditioning repair		30	32	-	17	26	82	79	-	-	-	66	82	-	-	-	-	-	-	-	-	41	-	-	-	87	-	97	-	-	-	-	57	71	75	81	44	48	46	46
daikin air conditioning service		56	50	-	18	61	60	60	-	-	-	-	-	98	-	-	-	-	-	-	-	-	-	-	-	98	80	96	-	-	-	-	-	-	94	-	-	-	-	-
lg air conditioning repair		13	10	11	8	11	12	10	13	11	9	11	9	9	15	10	9	8	9	9	6	6	4	4	5	4	4	5	6	5	5	5	4	4	2	2	-	4	4	4
lg air conditioning service		33	12	12	13	15	13	17	12	12	9	10	10	9	19	16	16	8	7	15	6	6	6	5	5	4	4	6	7	5	4	4	4	3	3	2	-	4	4	4
panasonic air conditioning repair		20	20	19	20	18	17	15	18	20	22	24	23	21	18	17	19	31	34	38	26	27	19	18	13	12	12	13	14	9	13	12	24	29	34	32	26	29	21	19
panasonic air conditioning service		24	45	20	23	16	18	16	21	78	90	34	29	27	22	22	23	45	43	61	44	30	19	20	16	13	12	12	18	13	14	15	21	28	40	49	28	24	21	21
rinnai air conditioning repair		49	19	13	13	14	14	15	14	13	17	22	19	21	14	10	9	10	12	11	13	12	12	10	10	7	9	8	8	9	8	7	7	5	7	40	13	13	12	11
rinnai air conditioning service		25	14	17	19	39	19	19	16	21	18	20	21	22	17	16	16	17	17	18	21	16	10	12	15	5	12	14	7	8	6	6	6	6	13	25	13	18	23	23
vulcan gas heater repair		20	18	18	19	14	17	15	11	20	17	9	10	10	8	12	11	6	11	6	5	6	5	5	4	3	3	3	3	4	4	3	5	4	4	5	2	4	3	4
vulcan gas heater service		22	19	22	15	21	19	21	12	14	16	10	15	9	6	8	8	9	10	6	6	5	5	4	4	3	4	3	3	3	4	3	4	3	3	5	4	4	3	3
braemar heater service		24	20	-	25	17	-	16	32	-	29	34	30	36	25	34	25	27	30	31	24	24	29	23	22	22	25	20	21	18	22	20	17	17	-	33	19	20	20	19
refrigerated cooling and heating balwyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	6	5	2	4	1	1	1	1	1	9	15	15	14	14	14	14
refrigerated cooling and heating bayswater		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2	1	1	2	2	1	1	1	1	1	1	3	1	1	1	1
refrigerated cooling and heating bentleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	33	28	25	1	1	1	1	2	2	2	3	1	1	1	1	1	1
refrigerated cooling and heating blackburn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	2	2	3	1	3	3	3	5	5	9	9	8	6	4	3	3
refrigerated cooling and heating boronia		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2	1	1	1	1	1	1	2	2	1	1	4	1	1	1	2
refrigerated cooling and heating box hill		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
refrigerated cooling and heating bulleen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	4	4	4	5	3	2	8	6	6	11	11	9	10
refrigerated cooling and heating burwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	1	1	1	1	1	1	1	3	6	3	2	1	1	1	1
refrigerated cooling and heating camberwell		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	2	3	2	2	2	2	2	1	1	1	2
refrigerated cooling and heating canterbury		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	59	27	3	8	1	1	1	1	1	1	2	1	1	1	1	1
refrigerated cooling and heating caulfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	1	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1
refrigerated cooling and heating chadstone		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1
refrigerated cooling and heating croydon		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1
refrigerated cooling and heating doncaster		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	2	1	3	1	2	1	4	4	2	4	2	2	2	2
refrigerated cooling and heating forest hill		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	34	-	3	5	6	18	1	1	2	2	2	2	2	4	5	4
