		2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-10	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-10-27	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14	2024-12-04
audi burwood service		15	9	8	8	4	5	5	6	12	13	11	13	8	16	16	17	18	21	20	26	21	22	24	17	21	14	14	10	7	7	6	16	16	26	31	32	31	33
audi service camberwell		9	4	4	4	4	4	4	3	3	4	4	5	5	5	5	5	6	10	11	9	9	8	10	10	8	10	11	10	9	8	8	8	7	9	8	7	7	7
audi service glen waverley		13	5	7	7	8	8	13	8	19	13	14	16	14	7	8	8	9	9	9	6	8	8	9	9	10	9	11	11	11	10	10	18	18	22	14	19	19	17
audi service malvern		14	8	4	4	8	7	5	7	6	7	9	10	7	7	7	10	13	7	8	7	7	18	8	9	10	10	13	13	11	13	14	9	12	9	15	13	14	12
bmw glen waverley service		15	12	11	11	12	14	12	15	12	16	17	18	17	17	15	13	17	19	14	14	15	17	14	14	16	14	17	16	12	12	11	18	12	8	9	11	11	11
bmw service balwyn		5	5	2	2	5	5	3	3	4	3	4	5	5	3	3	3	3	4	5	5	5	3	4	6	4	2	3	4	3	3	4	4	3	3	5	5	5	5
bmw service blackburn		3	2	2	2	2	2	2	2	3	5	5	4	2	3	3	3	3	3	3	3	4	4	5	5	4	4	8	7	8	7	5	6	6	8	6	9	9	11
bmw service box hill		3	1	1	2	2	1	2	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bmw service burwood		1	1	1	1	1	1	1	2	2	2	2	3	3	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	2	7	6
bmw service camberwell		5	3	3	3	4	6	4	6	7	4	5	5	5	5	5	6	7	6	6	6	4	7	7	7	7	5	7	6	5	5	4	7	7	7	7	9	8	8
bmw service canterbury		20	10	5	5	7	8	9	18	31	22	-	21	21	9	12	16	12	14	18	-	60	-	-	-	-	-	7	29	8	34	-	-	24	18	25	30	45	38
bmw service malvern		8	5	2	3	7	7	4	5	7	9	7	7	8	6	7	7	6	5	5	5	5	5	8	7	6	6	7	5	6	9	10	11	11	5	8	7	8	7
bmw service mount waverley		4	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	5	3	6	4	5	5	5	5	5	4	4	4	4	3	3	4	3	3	3
mercedes benz service burwood		3	3	2	2	3	3	3	2	2	3	3	5	2	2	2	2	2	2	2	2	3	3	4	2	2	2	3	3	3	4	4	6	5	4	4	4	18	22
mercedes benz service canterbury		10	18	15	21	39	41	31	42	11	60	70	14	12	2	3	23	12	3	67	9	7	9	10	12	10	13	12	10	14	3	11	4	15	16	14	8	6	8
mercedes benz service glen waverley		8	7	7	7	7	7	10	9	11	10	10	10	10	8	9	8	4	6	5	5	6	7	6	6	5	6	5	6	4	3	8	7	7	8	15	6	9	11
mercedes service balwyn		5	5	2	1	3	2	1	2	2	2	2	3	3	2	2	2	4	4	4	7	7	7	8	8	7	7	6	6	6	6	6	6	6	6	6	3	4	5
range rover service centre burwood		1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	4	4	4
range rover service centre camberwell		5	3	2	2	3	3	3	3	3	2	3	3	3	2	2	2	2	2	2	2	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	3	3
volvo dealer blackburn		6	2	2	2	2	2	3	4	5	6	7	3	3	4	4	4	4	6	6	6	6	8	5	6	5	4	5	6	4	17	3	16	4	3	3	3	4	4
volvo dealership malvern		6	3	3	3	6	9	8	10	17	19	20	11	26	15	12	22	10	11	10	9	8	9	11	8	12	10	10	10	9	14	6	10	11	10	18	18	27	25
volvo service blackburn		6	3	3	3	2	3	2	3	5	4	5	4	4	5	5	4	4	7	4	4	4	5	5	6	17	7	11	12	14	9	-	9	26	11	13	15	15	13
volvo service camberwell		7	4	3	4	5	6	7	9	8	9	11	9	8	9	8	8	8	7	7	7	7	11	10	12	7	6	8	7	8	7	7	8	5	7	10	8	7	8
volvo service glen waverley		5	6	6	5	6	10	9	10	10	11	11	10	10	8	8	8	8	8	8	7	4	7	7	11	32	8	8	9	9	8	9	9	9	8	7	10	10	17
volvo service malvern		5	4	4	3	6	6	6	6	6	6	5	5	7	6	5	7	42	6	-	-	6	4	5	4	5	5	4	4	4	4	4	5	5	4	4	9	4	4
vw camberwell service		14	13	6	6	10	6	8	12	12	12	20	19	18	19	13	20	21	20	21	24	28	27	26	25	18	16	15	14	15	13	13	25	25	21	26	20	19	25
vw dealer canterbury		17	4	8	8	11	42	36	61	62	-	46	12	70	22	85	7	18	11	11	15	28	-	14	13	14	31	22	21	19	-	-	-	13	13	31	58	36	71
vw dealers blackburn		7	3	3	2	3	4	5	5	5	5	5	4	4	6	85	5	77	74	80	6	7	8	8	8	10	8	11	10	11	10	9	7	8	9	9	9	13	14
vw glen waverley service		27	9	10	6	10	7	14	19	19	16	16	13	13	14	12	10	11	9	11	12	13	14	13	16	10	8	13	14	12	14	17	31	24	22	20	31	32	57
vw service blackburn		4	2	2	2	3	4	4	4	5	3	3	3	3	4	4	4	91	3	53	4	4	5	5	5	31	7	8	9	9	5	5	5	5	9	5	22	11	13
bmw mechanic blackburn		4	2	2	2	2	2	3	4	4	4	4	4	3	3	3	3	3	4	3	3	5	5	5	4	6	5	7	7	8	8	6	8	10	6	9	59	6	6
bmw mechanic burwood		3	2	1	1	1	2	2	2	2	2	2	3	2	4	4	2	2	2	3	1	2	1	1	1	1	1	1	1	1	1	1	2	2	6	6	5	6	7
bmw mechanic camberwell		8	3	3	3	3	3	4	5	5	4	4	5	5	6	6	8	8	7	5	6	6	5	7	7	7	5	7	7	7	7	7	13	12	7	9	11	8	9
bmw mechanic malvern		5	3	2	2	3	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	3	3	4	5	8	4	4	6	5	6	4	3	20	3	6	5
bmw mechanic surrey hills		1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
bmw mechanic waverley		4	3	3	2	3	3	4	4	3	3	3	3	3	3	3	4	4	4	4	4	4	6	5	5	5	5	4	4	3	4	4	4	3	3	3	5	5	4
bmw service centre blackburn		3	2	2	2	2	2	2	2	2	3	4	4	2	3	20	3	3	4	4	3	4	7	6	9	7	7	8	8	6	7	5	6	9	7	8	8	11	6
bmw service centre burwood		1	1	1	1	1	1	1	1	1	1	1	1	1	13	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	9	11	10
bmw service centre camberwell		3	3	3	3	3	3	3	4	6	4	5	5	5	5	5	5	5	6	5	4	4	6	6	7	6	6	5	4	5	5	5	7	7	12	10	10	11	11
bmw service centre malvern		5	6	2	2	4	5	4	4	6	6	6	7	6	4	4	3	4	4	3	5	6	5	3	3	4	5	4	4	5	8	9	8	8	6	10	11	11	9
bmw service centre surrey hills		1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
bmw service centre waverley		4	4	2	2	4	4	5	7	5	6	5	10	7	8	3	7	8	4	5	5	6	6	6	7	7	6	5	4	3	5	5	4	4	3	4	6	4	4
bmw specialist blackburn		4	2	2	2	2	3	2	3	4	4	4	2	2	3	27	3	4	4	4	3	3	4	5	4	5	4	5	5	5	5	6	6	6	4	4	6	8	8
bmw specialist burwood		2	1	1	1	1	1	2	2	2	2	2	3	3	3	3	3	3	3	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	5	5	4	4	4
bmw specialist camberwell		1	1	1	2	4	5	5	6	6	5	5	6	5	6	7	8	8	6	5	6	5	5	7	7	6	6	7	7	7	8	8	11	9	11	9	11	10	9
bmw specialist malvern		4	3	2	2	2	3	4	4	10	5	5	5	5	4	4	4	4	3	3	3	3	4	3	3	4	3	3	3	2	4	3	3	3	4	4	4	5	4
bmw specialist surrey hills		1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
bmw specialist waverley		5	3	3	2	3	4	4	5	3	3	3	3	4	3	3	4	5	4	6	5	5	5	6	5	5	5	5	4	4	4	4	4	4	3	4	4	4	4
mercedes mechanic blackburn		4	3	3	3	3	5	6	7	7	9	9	7	8	4	6	6	5	4	5	5	5	4	4	5	6	6	16	15	16	15	12	17	21	21	12	20	20	18
mercedes mechanic burwood		3	2	1	1	2	2	2	2	2	2	3	3	3	3	2	2	2	2	2	2	2	2	2	1	3	3	3	2	2	2	2	6	4	3	3	6	10	10
mercedes mechanic camberwell		3	1	2	2	2	1	2	2	2	4	3	3	3	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	3	3	4	4	4	4	4	4	3	4
mercedes mechanic malvern		15	11	8	8	7	7	7	7	9	8	8	8	7	7	7	6	5	6	7	8	7	8	8	8	8	6	10	12	7	10	9	10	10	7	9	9	10	13
mercedes mechanic surrey hills		2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	1	1	2	2	3	2	2
mercedes mechanic waverley		3	2	3	3	3	3	6	5	6	7	6	5	5	6	5	7	8	7	5	6	5	5	5	4	4	4	5	5	4	5	7	4	4	3	4	5	3	4
mercedes service centre blackburn		1	1	1	1	2	3	3	4	4	5	3	3	4	2	2	3	2	3	3	3	4	5	6	6	6	5	11	8	9	10	9	11	14	11	11	11	8	10
mercedes service centre burwood		3	2	2	2	3	3	3	3	3	3	3	3	3	2	15	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	3	3	7	16	18
mercedes service centre camberwell		2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	1	1	1	1	1	1	1	2	3	1	1	1	2	2	2	2	3	2	2	4	5	5	5
mercedes service centre malvern		9	9	7	7	7	7	7	7	7	9	9	12	9	6	6	6	6	6	6	6	6	5	6	6	6	6	8	8	8	8	8	7	8	7	17	17	14	14
mercedes service centre surrey hills		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1
mercedes service centre waverley		3	2	2	2	8	5	8	8	10	10	9	9	9	3	3	4	4	7	7	9	7	8	9	10	8	8	8	9	6	9	9	6	9	6	8	19	8	8
citroen service balwyn		9	6	4	4	6	5	5	9	9	11	10	6	8	4	4	4	4	4	4	4	1	5	6	6	6	6	6	5	4	5	5	1	5	4	6	3	4	3
citroen service blackburn		1	1	1	2	1	2	2	3	3	2	3	2	2	2	1	3	4	7	7	-	5	6	5	7	-	5	7	6	7	6	5	7	8	7	5	5	3	4
citroen service box hill		27	5	9	4	9	11	8	26	29	-	36	-	-	-	-	-	-	-	18	-	-	-	-	-	20	-	32	22	31	10	11	12	16	-	-	12	15	-
citroen service burwood		2	1	1	1	1	2	2	4	2	11	10	6	8	1	1	1	1	1	2	16	1	1	4	4	16	1	1	1	1	1	1	4	2	2	3	2	10	11
citroen service camberwell		1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4
citroen service canterbury		4	4	3	3	3	3	3	3	4	4	6	5	5	3	4	4	3	2	4	3	3	3	1	1	1	1	1	1	1	3	1	31	-	1	1	49	31	2
citroen service glen waverley		3	2	3	3	2	2	4	4	4	4	4	4	3	3	3	2	1	3	2	-	-	-	37	5	2	1	3	3	3	3	4	5	6	5	2	4	3	6
citroen service malvern		3	2	1	1	3	4	6	6	4	7	6	5	3	4	1	1	3	4	4	18	-	22	3	3	1	1	2	1	1	2	2	3	3	1	5	31	4	3
citroen service mount waverley		3	2	4	1	2	1	4	6	7	5	5	6	6	4	2	2	7	4	6	9	2	5	8	7	4	3	3	5	3	5	4	6	4	3	2	5	5	6
citroen service surrey hills		4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
peugeot service balwyn		11	7	6	6	14	10	19	26	24	24	33	32	24	5	6	6	6	6	9	6	5	6	8	5	6	6	6	6	6	6	7	8	7	6	6	6	5	5
peugeot service blackburn		2	1	1	3	3	3	3	3	4	4	4	3	3	2	2	2	2	4	2	54	28	5	9	9	7	6	12	11	9	8	9	9	11	9	8	8	6	6
peugeot service box hill		43	13	20	13	14	13	17	18	22	23	-	-	-	-	29	21	-	-	-	-	-	-	-	-	-	-	-	22	19	28	-	81	-	-	76	-	30	-
peugeot service burwood		9	5	3	3	3	3	3	6	6	7	10	9	9	3	4	5	4	5	5	5	4	6	9	9	6	6	6	7	5	5	5	5	6	5	7	5	17	19
peugeot service camberwell		4	4	2	2	5	5	4	5	1	2	3	4	4	2	3	2	3	3	3	2	2	3	3	8	3	3	4	4	4	3	3	5	5	5	4	8	7	7
peugeot service canterbury		10	3	3	3	3	3	3	58	3	4	4	6	6	3	3	3	3	-	3	3	2	3	4	5	3	3	4	1	1	1	1	2	2	1	4	11	4	3
peugeot service glen waverley		5	4	2	2	4	4	4	5	7	7	7	7	6	5	4	4	6	6	5	34	30	-	8	10	15	7	8	10	9	11	13	12	12	18	11	12	12	11
peugeot service malvern		10	8	5	6	7	6	6	7	8	10	10	9	10	5	6	4	5	5	5	35	5	4	8	8	6	7	7	7	9	8	9	9	9	6	17	19	20	23
peugeot service mount waverley		7	4	2	1	1	1	3	9	10	7	6	9	8	7	6	6	6	7	24	19	-	-	6	13	4	5	5	6	9	9	10	10	10	6	12	16	13	11
peugeot service surrey hills		7	6	6	4	6	8	6	6	9	7	8	9	8	8	8	7	6	7	5	7	6	6	6	10	6	6	6	4	2	1	1	1	1	2	1	1	1	1
