		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-05	2022-12-20	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
house window repair melbourne		1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
window glass repair melbourne		5	4	4	4	4	4	3	3	5	5	5	5	5	5	3	5	4	5	5	2	5	7	7	6	5	2	1	2	2	2	4	7	5	6	9	12	13	19
window repair replacement melbourne		2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	1	1	1	1	1	1	2	1	4	2	6	7
wood door repair melbourne		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
wood window repair melbourne		1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
wood window sash repair melbourne		1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
door repair st kilda		2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2
glass replacement brighton		6	5	5	3	4	5	6	6	5	6	4	5	5	5	5	5	5	5	5	6	5	4	4	4	5	5	3	3	3	1	1	1	1	1	1	2	4	2
glass replacement cheltenham		1	2	2	3	3	3	2	3	2	2	2	1	2	2	1	1	1	1	1	2	1	2	2	1	1	2	3	2	2	3	3	3	3	3	3	3	3	10
glass replacement st kilda		7	11	6	4	5	4	5	4	4	7	6	6	6	6	6	6	7	7	6	7	7	9	14	10	7	7	8	7	7	9	8	8	10	8	5	3	9	12
sash window repair cheltenham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
timber door repair bayside		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
timber door repair st kilda		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
window frame repair mordialloc		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
window frame repair st kilda		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
window glass repair bayside		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1
window glass repair brighton		3	3	3	2	2	3	3	3	3	4	2	3	4	3	5	3	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
window repair brighton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
window repair cheltenham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
window sash replacement cheltenham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
retrofit double glazed windows		-	-	-	-	-	-	-	-	-	-	-	-	-	-	33	31	25	18	22	17	21	16	19	21	17	15	15	22	21	16	13	19	26	30	39	34	31	25
double glazed window replacement		-	-	-	-	-	-	-	-	-	-	-	-	-	-	50	53	15	15	18	18	19	18	21	20	16	14	15	17	14	11	10	10	8	10	15	12	7	17
retrofit double glazing melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	62	39	14	12	13	13	12	7	9	8	11	9	11	12	12	8	8	10	7	7	10	8	8	6
retrofit double glazing cost		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	16	15	20	19	18	18	23	17	19	22	22	21	-	22	23	26	26	29	29	23	26
double glazing existing timber windows		-	-	-	-	-	-	-	-	-	-	-	-	-	-	32	29	21	8	9	9	9	7	8	7	7	7	8	9	10	7	9	12	11	10	8	6	6	8
