		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-06	2024-10-18	2024-11-14
netball competition watsonia		3	5	3	5	9	3	2	1	1	1	2	3	5	5	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mixed netball melbourne		5	5	5	4	4	4	4	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	5	5	5	5	5	4	4	3	4	3	4	5	5
mixed netball competition melbourne		5	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	5	6	6	3	3	3	3	3	2	3	4
netball competition melbourne		2	2	3	2	3	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	3	1	3	2	3	3	4	3	3	1	1	1	1	1	1	2	2
ladies netball melbourne		6	5	5	3	3	2	2	2	2	3	2	2	2	2	3	3	3	3	3	3	3	3	4	3	3	3	5	6	5	4	3	2	2	4	4	4	4
mixed netball clifton hill		6	4	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
mixed netball richmond		6	8	4	6	6	6	5	5	5	6	6	6	6	7	7	6	7	10	13	9	12	9	6	7	7	8	8	10	9	9	8	7	8	8	7	9	9
clifton hill mixed netball		5	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
bulleen netball competition		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
macleod netball competition		3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
richmond netball competition		14	-	22	19	10	11	9	9	12	14	9	10	11	12	9	8	9	10	11	10	10	13	10	11	11	12	12	13	12	10	9	12	11	8	7	7	8
mixed netball abbotsford		1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1
mixed netball balwyn		4	2	2	2	2	3	2	4	4	3	3	2	2	2	3	2	2	2	2	3	2	2	4	2	3	2	2	2	2	2	2	2	2	2	2	2	2
mixed netball bulleen		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mixed netball bundoora		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mixed netball doncaster		4	7	6	4	7	6	7	7	7	7	6	3	6	6	6	7	7	7	7	7	6	9	2	4	3	3	4	3	2	3	2	3	3	4	3	5	4
mixed netball Macleod		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mixed netball northcote		1	1	1	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	2	2	2	2	2	2	2	2	3	2	2	3
netball competition clifton hill		3	3	2	2	2	2	2	2	2	2	4	4	2	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	2	3	3	3	3	2
netball competition ivanhoe		5	5	5	5	5	4	4	4	4	4	5	5	5	5	5	5	4	4	5	3	2	2	6	5	6	4	5	5	5	5	4	5	5	4	4	4	4
netball stadium banyule		19	22	20	20	36	17	16	23	23	24	20	19	21	21	23	21	16	21	16	16	15	19	22	21	19	23	23	25	18	24	20	22	22	24	21	6	10
netball stadium bundoora		12	12	10	11	17	8	7	5	5	5	5	5	8	6	5	6	5	5	3	6	5	4	6	5	8	7	4	5	6	4	3	2	2	1	1	2	4
melbourne netball		8	7	7	5	7	7	9	9	10	8	9	7	6	7	8	7	5	5	6	7	6	8	8	6	10	11	16	15	14	11	11	6	10	13	17	19	13
melbourne social netball		5	5	5	4	5	3	3	4	3	4	4	4	4	3	3	3	2	3	3	3	3	4	2	4	5	5	3	3	3	3	3	3	3	3	3	3	3
social netball melbourne		5	5	5	5	5	5	4	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	3	4	4	3	2	3	2	2	2	2	2	2	2	2
netball melbourne		7	8	7	7	7	7	7	7	9	9	7	10	5	5	6	6	5	5	6	6	6	7	7	9	11	15	14	13	13	9	8	8	11	16	18	18	11
indoor netball melbourne		4	4	3	2	3	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1
play netball melbourne		6	6	7	5	5	6	5	6	6	6	5	7	7	6	6	6	5	5	5	5	5	5	5	6	6	6	7	7	7	6	6	7	7	6	6	6	6
play netball alphington		6	6	6	6	5	8	8	7	9	8	9	8	9	10	8	9	8	6	9	8	10	9	8	11	5	4	3	3	3	3	3	3	3	4	4	5	2
social netball bulleen		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
social netball Bundoora		1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
social netball doncaster		4	7	10	2	6	5	6	6	7	5	3	2	4	4	4	4	4	4	4	3	3	3	2	3	4	3	3	3	3	3	3	3	3	3	3	3	2
social netball kew		2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
social netball macleod		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
social netball northcote		1	1	2	1	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
social netball South Morang		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
play netball Bundoora		2	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
indoor netball Northcote		4	4	4	3	4	4	3	4	4	5	6	6	6	8	6	7	5	3	3	3	3	-	3	4	4	4	3	4	2	4	3	3	3	3	2	4	3
indoor netball bundoora		5	6	4	4	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	3	2	2	3	3	2	1	3	3
indoor netball bulleen		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
indoor netball Macleod		1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
social netball		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	2	2
social netball near me		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	4
