		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-06	2024-10-18	2024-11-14
action netball melbourne		1	2	2	2	1	3	1	1	3	3	3	2	3	3	5	5	5	4	2	2	2	4	3	4	4	4	4	4	2	3	3	3	3	3	4	6	6
indoor mixed netball melbourne		3	2	2	1	2	3	3	3	3	3	3	3	3	3	3	3	2	3	2	2	3	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2
indoor netball competitions melbourne		4	4	5	2	2	2	2	2	3	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1
join netball team melbourne		6	7	7	6	6	6	6	6	6	6	5	5	5	5	4	4	1	2	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	5	4	6	5
melbourne netball league		7	12	10	8	12	6	7	6	6	9	8	7	7	6	6	6	7	5	7	7	12	10	6	8	11	11	10	12	10	9	12	8	8	13	11	13	13
melbourne netball team		19	16	19	18	21	30	21	18	12	23	14	14	16	19	23	27	-	25	17	22	13	12	11	15	19	20	19	18	16	15	14	11	13	19	20	20	18
mixed netball competitions melbourne		4	6	6	3	4	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	5	3	3	2	2	3	3	3	3
netball competitions melbourne		5	7	8	4	4	3	3	-	3	3	2	2	1	1	2	2	1	3	3	3	1	1	2	2	3	3	3	3	3	2	3	2	2	2	2	4	4
netball in melbourne		12	11	9	9	10	8	8	7	10	10	8	8	7	7	8	7	6	6	6	7	7	7	8	11	13	14	13	13	9	8	9	10	11	19	13	18	11
netball teams melbourne		8	10	10	6	9	6	6	6	6	6	6	6	5	6	6	6	6	6	6	7	7	7	7	6	8	7	7	9	6	5	10	6	5	11	9	13	13
indoor netball brunswick		7	6	4	3	3	3	3	3	3	4	4	5	6	4	5	3	3	3	4	4	3	3	5	3	3	3	3	3	3	3	3	3	3	2	3	2	3
indoor netball craigieburn		1	1	1	2	2	2	2	1	1	2	3	3	3	3	2	2	2	2	2	3	4	1	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1
indoor netball diamond creek		1	1	2	2	2	2	2	2	4	4	6	3	3	4	4	4	4	4	4	4	3	3	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1
indoor netball doreen		1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
indoor netball epping		2	2	2	2	2	2	2	2	2	2	2	3	3	4	5	5	3	4	4	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
indoor netball greensborough		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
indoor netball heidelberg		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ladies netball craigieburn		5	5	4	4	4	2	2	2	3	6	7	4	5	3	4	4	4	4	6	5	3	5	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3
ladies netball diamond creek		2	3	3	5	5	5	5	5	6	6	6	7	6	6	6	4	5	5	4	4	4	3	4	4	4	4	4	4	4	3	3	3	3	3	3	4	3
ladies netball doreen		1	2	2	1	1	1	1	1	1	1	1	2	1	3	3	3	3	3	4	4	4	5	3	2	3	2	3	3	3	3	3	2	2	2	2	2	2
ladies netball epping		3	4	3	4	3	2	2	2	2	3	3	3	3	3	3	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ladies netball greensborough		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	2	2	3	3	1	2	1	1	1	1	1
ladies netball lalor		3	5	5	5	5	3	3	3	3	3	4	3	4	4	3	3	1	1	2	2	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	1	1
ladies netball mernda		4	4	3	6	2	2	3	2	5	7	9	8	5	6	7	8	8	8	7	8	8	8	6	7	9	8	4	3	4	4	3	3	2	2	2	2	2
ladies netball preston		6	7	6	5	4	5	5	5	6	6	6	5	5	4	6	5	4	4	4	5	4	5	2	2	6	6	5	4	3	5	4	3	3	3	3	3	2
ladies netball reservoir		6	5	4	4	3	1	1	2	2	2	2	2	2	2	3	3	2	3	3	4	3	2	2	3	2	2	2	3	3	3	2	2	2	2	2	3	3
ladies netball rosanna		2	3	4	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	2	2	3	3	3	3	3	2	2	4	4	4	2	4	3	3	3	2	3
ladies netball templestowe		6	7	5	5	7	4	4	6	7	6	7	6	5	5	6	6	5	5	6	5	4	6	5	7	5	6	6	6	6	5	5	5	5	4	4	4	4
ladies netball watsonia		3	3	3	5	5	4	3	3	3	3	3	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	1	2	1	1	1	1	1
mixed netball diamond creek		2	2	2	2	2	2	2	2	4	3	3	2	3	3	4	3	3	3	3	3	3	3	1	2	5	2	1	1	1	1	1	3	1	2	1	1	1
mixed netball doreen		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mixed netball epping		2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	2	2	2	2	2	2	2	2	2
mixed netball greensborough		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mixed netball heidelberg		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mixed netball lalor		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mixed netball mernda		1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	5	3	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mixed netball preston		3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
mixed netball reservoir		3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	3	1	1	2	2	4	2
mixed netball templestowe		1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	4	4	3	4	4	3	2	2	2	2	2	1	1	1	1	1	1	2	2
netball competition brunswick		5	5	5	5	4	3	3	3	3	3	7	7	7	7	6	6	4	3	3	4	4	2	6	3	4	3	4	4	3	3	2	4	3	3	3	3	4
netball competition coburg		6	7	8	8	8	5	5	7	6	6	7	6	6	6	6	6	6	6	6	6	6	8	6	6	7	8	8	7	7	4	3	4	3	2	1	1	1
netball competition craigieburn		3	3	2	3	3	3	2	3	3	2	2	2	2	3	3	4	3	2	5	5	5	7	7	5	4	5	4	5	3	3	3	4	3	3	3	3	3
netball competition diamond creek		6	6	6	6	7	7	7	7	7	7	8	7	7	8	8	7	7	7	5	5	5	5	4	5	6	6	7	7	5	3	3	4	4	4	3	3	3
netball competition doreen		2	1	2	2	1	1	1	1	1	1	1	1	1	4	3	3	3	2	2	3	1	2	2	2	3	2	2	2	2	3	2	1	1	1	1	1	1
netball competition epping		4	4	4	4	4	4	4	4	4	4	3	3	3	4	4	3	3	2	4	5	5	3	4	4	3	3	3	3	2	2	2	2	2	2	2	2	2
netball competition greensborough		1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	3	3	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1
netball competition preston		3	2	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1
netball competition rosanna		4	5	6	6	6	4	4	4	4	4	4	4	4	4	4	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	2	2	2	2	2
netball competition templestowe		11	12	10	12	9	7	10	8	7	8	5	5	7	5	5	4	4	4	5	5	5	6	6	7	7	5	7	6	6	5	6	6	6	6	5	5	5
