		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-05	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-16	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
blocked drains caroline springs		12	9	15	18	15	7	4	5	7	8	6	9	7	7	5	11	14	8	7	10	8	4	4	6	7	7	6	7	6	4	3	4	4	4	3	8	7
blocked drains deer park		1	1	2	1	1	1	1	2	2	3	2	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2	2	3	3	1	1	2	1	1	1	1	1
blocked drains hillside		6	6	7	12	10	6	10	12	12	9	7	10	10	11	3	3	15	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	3
blocked drains melton		1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	4	4	4	4	4	3	3	3	6	11	10	4	5	4	3	5	5	3	3	5
blocked drains rockbank		1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	2	2	3	2	3	2	3	3	3	1	1	1	1	2	1	1	3	3
blocked drains sunshine		6	7	7	6	8	7	7	21	21	5	6	7	6	5	3	3	17	8	5	25	5	6	5	6	5	5	5	5	5	4	2	4	4	4	4	3	4
blocked drains sydenham		4	5	5	1	1	1	1	5	5	4	2	2	2	2	2	1	5	2	2	3	4	3	3	4	4	5	3	4	4	2	2	2	2	2	2	3	9
blocked drains tarneit		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	3	6	3	3	3	2	1	2	2	2	2	1	1	1	1	3	1	1	3
blocked drains taylors hill		1	1	1	2	1	1	1	3	3	2	2	1	2	2	1	1	3	4	3	3	3	2	2	2	2	3	3	2	3	2	1	1	1	1	1	1	1
blocked drains taylors lakes		3	5	7	1	1	1	1	3	3	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	3	3	2	2	2	2	3	2	2	1	1	1
hot water systems caroline springs		1	1	1	1	1	1	1	3	4	3	4	4	3	1	1	1	4	4	4	5	3	3	3	4	4	4	5	5	7	3	4	1	2	1	1	4	1
hot water systems deer park		2	2	2	1	2	2	2	2	2	3	3	3	3	2	2	2	7	6	6	6	4	6	3	5	5	4	5	4	7	3	3	3	2	1	1	1	3
hot water systems hillside		3	3	3	3	3	1	1	2	2	2	1	1	1	1	1	1	2	2	2	3	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water systems melton		2	2	2	2	1	1	1	2	2	2	2	1	1	2	2	2	2	2	2	3	4	4	2	4	4	3	3	3	3	2	2	3	3	2	2	3	4
hot water systems rockbank		1	3	2	5	5	6	6	5	6	2	2	1	1	1	2	2	2	1	3	12	2	3	3	3	4	2	2	2	2	1	1	1	1	1	1	1	1
hot water systems sunshine		4	4	5	3	4	3	3	26	23	16	6	6	5	6	2	1	43	44	45	77	65	32	17	18	27	25	-	-	83	88	-	78	30	30	47	55	16
hot water systems sydenham		1	2	2	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	3	4
hot water systems tarneit		1	2	2	1	1	1	1	2	3	1	3	3	3	1	3	2	7	6	5	4	4	4	5	5	6	5	5	5	3	4	3	3	4	3	3	3	3
hot water systems taylors hill		1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	3	4	3	3	3	4	3	4	5	2	3	1	1	2	1	1	1
hot water systems taylors lakes		2	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	6	4	4	7	6	7	6	8	7	6	6	7	6	3	2	3	3	2	2	2	3
plumber caroline springs		4	3	4	1	1	1	1	2	1	1	1	1	1	1	1	1	6	5	4	5	4	5	2	2	2	3	5	3	1	2	2	1	2	1	2	2	3
plumber deer park		1	1	1	1	1	1	1	6	3	4	4	2	2	1	1	1	6	5	5	6	7	9	7	7	7	7	5	7	4	2	1	1	1	1	1	1	1
plumber hillside		4	5	4	5	2	3	2	4	4	4	4	3	5	4	1	1	3	1	2	3	1	2	1	3	7	4	6	7	6	8	8	4	4	8	7	9	4
plumber melton		1	2	3	2	1	1	1	5	6	5	2	1	1	2	1	1	6	3	3	6	1	2	6	4	4	5	5	4	1	3	2	2	1	1	2	1	2
plumber rockbank		16	14	2	2	1	3	2	6	7	7	5	5	5	5	2	2	6	5	4	2	2	2	2	2	2	2	1	3	3	2	1	1	1	1	1	1	2
plumber sunshine		6	6	6	6	5	7	7	10	9	6	7	7	7	7	5	4	7	7	8	4	10	11	4	7	9	11	11	11	6	4	4	6	6	5	6	7	7
plumber sydenham		3	3	3	4	2	3	2	4	1	1	1	1	1	2	1	1	3	4	2	4	4	4	5	4	3	4	5	6	4	3	3	3	4	4	3	3	2
plumber tarneit		8	8	6	6	4	5	2	6	5	4	1	1	2	2	1	2	5	4	5	6	5	7	3	2	2	2	1	3	1	1	1	2	1	3	2	2	3
plumber taylors hill		1	1	1	1	1	1	1	4	3	2	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
plumber taylors lakes		3	3	3	3	2	1	3	4	4	3	2	2	1	1	1	1	3	3	3	3	3	3	3	1	2	1	1	2	1	1	1	1	1	1	1	1	1
