		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
Concrete Render Finish		3	3	3	5	3	4	4	2	3	3	3	4	3	3	3	3	3	4	3	4	4	3	3	3	3	3	2	2	2	3	2	1	1	1	1	1	1
Marmorino Finish		3	3	2	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	4	2	2	2
Microcement		6	5	5	6	5	6	6	8	7	60	6	7	7	4	4	5	6	5	5	5	8	8	5	5	6	8	6	6	7	11	11	4	5	6	8	15	15
Stucco		35	36	35	60	68	75	70	43	29	-	38	44	34	28	22	10	10	12	16	15	15	9	19	8	10	11	10	11	8	11	13	23	9	32	39	15	6
Tadelakt		1	1	2	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2
Textured Render Finish		62	57	37	42	37	32	32	39	8	13	13	13	13	19	12	19	23	23	23	24	9	8	7	7	10	12	16	12	12	8	8	8	7	30	8	9	24
Tonachino		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	1	2	2
Venetian Plaster		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	3	2	3	2	2	2	2
Venetian Plaster Course		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1
Venetian Polished Plaster		1	1	3	2	4	3	4	4	4	4	4	4	3	3	4	6	3	4	3	3	4	5	3	4	4	4	3	3	3	3	6	3	3	4	4	3	2
muro naturale		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
istinto		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
giorgio graesan		2	2	2	2	2	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	2	3	3	3	3	5	5	5	5	2	3	2	6	3
