		2021-11-18	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-06-23	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-04-28	2023-05-03	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-02-21	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
granny flats sheds		61	34	11	33	48	34	93	43	48	42	55	39	51	39	17	14	13	14	13	14	13	19	27	18	19	21	25	34	28	40	40	29	28	24	23	18	59	22	24
granny flats solutions		47	29	38	17	21	12	23	20	24	55	56	52	57	57	53	52	54	49	27	30	21	10	21	10	10	14	20	-	82	63	57	88	81	71	36	28	20	15	4
luxury granny flat		11	10	3	9	8	4	19	12	12	27	17	15	15	7	10	19	24	28	20	17	-	23	23	25	25	19	38	42	44	41	58	46	48	35	36	34	39	30	20
modern granny flats designs		11	15	14	11	12	14	46	22	20	25	28	23	8	16	13	38	39	46	52	49	34	57	42	36	40	85	56	-	87	61	84	74	69	-	74	70	75	29	33
portable buildings for sale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
portable bungalow for sale		5	3	3	2	2	2	5	4	4	5	5	5	6	1	3	3	2	3	4	4	3	3	2	2	3	2	2	3	2	2	1	1	1	1	2	2	1	1	1
portable cabins for sale		-	-	-	-	72	87	71	-	-	56	-	85	35	-	-	-	15	12	-	-	-	50	54	69	71	-	-	48	-	-	-	-	56	-	-	74	-	12	31
portable granny flats		34	46	6	12	6	7	17	8	17	18	17	18	17	20	23	11	11	13	11	15	7	8	7	7	8	7	6	6	6	7	9	11	11	11	15	12	17	16	11
portable granny flats for sale		20	27	9	7	7	5	9	7	7	7	8	13	14	14	9	5	7	7	7	8	8	7	6	5	6	6	4	6	4	4	5	8	9	11	11	10	12	9	6
portable homes for sale		24	42	22	10	1	6	12	11	10	30	9	9	11	13	13	3	3	5	3	4	4	4	3	3	4	3	5	3	4	4	5	7	6	6	9	9	7	8	10
portable houses		20	28	13	9	3	2	8	5	7	8	8	8	6	5	11	5	45	42	29	43	7	14	23	6	7	4	2	2	4	3	2	2	4	3	7	23	8	5	26
pre build homes		-	-	12	10	8	7	9	8	6	12	47	14	13	14	9	8	11	11	10	10	12	18	17	18	29	-	11	10	11	11	11	9	10	13	34	31	37	42	45
pre built granny flat		2	2	3	2	2	2	3	3	2	2	3	3	3	3	1	2	2	2	2	2	2	2	5	3	2	2	3	4	5	5	9	8	8	7	7	7	8	6	2
prefab granny flat		1	5	3	1	1	1	4	3	4	4	6	5	4	4	3	2	3	3	3	3	1	1	41	1	1	7	7	7	7	6	9	10	11	9	7	7	11	9	2
prefab home builder		10	12	-	13	12	13	10	13	9	12	13	11	11	10	7	10	12	9	10	10	8	10	9	7	8	6	6	7	6	6	4	1	6	8	4	4	4	5	10
prefab home designs		18	23	-	25	17	16	15	71	68	52	51	65	17	15	16	12	17	12	11	9	11	25	24	15	19	23	20	19	21	20	10	8	28	16	14	11	14	12	26
prefab home for sale		8	11	16	10	15	14	10	11	3	3	3	5	5	4	3	15	5	7	6	8	8	4	6	5	7	5	6	6	6	6	6	6	6	11	9	9	3	4	15
prefab house		7	9	9	10	8	8	9	8	10	10	10	12	10	10	10	10	10	8	7	7	8	13	8	8	8	7	7	9	8	15	16	9	7	14	10	11	11	10	24
prefab modular home		61	48	-	69	74	68	59	53	69	64	50	53	16	15	14	15	47	14	14	14	45	23	25	27	21	19	19	12	17	17	18	11	19	14	30	12	12	14	23
prefabricated granny flat		5	3	3	3	2	2	4	3	4	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	2	3	6	3	3	5	8	5	7	7	9	8	8	1
relocatable cabins for sale		63	24	36	22	18	12	8	16	21	24	27	22	21	42	34	11	12	13	20	14	10	17	10	16	14	10	10	10	10	10	8	10	11	10	24	19	12	7	14
relocatable granny flat for sale		15	15	14	10	3	4	13	10	10	11	7	3	7	13	10	4	4	4	7	8	5	6	3	5	4	3	4	2	2	2	2	2	4	3	5	5	3	4	6
relocatable homes for sale		16	10	3	3	3	5	14	8	10	12	14	15	11	14	14	7	6	8	5	7	4	5	5	4	5	2	1	4	1	1	4	2	4	8	5	9	4	6	8
small prefab homes		3	14	12	10	9	14	11	-	5	5	4	4	4	5	4	5	7	5	6	6	5	5	6	6	5	5	7	3	5	4	3	2	3	8	3	1	2	2	6
small studio granny flat		48	89	54	42	46	45	47	42	44	31	42	46	44	47	42	45	17	50	54	54	45	30	39	34	46	55	69	-	75	70	63	57	79	77	68	38	56	54	43
small transportable homes		5	1	4	4	1	1	3	3	3	2	2	2	2	3	3	5	4	5	5	8	2	4	6	6	3	2	3	3	3	3	3	3	4	12	9	6	10	9	21
studio granny flat floor plans		32	65	30	31	26	25	26	19	17	22	15	16	19	16	28	28	25	26	29	27	33	31	28	28	28	20	8	8	10	10	28	-	30	18	29	11	30	30	33
transportable cabins for sale		62	65	54	63	29	16	41	25	35	35	33	30	26	31	29	16	15	13	29	29	24	13	16	13	16	10	12	14	13	13	11	29	19	12	18	51	18	16	13
transportable granny flats for sale		20	22	12	9	5	7	13	11	9	9	11	7	8	14	14	7	5	7	8	8	8	11	8	6	6	6	6	6	4	3	4	4	4	10	8	8	7	6	12
transportable homes		35	10	12	1	6	1	13	5	8	18	20	7	10	16	18	8	10	10	8	10	4	5	5	5	6	5	7	9	3	3	3	2	2	2	3	4	4	3	6
transportable homes for sale		10	4	4	2	2	1	2	4	2	4	2	2	2	2	6	2	3	5	4	5	2	2	3	3	4	2	3	3	3	3	2	3	3	3	4	3	4	2	6
2 bedroom granny flat designs qld		21	23	23	20	18	19	17	15	21	21	17	15	20	16	15	16	17	20	21	25	13	12	16	15	13	13	12	19	20	31	23	16	20	25	30	26	18	12	17
backyard cabins brisbane		3	6	5	4	6	6	6	6	4	4	5	6	6	3	4	4	3	3	3	3	3	4	3	3	2	3	3	4	3	3	6	1	2	3	2	5	7	8	8
backyard cabins queensland		4	4	4	4	3	3	3	4	3	3	3	4	3	3	4	4	3	3	4	3	3	4	-	4	3	4	4	4	4	4	4	4	3	5	5	5	5	5	8
backyard granny flats brisbane		5	5	4	3	4	4	3	4	7	5	6	7	8	7	7	8	8	8	8	8	9	3	6	5	3	3	5	3	3	3	3	3	2	4	2	3	5	6	4
build a granny flat gold coast		5	5	2	1	2	-	2	1	2	2	2	1	4	4	6	6	4	5	7	7	4	4	4	3	4	5	4	5	4	4	4	4	5	6	6	5	4	4	4
build a granny flat qld		8	9	10	8	10	7	8	8	7	9	8	8	10	11	12	12	12	9	10	10	9	9	11	7	11	13	14	15	13	13	12	11	16	16	14	18	20	16	14
cheap granny flats qld		4	4	3	2	1	4	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	3	2	2	3	3	6	6	5	10	5	10
cheap relocatable homes qld		4	2	2	2	3	11	3	3	3	6	6	5	5	5	6	6	5	5	3	2	2	2	3	2	3	2	2	2	2	2	2	1	2	1	1	2	2	2	2
cheap transportable homes qld		8	3	3	3	3	10	2	3	3	2	2	2	1	2	2	3	4	3	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
flat pack granny flats brisbane		6	4	4	4	4	15	4	4	4	7	7	5	7	5	6	7	5	4	6	8	4	5	8	8	10	7	8	10	9	9	8	5	7	7	4	5	10	13	7
flat pack granny flats gold coast		1	2	2	1	2	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
flat pack granny flats qld		9	9	9	8	11	12	10	10	9	12	15	15	13	14	13	15	16	11	15	14	11	12	13	13	12	12	13	15	14	14	15	9	12	15	9	15	14	13	14
granny flat kit homes gold coast		1	1	1	1	1	1	1	1	1	1	1	2	-	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2
granny flat kits queensland		7	7	7	5	5	6	5	6	6	6	5	6	6	6	8	7	5	5	5	5	4	4	6	4	5	5	6	6	7	6	6	6	7	6	10	10	10	9	10
granny flats for sale qld		6	8	8	6	8	7	8	8	8	8	7	5	5	6	8	7	9	5	6	9	4	5	4	5	5	3	5	5	5	5	5	6	10	11	9	11	9	7	7
granny flats queensland		7	9	9	6	6	6	6	6	6	5	6	7	3	6	7	6	8	6	6	9	6	6	6	5	5	5	6	7	7	7	7	7	7	8	7	7	10	8	7
portable buildings for sale brisbane		28	30	28	25	28	23	25	22	23	26	27	29	27	25	28	25	33	29	21	20	15	14	13	18	20	18	21	22	18	20	24	22	28	29	-	23	19	26	25
portable granny flats gold coast		2	3	2	2	2	1	2	2	3	4	3	3	4	1	1	1	2	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	3
portable homes for sale brisbane		13	10	10	6	7	10	5	6	7	7	5	6	5	6	6	5	5	4	3	3	4	4	2	2	2	1	1	1	2	2	2	2	5	4	2	3	2	3	3
portable homes gold coast		3	3	1	3	1	8	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	-	2	2	2	2	2	2	2	3	3	7	5	4	3	4	4	4
portable homes qld		17	16	11	9	7	12	5	6	8	6	5	5	6	7	5	4	4	5	3	3	4	4	3	4	4	4	4	3	3	3	3	2	5	5	6	3	3	2	3
portable houses brisbane		13	19	9	10	7	7	7	9	9	8	6	5	7	8	7	5	7	6	3	3	2	1	3	3	2	2	2	2	4	4	2	2	3	6	5	4	4	3	7
prefab granny flat brisbane		5	6	6	6	6	6	5	5	6	7	6	7	9	9	9	9	6	6	7	7	7	8	7	6	5	7	8	8	7	7	6	5	6	5	2	4	3	4	4
prefab homes qld		13	19	17	12	22	47	17	17	20	20	18	14	18	17	18	15	16	14	13	14	17	15	15	14	14	12	16	13	17	16	17	13	17	13	11	11	13	8	7
prefab homes queensland		21	20	18	17	20	33	17	19	19	20	19	15	19	18	19	17	16	15	19	18	15	15	16	16	12	11	16	14	16	16	17	13	12	12	13	10	9	6	5
prefab houses qld		11	13	13	12	16	51	13	17	16	19	13	13	16	15	17	13	16	12	14	11	10	10	9	11	10	7	11	10	12	11	9	8	8	12	9	8	7	7	6
relocatable cabins for sale qld		13	15	12	10	7	13	4	6	6	5	7	8	8	8	8	8	8	6	4	4	4	4	4	8	10	7	7	11	7	8	6	7	9	13	10	4	3	5	5
relocatable granny flats qld		3	4	3	3	3	4	3	2	2	2	1	1	1	1	2	2	2	2	3	3	2	1	1	1	1	1	1	2	2	2	2	2	2	4	4	4	3	4	4
relocatable homes brisbane		14	8	11	11	13	13	11	8	9	8	10	12	8	4	3	2	3	3	2	2	3	3	3	3	5	6	4	4	12	12	11	6	7	10	9	7	4	4	4
relocatable homes for sale brisbane		15	9	11	8	11	11	5	4	7	7	5	7	4	4	3	3	3	2	2	3	3	3	4	4	5	4	3	3	9	9	10	5	9	12	4	5	3	4	4
relocatable homes for sale qld		14	16	18	13	15	15	15	14	14	16	15	15	9	11	12	14	14	12	12	8	8	8	10	8	9	9	8	9	10	9	8	8	8	10	6	7	2	4	6
relocatable homes gold coast		4	3	2	1	1	7	1	2	2	2	2	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	2	2	3	1	1
relocatable homes qld		13	11	20	14	18	17	11	11	12	17	13	14	11	11	9	8	11	9	10	10	9	8	10	8	11	11	10	11	13	13	13	13	12	11	12	11	9	9	9
transportable cabins for sale qld		12	11	11	9	8	16	7	10	9	8	7	9	8	7	7	6	6	5	6	5	6	6	6	9	10	11	7	9	10	11	12	10	16	18	16	10	6	7	7
transportable homes brisbane		11	10	7	6	7	10	4	5	6	6	5	5	5	4	4	4	4	4	4	4	4	4	4	3	3	4	4	4	3	4	3	2	4	4	4	3	3	2	2
transportable homes gold coast		2	1	2	2	2	4	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3
transportable homes qld		12	11	9	8	5	11	4	6	6	5	5	4	4	5	6	5	5	5	3	3	4	4	4	3	4	3	3	3	3	3	3	2	4	3	4	4	5	3	3
relocatable homes burpengary		5	8	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	4	5	5	4
granny flats caboolture		7	4	3	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1
granny flats fairfield		16	48	49	17	27	14	15	-	50	11	11	11	58	12	10	3	4	3	3	3	2	3	3	2	21	25	23	26	38	44	6	9	8	11	8	72	6	-	-
granny flats gympie		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
granny flats hervey bay		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
granny flats redcliffe		5	3	3	1	3	2	3	3	3	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kit homes caboolture		12	8	7	9	10	10	7	8	5	3	3	3	3	3	3	4	4	4	4	4	4	5	4	4	6	5	5	6	6	6	5	5	5	6	5	5	4	6	6
kit homes gympie		20	13	13	14	21	22	15	13	15	12	7	11	9	10	12	11	6	6	6	6	5	5	5	5	5	5	6	6	6	6	7	7	10	7	10	9	8	11	9
kit homes hervey bay		4	5	5	3	3	3	2	2	2	2	2	2	2	4	4	4	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	4	4	4	5	4	5
kit homes loganholme		12	7	8	7	7	6	4	3	3	3	3	3	6	3	4	4	4	4	4	4	4	4	5	4	7	6	6	5	5	5	7	7	5	7	9	7	6	8	8
kit homes macleay island		4	2	2	2	1	1	2	1	1	1	1	1	1	3	3	3	3	3	2	3	3	2	3	4	4	4	4	5	5	5	5	3	4	5	5	5	5	5	5
kit homes maryborough		7	6	7	3	3	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	3	2	2	3	3	3	4	4	4	4	4	4	5	3	3	3	3	4
kit homes russell island		10	5	5	4	3	3	2	2	2	2	2	2	2	3	2	2	2	2	3	3	3	4	4	5	7	6	6	6	6	6	6	5	4	3	3	3	5	4	4
kit homes springwood		8	7	8	6	9	8	6	10	9	10	7	6	7	4	4	3	3	3	3	3	3	3	3	3	4	4	3	4	4	4	4	4	4	4	5	5	5	6	8
kit homes toowoomba		12	13	12	8	8	8	6	8	6	4	6	4	7	7	4	4	4	4	4	4	5	5	5	5	5	4	7	4	6	7	6	7	7	6	5	3	3	3	4
prefab homes toowoomba		11	12	11	8	6	6	5	5	5	5	4	3	5	5	7	4	6	6	6	6	4	4	4	4	4	4	5	5	6	6	5	6	6	6	4	5	9	7	6
relocatable homes caboolture		8	3	3	3	3	3	3	2	3	3	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4
relocatable homes gympie		4	1	3	2	2	2	1	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	2	3	3	3	6	5	5	7	3	4	5	6
relocatable homes hervey bay		5	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	3	3	3	3	2	2	1	2	2	2	3	2
relocatable homes maryborough		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	2	2	2
relocatable homes russell island		5	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
relocatable homes toowoomba		7	7	7	7	7	5	4	4	5	4	2	2	3	3	3	3	3	3	3	2	1	1	2	3	2	1	4	4	4	5	4	4	4	2	2	4	4	7	4
granny flats loganlea		10	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1
granny flats beenleigh		5	5	4	2	3	3	2	2	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2
granny flats raceview		2	2	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
granny flats springwood		9	6	7	6	7	6	-	4	4	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
granny flats brassall		2	17	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
granny flats goodna		3	-	2	2	2	2	1	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2
granny flats kingston		6	-	4	4	2	3	5	5	4	3	2	2	2	2	9	12	1	10	10	1	1	2	1	16	8	6	15	6	11	10	9	10	16	12	13	2	2	5	2
granny flats regents park		10	21	16	4	6	5	3	5	4	4	5	5	5	5	4	4	3	15	4	3	2	2	3	4	4	4	3	3	2	2	4	2	4	4	3	2	3	2	2
granny flats slacks creek		4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
granny flats shailer park		5	3	3	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	2	2	1	1	2	2	2	2
granny flats crestmead		1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
granny flats woodridge		3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
granny flats eagleby		5	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
granny flats jimboomba		5	5	5	5	4	4	3	3	4	2	2	3	3	-	3	3	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
granny flats marsden		6	4	3	2	2	3	2	72	71	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	9	3	1	1	2
granny flats rochedale south		4	4	4	3	4	3	4	3	4	3	3	3	3	3	3	3	3	3	2	2	3	3	2	1	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2
granny flats springfield lakes		2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
granny flats redbank plains		3	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1
granny flats loganholme		4	5	3	3	4	3	3	2	2	2	2	2	2	2	3	2	3	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1
granny flats newtown		7	3	2	3	3	2	2	3	3	2	2	4	27	11	13	14	3	4	3	3	3	1	2	2	2	3	3	2	14	17	21	15	16	4	2	4	19	48	4
affordable granny flats melbourne		4	7	2	1	1	1	2	3	2	6	5	6	4	3	9	7	6	11	6	7	6	7	7	7	5	5	2	4	7	7	7	9	7	5	5	6	6	4	5
backyard studio melbourne		31	4	4	5	7	7	7	7	7	7	7	7	7	7	8	8	9	11	10	11	13	12	11	13	14	10	10	14	17	17	12	10	13	10	12	10	9	14	9
bungalow builders melbourne		2	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	4	4	4	3	2	2
cheap granny flats victoria		10	9	8	8	7	8	6	8	8	10	10	10	10	9	11	8	5	5	8	7	4	4	2	1	1	1	1	1	2	2	4	3	3	3	3	2	2	2	4
flat pack granny flats melbourne		4	3	3	2	2	3	4	3	3	3	3	3	2	3	2	3	3	3	4	5	5	5	-	4	5	4	4	4	5	5	4	4	4	4	3	8	4	4	3
flat pack homes melbourne		4	5	5	5	4	3	5	3	4	5	5	3	5	3	3	3	3	3	3	4	3	4	4	4	4	3	5	47	4	4	3	3	3	3	3	2	2	2	5
flat pack homes victoria		12	12	10	9	14	11	10	10	10	10	10	10	10	10	10	10	13	11	12	12	13	14	12	10	11	12	12	12	16	15	13	11	12	15	28	25	26	27	28
granny flat for sale melbourne		8	4	3	3	3	2	2	3	3	3	4	3	4	4	4	4	5	4	5	5	5	5	3	4	4	2	2	3	4	4	4	5	8	6	5	3	3	2	4
granny flat for sale victoria		8	4	4	4	3	4	4	3	6	5	5	4	6	4	7	7	6	6	6	6	7	7	8	6	8	5	6	4	5	5	9	10	11	10	5	5	6	6	9
granny flat victoria		20	18	14	15	13	12	12	13	13	9	15	15	15	14	13	13	14	14	14	14	11	9	5	5	7	7	10	11	10	10	12	7	10	9	9	9	11	9	8
portable granny flat melbourne		7	11	6	6	6	8	6	8	9	9	8	8	7	9	9	8	10	8	8	8	6	6	5	6	5	5	5	5	5	5	5	5	6	5	5	5	6	6	6
portable granny flats melbourne		8	8	6	5	5	5	6	7	6	8	7	8	6	6	7	6	6	8	8	8	5	6	5	4	5	5	5	5	5	5	5	5	5	5	5	5	4	3	3
portable granny flats victoria		10	10	6	5	6	5	6	4	4	6	7	5	6	6	4	3	3	5	5	5	4	5	4	4	4	4	3	4	4	3	4	4	5	5	5	4	7	5	6
portable home victoria		4	6	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	5	3	3	3	4	4	4	5	5	5	5	5	5	7	7	11	11	8	9	7
portable homes for sale melbourne		4	6	3	3	3	3	2	2	2	2	2	2	2	2	3	2	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	4	4	6	7	8	6	8	9
portable homes melbourne		5	8	4	5	5	5	6	6	4	4	4	3	3	4	6	4	5	6	4	6	3	3	2	3	3	3	3	3	3	3	3	4	6	7	9	8	6	10	11
portable houses melbourne		4	6	4	2	2	2	3	2	1	1	1	2	2	2	3	3	4	4	3	5	3	3	3	4	3	3	3	3	3	3	3	3	4	4	7	7	7	7	8
portable houses victoria		6	7	4	3	2	3	3	3	2	3	3	2	3	3	4	3	4	4	3	3	4	3	5	4	3	4	5	5	5	5	5	5	6	8	8	10	8	8	11
prefab home melbourne		12	6	11	11	12	12	12	13	13	13	11	13	10	10	12	11	11	11	11	12	9	10	9	12	10	11	11	11	10	10	9	8	12	8	8	9	10	9	10
prefab homes victoria		24	17	21	22	24	28	24	20	19	22	25	19	18	18	17	17	21	15	16	17	15	16	18	15	15	16	13	14	13	13	3	11	14	21	20	18	15	16	20
prefab houses victoria		17	15	19	19	18	19	19	20	19	18	17	16	18	16	17	17	17	14	13	12	12	12	12	12	11	10	10	11	11	11	10	10	10	15	12	11	12	13	19
relocatable cabins for sale victoria		13	11	14	11	13	10	9	11	6	7	7	6	6	6	7	6	6	6	9	9	6	7	8	7	8	8	9	8	8	8	7	8	9	8	10	12	9	9	11
relocatable granny flats victoria		7	10	5	3	4	5	5	5	5	6	7	6	6	4	5	3	4	4	5	4	3	2	9	3	2	2	2	3	2	2	2	3	3	2	2	3	4	4	4
relocatable home victoria		7	9	8	6	4	4	5	5	5	5	5	4	5	6	6	6	6	5	5	7	5	5	5	3	4	4	3	7	6	4	4	3	3	3	5	6	9	5	6
relocatable homes melbourne		4	5	4	5	3	3	3	3	3	3	2	2	2	3	4	3	4	4	3	4	3	4	6	4	3	3	2	3	3	3	3	3	4	4	4	4	5	4	4
transportable granny flats victoria		12	12	7	6	5	4	4	3	3	8	5	5	7	6	6	3	3	4	5	5	3	3	4	3	3	3	3	3	3	3	3	3	5	5	5	4	6	4	7
transportable homes for sale melbourne		5	4	4	4	3	3	2	2	2	2	2	2	2	3	3	3	3	4	3	4	3	3	4	4	2	2	3	3	3	3	3	3	4	7	6	4	6	5	8
transportable homes melbourne		6	8	7	6	6	6	5	5	3	3	3	3	4	5	7	5	7	7	3	6	3	4	3	4	3	3	3	4	4	3	3	5	6	6	7	7	8	7	8
transportable homes victoria		11	8	5	3	2	2	3	3	4	3	5	3	5	6	6	5	6	6	6	7	6	3	6	4	5	8	7	6	8	7	8	8	9	9	9	6	7	7	7
granny flat mornington peninsula		10	3	2	2	1	1	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	5	4	3	3	2	2	1	1	1	2	1	1	1	1	2
granny flats bendigo		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
granny flats gippsland		1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
granny flats melton		4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
granny flats shepparton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
granny flats sunbury		5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kit homes bairnsdale		4	4	4	4	4	4	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	3	2	2	3	3	4	4	-	4	4	4	4	4	5	4	4
kit homes ballarat		13	10	9	9	9	9	8	8	9	8	10	10	10	11	11	12	10	10	10	10	9	9	9	10	10	11	10	7	8	8	9	15	14	15	13	17	15	14	11
kit homes bendigo		7	7	8	8	8	5	3	3	3	4	4	4	4	5	5	5	4	4	6	6	4	5	4	4	4	5	4	6	5	6	4	5	5	5	5	6	6	6	6
kit homes mildura		3	3	3	3	3	3	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	2	6	5	2	2	2	2	2	2	2	2	3
kit homes pakenham		7	7	5	5	2	2	2	2	2	2	1	1	1	2	2	2	3	2	3	3	3	3	2	2	3	3	4	2	2	2	2	2	2	2	2	2	2	3	4
kit homes shepparton		6	6	6	5	4	4	3	2	2	2	2	2	2	3	3	2	3	3	4	4	2	5	3	3	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5
kit homes swan hill		7	5	6	5	4	4	4	4	4	3	3	3	4	4	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	3	3	4	4	3	5	4	4
kit homes traralgon		6	5	4	4	4	4	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2
kit homes wangaratta		4	3	2	3	3	3	3	2	2	1	1	1	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	3	3	2	3	3	2	1
kit homes warrnambool		5	4	4	3	4	2	2	2	2	1	1	1	1	1	2	2	3	3	3	3	2	3	2	2	3	3	3	3	3	2	3	3	3	4	-	4	4	4	4
kit homes wodonga		2	2	2	2	3	3	3	-	2	3	2	3	3	3	3	3	3	3	3	3	2	3	3	5	5	5	4	4	4	4	3	3	3	4	4	3	3	3	3
