		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-07	2023-07-17	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
children's optometrist canley heights		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1
children's optometrist cabramatta		2	2	2	2	2	2	2	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1
children's optometrist bossley park		2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1
visual stress fairfield		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
visual stress smithfield		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29	1	1	1	1
visual stress wetherill park		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
visual stress edensor park		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
visual stress cabramatta		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
visual stress abbotsbury		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1
visual stress liverpool		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1	1	1	2	1	2	2	2	2	2	2	-	2	5	2	5
optometrist wetherill park		28	28	26	31	9	27	28	27	25	49	22	21	9	10	10	10	10	10	11	9	11	11	11	9	6	6	7	6	5	5	5	5	7	-	8	5	7	7
optometrist edensor park		2	5	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	4	2	1	3	3	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1
optometrist abbotsbury		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	-	1	1	1	1
optometrist liverpool		23	21	14	14	11	11	9	9	9	9	9	10	9	11	10	11	14	16	21	15	16	16	15	15	13	17	15	14	16	18	21	18	15	-	6	11	9	7
eye tests wetherill park		6	6	6	6	6	6	6	6	10	7	5	4	4	5	5	5	7	6	7	7	-	8	7	5	5	5	6	5	5	5	5	5	7	-	5	5	6	6
eye tests edensor park		1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	1	1	1	1
eye tests abbotsbury		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	4	1	1	1	1
eye tests liverpool		10	10	10	12	5	4	4	5	5	4	5	5	4	5	6	6	6	6	6	7	8	8	8	8	6	7	6	7	6	11	13	10	14	-	13	13	12	12
children's optometrist wetherill park		3	1	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	-	3	3	2	1
children's optometrist edensor park		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1
children's optometrist abbotsbury		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1
children's optometrist liverpool		7	5	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	2	18	1
visual stress guildford		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1
visual stress chester hill		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1
visual stress bossley park		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
visual stress wakeley		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28	1	1	1	1
computer vision syndrome fairfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	-	1	1	3	1
contact lens solution fairfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	6	7	7	8	9	11	1	1	1	1	-	1	2	1	3
contact lenses fairfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	26	12	4	4	8	5	7	18	8	6	7	8	-	4	1	1	5
corrective lenses fairfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	11	13	5	7	5	7	7	2	2	2	1	-	3	2	2	4
eye tests bonnyrigg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	2	3	3	20	2	2	7	2
eye tests fairfield heights		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	2	5	3	3	3	3	2	1	1	1	1	-	1	2	1	1
eye tests greenfield park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	1	4	4	-	5	4	-	4
kids ortho-k fairfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	3	4	2	3	1	2	1	1	1	1	1	-	1	1	1	1
myopia control fairfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	3	2	1	1	1	1	1	1	1	1	1	-	1	1	1	1
myopia lenses fairfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	4	4	4	4	4	3	1	1	1	1	-	1	1	1	1
myopia treatment fairfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	4	4	4	5	2	3	2	1	1	1	1	-	1	1	1	1
optometrist bonnyrigg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	46	53	45	47	-	8	5	6	6
optometrist fairfield heights		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	3	4	2	3	4	6	4	2	2	1	2	-	1	2	1	1
optometrist greenfield park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	9	8	7	-	8	6	4	6
ortho-k fairfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	3	2	1	1	1	2	1	1	1	1	1	-	1	1	1	1
orthokeratology bonnyrigg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	4	3	2	9	2	2	2	3
orthokeratology edensor park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	2	1	2	2	1	1	1	1	1	1	-	1	1	1	1
orthokeratology fairfield heights		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	2	1	2	2	1	1	1	1	1	1	-	1	1	1	1
orthokeratology greenfield park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	-	1	1	1	1
orthokeratology wetherill park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	6	4	6	5	4	4	1	1	1	1	30	1	1	1	1
soft contact lenses fairfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	-	-	-	-	31	-	12	1	1	5	1	-	1	1	1	1
dry eyes treatment chester hill		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1
dry eyes treatment granville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	-	1
dry eyes treatment guildford		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1
dry eyes treatment wetherill park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	6	3	4	3	3	3	3	1	1	1	1	-	1	1	1	1
dry eyes treatment edensor park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1
dry eyes treatment abbotsbury		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	1	5	4	3	4	-	3	3	2	-	1	1	1	1
dry eyes treatment liverpool		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	2	3	-	4	5	-	4
