		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-06	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
windows replacement		1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	2	3	4	4	5	5	6	4	4	5	5	5	6	3	2	3	3	4
replacement windows		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	5	4	4	4	1	1	4	4	3	4	5	6	4
aluminium windows dandenong		7	8	6	5	5	5	5	5	5	5	5	5	6	6	7	6	6	6	6	7	6	6	6	5	7	6	10	6	8	9	10	9	9	7	10	12	14
aluminium windows doncaster		5	4	4	4	3	5	4	2	2	2	2	2	2	2	2	2	3	3	3	3	4	2	4	5	5	2	3	4	2	2	8	2	2	2	5	70	2
door installation Beaumaris		2	3	1	1	2	1	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
door installation Bentleigh		1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
door installation Dingley		3	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
door installation Ringwood		3	4	3	4	5	5	5	5	4	4	4	4	4	4	3	2	3	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
door installation Toorak		2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
double glazed windows dandenong		14	40	35	36	36	21	25	17	11	23	32	31	35	31	16	16	17	14	17	16	18	16	10	17	12	7	12	12	12	25	17	17	25	19	19	15	23
double glazed windows doncaster		25	11	6	7	6	6	4	4	7	6	6	7	7	7	7	8	6	7	8	7	8	7	7	9	12	13	13	12	5	10	8	5	4	5	3	-	3
double glazed windows Glen Waverley		7	5	6	5	6	6	6	6	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	6	6	6	6	6	8	8	7	10	11	6	7	11	8
double glazed windows Hawthorn		9	7	6	5	6	5	5	-	7	7	6	5	5	6	6	6	5	4	6	7	7	5	6	7	8	30	6	5	6	5	5	3	3	2	3	4	4
double glazed windows Ringwood		12	13	8	8	8	8	7	7	9	9	8	8	7	8	9	8	9	9	8	8	8	6	7	6	5	5	3	4	5	5	5	5	5	5	5	4	4
french doors Bentleigh		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1
french doors doncaster		4	9	5	3	6	3	3	2	2	33	2	1	1	1	2	2	2	3	3	3	3	3	3	3	2	2	3	4	3	3	7	3	3	3	2	-	4
french doors Glen Waverley		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
french doors Toorak		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	2	2	3	4	7	5
sliding doors dandenong		5	5	5	3	3	3	4	5	5	4	5	5	3	-	2	1	1	1	1	2	2	3	2	2	2	2	2	2	3	2	4	3	2	4	3	4	4
sliding doors doncaster		4	5	7	4	4	4	4	4	4	65	5	4	3	2	3	3	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	3	3	4	52	2
sliding doors Glen Waverley		2	2	2	2	3	2	1	3	1	2	2	3	3	3	3	4	4	4	4	4	4	4	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3
sliding doors Mt Martha		1	3	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	1
stacker doors Beaumaris		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
stacker doors Dandenong		1	1	2	1	1	1	1	1	1	2	3	3	3	3	2	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	3	2	2	4	4	3	3
stacker doors Dingley		1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	2	2	2
stacker doors Glen Waverley		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
timber doors Caulfield		12	2	3	2	2	2	1	-	1	1	1	2	2	2	2	25	44	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1
timber doors dandenong		4	5	11	9	9	10	11	10	11	11	13	13	12	11	9	10	6	6	76	7	7	9	10	10	6	8	8	8	8	6	6	7	6	7	9	12	15
timber doors Hawthorn		-	-	-	-	3	9	9	5	6	4	5	39	5	5	40	4	4	31	-	58	45	-	-	49	5	6	47	30	4	5	6	4	4	4	3	3	5
timber doors Ringwood		3	2	16	3	18	19	7	14	14	5	27	6	6	2	2	2	2	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
timber windows Beaumaris		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
timber windows dandenong		5	6	5	5	5	5	5	5	5	4	4	4	5	5	3	2	2	2	3	4	4	3	2	3	3	3	4	4	4	5	4	4	3	3	5	3	5
timber windows Glen Waverley		3	2	2	3	3	3	3	4	4	5	5	5	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	3	3	3	4
timber windows Mt Martha		1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	2	2	2	3	2	2	1	1	2	1	1	2	2	1	1	2	2	1	1	1	1
window installation Doncaster		3	3	3	3	3	4	2	1	1	21	1	1	1	1	1	1	1	1	1	2	2	2	1	7	7	5	4	4	2	1	2	1	1	1	1	1	1
window installation Mt Martha		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2
window installation Sorrento		1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1
window replacement Bentleigh		11	13	9	6	8	9	9	6	8	6	5	4	5	5	5	6	12	15	12	17	16	10	19	12	5	4	6	6	6	2	1	1	1	1	1	1	2
window replacement Caulfield		9	8	6	9	10	7	8	7	5	6	6	6	7	8	10	8	6	7	6	6	7	6	4	7	7	6	6	5	5	6	3	4	7	7	6	8	8
window replacement dandenong		3	4	3	2	3	2	3	4	2	2	5	5	3	5	4	5	5	6	6	6	7	5	6	10	10	9	11	13	12	13	12	9	9	8	11	8	10
window replacement Dingley		4	6	5	5	4	4	4	3	4	4	3	3	5	4	3	4	4	3	1	2	1	1	2	6	7	6	7	7	5	6	5	8	10	10	11	10	7
window replacement doncaster		10	5	5	5	6	6	4	2	2	4	2	2	2	2	2	2	2	2	2	4	3	2	3	12	12	10	11	12	11	8	10	7	7	10	4	7	7
window replacement Hawthorn		4	3	3	3	3	4	4	9	6	7	6	7	7	8	6	5	5	5	4	5	5	5	5	4	4	5	7	7	7	11	7	6	5	5	12	7	6
window replacement Mt Martha		1	1	1	1	1	3	3	3	3	3	3	3	4	4	3	3	3	5	2	4	3	3	2	2	3	3	3	2	2	1	1	2	2	1	2	2	2
window replacement Ringwood		4	3	4	4	3	4	4	6	4	4	4	4	4	4	4	3	3	1	4	4	5	5	4	2	2	2	2	2	2	2	2	2	2	2	2	3	3
window replacement Toorak		6	4	2	2	2	1	1	2	2	1	1	1	2	5	3	3	3	3	2	3	3	4	3	3	3	3	4	6	5	5	3	4	5	3	3	4	5
window replacement Oakleigh		5	5	5	4	4	4	4	4	4	3	2	3	4	4	4	4	4	4	4	11	14	4	7	7	7	6	6	6	6	9	7	8	9	9	6	4	6
aluminium door replacement		2	2	2	2	2	2	2	2	2	36	2	2	2	2	2	2	3	2	2	2	2	1	1	1	1	1	2	2	1	3	3	4	3	4	9	13	11
aluminium sliding doors melbourne		20	21	19	16	13	13	11	11	12	11	17	18	12	13	12	13	13	10	13	15	12	11	25	17	20	26	26	22	24	33	51	36	34	34	39	38	59
aluminium stacker doors melbourne		17	20	16	15	16	13	12	13	11	13	15	15	17	18	15	15	14	13	13	12	12	14	13	13	15	18	23	20	15	17	19	46	29	25	37	37	24
