		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-06	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
aluminium window frames		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
commercial window replacement		3	6	5	4	3	2	2	1	2	-	1	3	2	4	2	3	2	4	8	5	5	7	9	10	8	8	9	6	14	15	14	12	12	14	14	9	6
door replacement melbourne		2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	3	2	2	6	4	4	7	8	7	7	8	9	6	10	9	7	6	9	12	13	14
double sliding doors melbourne		32	26	28	26	29	20	23	27	28	20	22	24	23	31	21	18	15	14	21	22	23	17	30	35	33	38	37	39	37	46	45	47	44	63	65	61	83
patio sliding doors melbourne		16	15	12	14	13	10	10	10	10	8	10	11	8	7	7	8	9	8	8	9	9	9	10	9	10	7	10	14	15	14	-	17	15	20	15	14	17
replacement aluminium windows		3	3	3	4	3	3	3	3	8	8	9	9	9	10	10	93	7	8	8	7	7	6	5	6	8	8	7	6	7	9	8	8	10	10	8	11	13
sliding door replacement		6	8	8	9	7	10	4	3	5	5	7	5	4	3	2	3	4	4	4	6	4	5	3	4	4	4	3	4	4	6	3	5	5	6	9	4	4
window & door replacement		1	1	1	1	1	1	-	1	1	13	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1
window and door replacement melbourne		1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	3	10	3	3	2	3	3	3	3	4	3	3	2	1	2	3	2	1	1	2	1	1
window frame installation melbourne		1	1	1	1	1	1	1	2	3	7	6	6	8	7	4	5	6	3	7	4	3	4	4	5	5	5	6	4	6	7	7	8	6	4	6	6	3
window frame replacement		4	4	2	3	2	6	2	7	6	6	10	12	12	10	3	7	9	7	5	9	9	6	9	7	6	10	7	4	3	6	6	3	4	5	5	4	2
window replacement melbourne		1	2	1	1	1	2	1	2	3	1	4	3	3	3	4	4	5	4	5	3	4	4	5	4	6	5	5	5	5	4	4	3	2	2	3	5	3
