		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
aluminium scrap price sydney		11	11	10	10	11	11	11	10	13	12	14	11	13	12	12	21	14	16	18	12	15	14	11	15	11	14	14	14	12	10	13	12	23	14	14	28	12
copper recycling sydney		28	26	19	19	19	18	16	14	19	15	19	23	23	25	25	28	20	28	33	25	34	44	39	29	16	54	45	49	58	83	22	41	44	61	13	36	39
current scrap metal prices sydney		12	9	7	7	6	9	8	8	10	11	13	12	11	9	13	14	12	13	14	10	14	13	12	10	9	16	14	16	11	11	11	12	14	13	13	16	13
machinery removals sydney		9	9	7	8	7	6	5	8	6	4	4	3	2	2	2	3	3	7	8	5	5	4	5	4	5	6	6	4	3	3	3	1	1	5	1	6	5
metal merchants sydney		11	9	5	4	5	5	2	5	5	4	4	5	5	5	4	5	4	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	7	4
scrap copper prices sydney		17	15	15	15	15	23	19	15	19	27	24	22	25	51	50	46	33	38	41	46	65	68	73	62	67	-	-	-	70	75	89	94	72	44	37	76	48
scrap metal buyers sydney		13	11	10	11	10	12	12	15	11	12	12	11	10	9	10	9	10	10	12	7	6	6	6	6	5	5	6	6	6	7	9	8	7	9	9	10	9
scrap metal sydney		13	12	8	10	11	12	9	12	10	11	11	16	10	9	10	12	10	10	11	11	7	7	5	3	3	3	4	2	3	3	6	5	5	3	5	7	9
scrap yards sydney		5	6	5	5	4	6	6	8	7	10	10	11	10	7	7	5	3	7	8	6	7	8	6	6	4	5	5	5	5	5	5	5	6	5	2	3	7
steel recycling sydney		9	12	7	9	9	10	8	12	13	13	9	15	12	12	14	13	13	14	14	15	8	15	13	7	6	6	6	6	5	4	5	7	6	5	6	8	10
commercial scrap metal Sydney		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	12	1	1	1	1
metal recycling sydney		15	12	13	8	8	11	10	13	13	11	17	21	16	14	20	19	16	16	18	17	11	11	8	7	6	6	5	4	6	4	5	6	6	5	7	12	11
scrap dealers sydney		5	4	4	4	4	5	6	10	6	11	10	10	9	7	6	6	6	7	9	6	4	6	5	5	3	3	4	4	4	4	4	3	3	5	3	6	7
scrap metal disposal Sydney		13	14	12	16	15	17	16	15	21	19	16	20	14	17	16	13	14	17	15	12	10	9	9	7	7	7	4	5	9	9	12	12	12	13	9	17	18
scrap metal removal sydney		10	14	13	14	15	14	15	28	23	24	24	24	27	22	16	16	14	14	13	14	11	12	11	11	10	10	10	9	14	15	18	30	30	37	34	44	30
scrap metal services Sydney		3	4	6	5	6	9	9	13	12	12	12	16	11	9	7	8	10	9	11	6	3	3	2	2	2	2	2	2	2	2	4	4	3	3	5	5	9
scrap recycling Sydney		24	21	16	16	20	20	20	19	17	18	21	24	20	18	19	21	15	17	18	18	18	20	14	9	10	7	7	6	5	6	12	7	7	8	9	17	25
sell scrap metal sydney		8	6	5	3	5	3	3	2	2	3	2	2	2	1	1	1	3	3	4	3	3	6	6	8	8	7	7	7	6	7	8	6	7	7	7	9	8
structural steel recycling Sydney		1	1	1	1	1	1	-	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
scrap metal merchants glenfield		3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
scrap metal merchants leppington		3	3	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
scrap metal merchants minto		1	1	2	2	2	3	2	2	2	2	2	2	2	3	3	3	3	3	2	3	3	3	3	2	2	4	3	4	3	3	2	2	2	2	2	4	2
scrap metal merchants varroville		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
scrap metal merchants denham court		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
cash for scrap metal Denham court		1	2	1	1	1	1	2	2	2	1	2	2	-	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
cash for scrap metal Glenfield		3	3	2	2	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1
cash for scrap metal Minto		1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2	3	2	2	2	2	2	2	3	1	2
copper recycling Campbelltown		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
copper recycling Denham court		1	2	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
copper recycling Leppington		1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
copper recycling Minto		1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	2	4	2	2	2	2	3	3	3	2	2	2	2	3	3	2	2	2	3
copper recycling Ingleburn		1	2	2	1	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	1	2	2	1	1	2	2	2
metal recycling Campbelltown		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
metal recycling company Denham court		1	2	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1
metal recycling company Glenfield		1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1
metal recycling company Leppington		1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1
metal recycling company Ingleburn		1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	1	1	2	2	2	1	2	1	2	2	2	2	2	1
metal recycling Denham court		1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1
metal recycling Glenfield		1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
metal recycling Leppington		1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
metal recycling Minto		1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	3	2	3	4	3	5	4	4	5	5	5	5	5	5	5	5	3	2	2	3
metal recycling Ingleburn		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
metal scraper Campbelltown		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
metal scraper Denham court		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
metal scraper Glenfield		1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	3	3	1	1	1	1
metal scraper Leppington		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
metal scraper Minto		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	2	2
scrap metal buyers Campbelltown		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1
scrap metal buyers Denham court		1	2	2	1	1	1	2	1	1	1	2	2	2	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
scrap metal buyers Glenfield		1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	4	1
scrap metal buyers Leppington		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
scrap metal buyers Minto		1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	2	2	2	2	3	3	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	2
scrap metal buyers Ingleburn		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	3	1	1	1	2	1
scrap metal removal Campbelltown		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
scrap metal removal Denham court		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
scrap metal removal Glenfield		3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	4
scrap metal removal Leppington		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1
scrap metal removal Minto		1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	3	3	3	3	3	3	3	4	4	2	3	3	3	3	3	3	3	2
scrap metal removal Ingleburn		4	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	2	3	3	2	2	2	2	3	3	1	3	3	3	2
scrap recycling Campbelltown		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1
scrap recycling Denham court		1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1
scrap recycling Glenfield		3	3	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1
scrap recycling Leppington		3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1
scrap recycling Minto		1	1	1	1	1	2	2	2	2	2	2	2	2	2	3	3	2	2	2	4	5	3	3	5	4	4	4	4	3	4	3	3	4	4	4	3	4
scrap recycling Ingleburn		1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	2	2	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1
sell ferrous metal Campbelltown		1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	1	2	2	2	2	2	1	1	1	1	1	1	1
sell ferrous metal Denham court		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sell ferrous metal Glenfield		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1
sell ferrous metal Leppington		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1
sell ferrous metal Minto		1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	3	3	3	3	3	3	2	3	1	3	3	2	2	2	3	2	2
sell ferrous metal Ingleburn		1	1	1	1	2	1	1	3	3	3	1	2	2	1	2	2	2	2	2	2	2	3	2	1	2	2	2	3	1	1	1	1	1	1	1	1	1
sell scrap metal Campbelltown		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
sell scrap metal Denham court		1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sell scrap metal Glenfield		3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1
sell scrap metal Leppington		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sell scrap metal Minto		1	1	1	1	1	1	1	1	2	1	1	1	2	-	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
sell scrap metal Ingleburn		1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	3	1	1	1	1	1
steel recycling Campbelltown		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
steel recycling Denham court		1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
steel recycling Glenfield		1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
steel recycling Leppington		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
steel recycling Minto		1	1	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	3	2	4	3	4	3	3	2	4	3	3	3	3	3	3
steel recycling Ingleburn		1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1
structural steel recycling Campbelltown		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
structural steel recycling Denham court		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
structural steel recycling Glenfield		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
structural steel recycling Leppington		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
structural steel recycling Minto		3	3	2	2	2	2	1	2	1	2	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3
structural steel recycling Ingleburn		1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
Non ferrous scrap buyer Glenfield		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Non ferrous scrap buyer Leppington		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Non ferrous scrap buyer Minto		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1
Non ferrous scrap buyer Ingleburn		1	2	2	2	3	1	2	3	3	3	3	2	4	3	3	2	1	3	2	3	2	2	1	1	1	2	3	3	3	2	2	2	1	1	1	2	1
Non ferrous scrap buyer Campbelltown		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	2
Aluminium scrap buyer Glenfield		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	2	1	1	1	1	1
Aluminium scrap buyer Leppington		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1
Aluminium scrap buyer Minto		1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	3	3	3	3	3	3	2	2	2	2	2	2	2	3	3
Aluminium scrap buyer Ingleburn		2	2	2	3	2	2	2	3	3	3	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	4	5	4	4	4	4	5	4	3	3	3
Aluminium scrap buyer Campbelltown		1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Scrap Yard Campbelltown		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
Scrap Yard Leppington		2	3	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
Scrap Yard Minto		1	1	1	1	1	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	3	3	3	3	3	3	3	2	2	2	3	2	2	2	2	2
Scrap Yard Ingleburn		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Scrap Yard Glenfield		1	1	1	1	2	1	1	1	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
scrap metal dealers sydney		9	6	6	6	4	5	3	6	3	4	3	4	3	3	3	3	3	4	5	3	3	6	3	3	2	2	2	2	2	1	2	2	2	6	6	6	6
