		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-02	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-17	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
pool renovations balwyn		2	2	2	1	1	2	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1
pool renovations bayside		1	1	1	1	1	1	11	1	1	1	1	1	1	1	1	3	2	2	2	2	2	1	1	1	1	1	2	2	2	2	2	1	1	2	2	8	2
pool renovations beaumaris		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
pool renovations black Rock		1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
pool renovations brighton		1	1	1	1	-	1	9	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pool renovations camberwell		1	1	1	1	1	1	16	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1
pool renovations caulfield		2	2	1	2	3	1	4	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pool renovations frankston		1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1
pool renovations glen waverley		1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1
pool renovations hampton		1	1	1	1	1	1	15	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	4	4	4	3	3	4	3	3	3	4	4	4	2	1
pool renovations malvern		3	1	1	1	1	1	16	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	6
pool renovations mornington peninsula		3	3	3	3	3	3	-	16	9	6	5	3	3	3	3	3	3	3	5	5	3	3	3	3	3	3	3	2	3	1	3	3	2	2	2	2	2
pool renovations mount eliza		1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pool renovations mount martha		3	1	2	1	-	-	1	1	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4
pool renovations patterson lakes		1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pool renovations ringwood		4	4	3	3	-	2	45	6	5	2	2	2	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
pool renovations rowville		1	4	1	2	2	2	10	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pool renovations st kilda		1	1	1	1	2	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pool renovations toorak		1	1	2	1	1	1	16	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
pool renovations melbourne		12	11	6	7	6	6	7	6	6	6	7	7	8	9	9	9	8	8	8	8	8	9	9	10	10	11	10	10	7	7	6	6	5	5	5	5	3
pool builders bayside		34	-	37	8	30	33	-	10	8	8	9	7	8	7	7	5	6	5	9	7	8	9	10	9	9	6	5	5	4	5	4	4	6	8	5	8	5
pool installers bayside		10	-	55	50	50	82	-	11	7	7	6	4	6	6	5	4	5	4	4	6	7	7	8	7	6	4	4	3	2	3	3	3	3	2	3	10	3
pool builders beaumaris		7	5	1	5	26	17	8	13	8	8	7	4	4	4	6	6	7	8	5	7	3	6	3	4	4	4	3	5	4	3	2	3	1	1	1	2	2
pool installers beaumaris		22	3	1	4	-	14	2	2	8	1	4	3	2	2	3	4	5	5	1	4	2	5	3	2	2	3	3	3	3	1	1	2	1	1	1	1	2
pool builders black rock		5	3	2	3	-	17	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pool installers black rock		5	4	1	4	-	18	40	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1
pool builders brighton		51	60	61	41	48	51	-	9	5	5	4	4	5	5	5	5	5	6	6	5	2	4	4	6	6	6	4	3	2	2	2	5	8	7	5	4	4
pool installers brighton		-	-	-	69	70	35	-	2	2	2	2	5	4	3	3	4	3	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	12	3	2	3	2
pool builders canterbury		4	3	2	40	5	19	-	1	1	1	1	1	10	7	6	9	7	1	1	1	1	2	1	2	1	2	2	1	7	6	1	1	1	1	2	2	3
pool installers canterbury		5	53	2	35	7	2	-	1	1	1	1	1	4	1	1	1	2	2	4	2	2	1	1	2	1	4	3	3	1	2	3	5	1	20	7	4	4
pool builders frankston		26	35	29	27	27	29	-	11	11	6	14	13	14	14	5	6	8	5	3	4	6	7	6	5	4	4	2	3	1	2	2	2	2	3	2	3	3
pool installers frankston		47	51	11	33	44	30	-	7	6	6	7	4	4	12	5	4	6	4	2	2	4	4	5	5	5	5	3	5	2	1	2	1	1	4	2	2	2
