		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-02	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-17	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
pool builders gippsland		41	33	27	27	27	8	-	8	8	8	7	6	6	6	6	6	6	6	6	6	6	6	6	6	5	7	6	6	5	7	7	7	7	7	7	7	11
pool installers gippsland		58	69	64	60	-	7	-	8	8	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	7	6	6	6	5	6	6	5	6	7	6	8
pool builders glen iris		8	18	4	4	-	12	-	16	13	4	4	4	4	4	10	3	4	4	3	3	3	4	3	4	4	4	4	4	4	4	3	3	4	3	4	4	6
pool installers glen iris		6	5	5	5	22	5	-	18	22	5	5	5	3	4	14	2	3	3	2	2	2	4	3	4	3	3	4	3	3	3	2	3	2	2	2	1	2
pool builders hawthorn		8	34	4	6	29	14	19	12	14	2	3	3	2	2	2	2	2	2	4	2	2	2	3	3	4	3	3	4	4	4	3	3	3	5	9	7	5
pool installers hawthorn		51	7	4	6	-	11	-	2	17	2	3	3	3	3	2	2	2	2	3	2	2	2	2	2	3	2	2	4	3	3	2	3	3	3	2	2	2
pool builders kew		10	10	27	25	23	21	-	16	6	6	13	3	12	9	5	5	6	5	4	4	5	6	5	6	4	4	3	4	3	3	3	3	3	4	4	6	6
pool installers kew		7	5	37	4	-	32	-	20	4	3	2	3	4	4	3	3	3	4	3	4	3	3	3	2	2	2	2	2	2	2	2	2	2	3	4	27	4
pool builders malvern		11	7	25	17	19	5	-	11	11	6	4	4	4	4	3	3	2	1	2	1	1	2	2	2	1	2	3	2	4	4	5	5	6	5	5	3	7
pool installers malvern		48	-	37	5	-	5	-	10	9	4	3	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	2	2	2	2
pool builders mornington peninsula		65	66	69	62	62	29	-	49	15	16	15	21	23	21	27	27	20	21	27	31	29	30	27	26	28	29	36	38	34	35	40	31	25	32	22	21	21
pool installers mornington peninsula		19	19	84	82	83	31	-	83	16	17	17	19	22	22	26	27	17	30	32	32	28	29	28	27	23	26	31	29	68	33	42	22	24	25	17	17	18
pool builders phillip island		6	12	3	10	9	21	10	5	5	5	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pool installers phillip island		13	12	3	11	32	10	-	4	4	4	4	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pool builders toorak		8	4	16	4	27	14	25	9	3	3	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	3	4	4	6
pool installers toorak		24	6	37	3	39	17	-	9	2	2	2	1	1	1	1	1	1	1	1	1	1	-	2	1	1	2	-	1	2	1	1	6	2	2	2	3	3
pool builders warragul		25	25	25	9	26	8	-	14	13	6	7	6	5	6	5	5	3	3	3	3	3	2	3	3	2	3	3	3	3	2	3	4	3	5	4	5	6
pool installers warragul		39	40	39	38	40	9	8	16	12	7	7	6	5	6	6	5	4	4	4	4	4	3	3	4	2	3	1	3	2	2	2	3	3	3	3	2	4
new pool builds balwyn		-	-	-	-	-	-	32	5	2	3	2	2	5	4	5	2	1	1	1	1	1	2	2	2	2	1	2	2	2	1	1	1	3	2	3	3	3
new pool builds bayside		-	-	-	-	-	-	-	3	2	2	4	3	6	7	7	7	7	5	4	5	2	5	4	2	2	3	2	2	2	2	2	2	2	3	2	4	6
new pool builds beaumaris		-	-	-	-	-	48	3	3	3	3	4	4	4	4	4	4	5	5	4	3	2	2	1	2	2	1	2	1	4	1	1	2	1	2	2	1	3
new pool builds brighton		-	-	-	-	-	-	68	4	3	2	1	4	4	3	4	4	3	3	4	4	2	2	5	3	2	2	2	2	1	2	2	2	3	5	4	3	4
new pool builds frankston		-	-	-	-	62	-	-	7	7	5	6	2	2	2	1	2	3	3	2	1	2	2	5	4	3	2	2	2	1	2	2	2	2	2	2	2	2
new pool builds hampton		-	-	-	-	-	-	-	4	3	3	3	2	1	1	3	3	2	4	1	3	3	2	5	4	6	6	6	6	1	6	1	1	10	12	11	10	9
new pool builds malvern		-	-	-	-	-	-	47	5	2	2	3	2	2	3	3	3	3	1	1	1	1	2	2	2	3	2	2	2	2	3	1	3	4	3	3	1	1
new pool builds mornington peninsula		-	-	-	-	-	15	-	31	15	15	16	23	23	23	23	24	13	29	20	-	28	30	30	24	28	24	29	28	22	21	21	12	11	14	15	20	15
new pool builds mount martha		-	-	-	-	-	36	23	16	26	1	3	3	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	4	4	3
new pool builds rowville		-	-	-	-	61	-	35	3	4	4	4	3	1	1	2	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
new pool builds toorak		-	-	-	-	53	48	-	2	3	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	2	2	3	2	3	4
