		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-11-28	2023-12-14	2024-01-19	2024-02-15	2024-03-14	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
hydronic heating service moorabbin		1	1	1	1	1	1	1	1	3	2	2	3	4	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2
hydronic heating service mordialloc		13	1	6	10	11	6	6	1	1	2	1	1	1	5	3	8	3	3	3	3	-	1	3	4	4	5	5	4	4	3	3	5	4	7	2	4	4	4
hydronic heating service mornington		6	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	5	5
hydronic heating service mount eliza		2	2	2	1	3	2	4	6	7	3	3	2	2	2	3	3	2	2	1	2	2	3	4	4	4	2	3	4	4	4	4	3	3	8	3	3	4	5
hydronic heating service narre warren		2	3	3	2	2	2	2	3	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	2	3	4	2	2	2	3
hydronic heating service pakenham		6	5	3	2	3	6	4	3	2	2	2	2	2	2	2	3	3	2	2	4	3	4	6	5	5	3	6	5	6	6	4	4	4	4	4	4	3	3
hydronic heating service aspendale		1	1	-	-	1	1	1	1	1	2	1	1	1	1	2	3	2	1	1	6	6	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1
hydronic heating service burwood		1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	1	2	2	2	2	2	2	3	4	3	5	5	4	4	4	4
hydronic heating service elwood		1	1	1	1	1	2	2	3	2	2	3	3	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1
hydronic heating service middle park		2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	2	1	2	1	1	1
hydronic heating service moonee ponds		4	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	5	3	3	5	4	4	4	4	4	3	4	4	2	4	4
hydronic heating service sandringham		1	1	1	1	1	1	1	2	1	2	2	2	5	2	1	1	1	1	1	1	2	1	1	2	3	2	3	3	3	2	2	4	6	4	5	5	4	4
hydronic heating service warrandyte		3	2	2	2	2	5	5	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2	3	3	3	4	3
Hydronic Heating Service albert park		3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2
Hydronic Heating Service balwyn		1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	14	14	3	2	2	2	3	3	3	3	3	2	1	2	3	2	2	2	2	2	3	3	4
Hydronic Heating Service brighton		1	1	1	1	1	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	4	5	3	3	3	3	2	3	4	3	4	6	4	4	3	3	5	5
Hydronic Heating Service camberwell		2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	5	5	5	5	6	7	8	4	7	8
Hydronic Heating Service elwood		1	1	1	1	1	1	2	1	2	2	3	3	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1
Hydronic Heating Service fairfield		4	3	3	-	30	4	3	4	2	2	2	3	3	3	2	2	2	2	1	1	2	3	4	4	4	4	5	4	5	4	4	3	5	3	2	2	2	3
Hydronic Heating Service glen iris		1	1	1	2	1	1	1	1	2	1	1	1	1	1	3	3	3	3	3	4	11	4	5	5	4	4	4	5	5	5	5	4	2	1	1	2	2	2
Hydronic Heating Service hawthorn		1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	3	4	4	4	4	4	4	3	3	4	4	4	5	2	2	2	2
Hydronic Heating Service highett		2	2	1	2	2	2	1	1	2	2	1	2	7	1	6	6	6	5	2	2	1	2	2	3	3	5	5	3	2	2	2	1	1	2	3	2	7	2
Hydronic Heating Service kew		1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	3	3	2	2	3	2	2	2	3	2	2	1	1	2	2	1	2	2	3	1	1	1	1
Hydronic Heating Service malvern		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	4	2	4
Hydronic Heating Service mont albert		1	2	1	2	2	2	2	2	2	2	2	2	2	-	2	2	2	2	2	2	1	2	2	3	3	3	1	2	2	2	2	2	2	2	1	2	2	5
Hydronic Heating Service mount waverley		5	2	2	3	5	8	5	8	8	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	3	3	3	2	2	3	3	3	3	3
Hydronic Heating Service port melbourne		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	4	3	3	3	3	3	3	3	2	3	2	2	2	3	3	3
Hydronic Heating Service sandringham		1	1	1	1	1	1	1	2	1	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	3	2	3	3	3	2	2	4	4	5	5	5	4	4
Hydronic Heating Service south melbourne		1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2
Hydronic Heating Service south yarra		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	3
Hydronic Heating Service surrey hills		2	1	1	1	1	12	2	4	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	2	1	2
Hydronic Heating Service toorak		2	2	1	1	1	11	17	2	2	1	1	1	1	1	4	4	3	3	1	1	5	18	14	4	2	3	2	2	2	2	4	3	5	5	4	4	6	6
Hydronic Heating Service williamstown		5	2	3	3	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1
Hydronic Heating Repair albert park		3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2
Hydronic Heating Repair balwyn		1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	13	13	2	2	2	2	2	2	3	3	3	2	2	1	2	2	2	3	3	3	3	3	3
Hydronic Heating Repair brighton		1	1	1	1	1	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	3	2	3	3	3	4	2	4	4	2	2	3	3
Hydronic Heating Repair camberwell		1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	3	5	5	5	3	3	4
Hydronic Heating Repair elwood		1	1	1	1	1	1	1	3	2	2	4	4	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2
Hydronic Heating Repair fairfield		2	2	2	-	3	3	3	3	3	2	2	3	3	2	1	2	2	2	1	1	2	3	3	4	4	3	4	4	5	4	4	2	3	3	2	2	2	3
Hydronic Heating Repair glen iris		1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	13	4	3	5	3	1	4	4	4	4	4	4	2	1	2	2	2	3
Hydronic Heating Repair hawthorn		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	3	4	3	3	2	3	2	2	4	5	5	5	2	2	2	2
Hydronic Heating Repair highett		2	2	2	2	2	2	1	1	2	2	2	2	6	6	6	6	7	7	2	2	1	1	2	2	3	5	5	4	2	4	2	1	1	2	2	2	2	2
Hydronic Heating Repair kew		1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	1
Hydronic Heating Repair malvern		1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	2	3	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2
Hydronic Heating Repair mont albert		2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	1	1	1	1	1	1	2	2	2	2	2	2	2	3
Hydronic Heating Repair mount waverley		4	2	3	3	4	13	5	6	6	3	2	2	2	1	2	2	2	2	5	2	2	2	2	3	3	3	2	3	3	3	3	3	3	3	2	2	3	4
Hydronic Heating Repair port melbourne		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
Hydronic Heating Repair sandringham		1	1	1	1	1	1	1	2	2	1	1	5	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	5	5	3	3	1
Hydronic Heating Repair south melbourne		1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
Hydronic Heating Repair south yarra		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	9	3	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1
Hydronic Heating Repair surrey hills		1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
Hydronic Heating Repair toorak		2	2	2	1	1	17	1	1	1	1	2	2	2	3	2	2	2	2	1	1	1	9	15	2	3	3	2	1	2	2	4	4	5	4	4	3	3	4
Hydronic Heating Repair williamstown		3	4	3	3	3	3	3	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1
