		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
auto repairs Curl Curl		1	1	1	3	3	12	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
car repairs Collaroy		3	5	6	6	7	8	10	9	10	9	9	7	7	7	6	6	7	7	6	7	7	8	-	7	8	8	7	9	7	9	6	6	7	4	7	6	33
mechanic Collaroy		1	4	5	4	3	8	8	9	10	11	10	10	9	8	7	8	8	8	8	9	7	8	8	9	8	7	9	9	8	8	8	6	14	19	21	18	14
mechanic Manly Vale		8	9	8	14	7	7	7	7	5	6	7	6	6	7	8	8	7	7	6	9	15	22	7	5	10	12	11	11	6	7	5	7	5	8	4	6	8
auto electrician Brookvale		10	11	10	12	12	11	10	12	12	12	16	14	16	12	12	11	12	15	13	13	10	18	9	8	10	8	8	8	6	8	6	7	7	5	4	4	5
mechanic Brookvale		5	4	5	3	6	5	6	7	5	6	4	4	4	4	4	4	5	6	7	6	5	7	9	5	4	4	7	8	7	5	4	6	5	5	7	6	6
brookvale auto service		16	10	8	15	8	6	8	8	7	9	9	7	7	13	8	14	35	36	25	23	18	20	23	19	13	14	19	17	15	21	18	19	16	8	13	12	17
brookvale mechanic		8	7	4	5	6	7	8	7	8	6	7	5	10	8	6	7	8	8	7	6	7	6	5	5	1	1	4	5	3	5	3	6	5	4	7	6	6
car service Brookvale		15	18	12	9	10	7	8	8	8	9	8	9	9	9	8	8	8	8	9	9	8	14	8	7	7	9	9	7	7	9	9	11	9	10	9	8	9
car repairs Brookvale		6	6	2	5	3	1	2	3	7	7	7	7	7	10	8	8	10	11	10	12	15	15	13	10	7	8	14	11	10	14	10	12	14	11	10	11	12
auto repairs Brookvale		2	2	1	2	2	2	2	2	3	4	5	5	5	6	5	5	5	6	6	6	7	7	1	2	1	4	7	6	7	7	7	8	8	11	6	4	9
car air conditioning Brookvale		6	6	9	9	6	6	9	10	13	11	14	12	12	12	12	11	11	10	11	13	11	12	13	10	10	11	13	13	12	15	20	12	11	12	11	11	10
car mechanic Brookvale		5	4	4	5	4	5	4	5	5	7	5	5	4	5	4	5	6	6	7	8	3	14	8	6	2	5	9	9	7	8	5	9	8	7	7	8	9
auto electrical Brookvale		20	17	13	13	15	10	8	10	11	10	12	13	12	12	11	11	13	13	13	16	14	19	8	8	10	7	4	5	7	8	7	10	11	7	5	5	5
brookvale car service		16	29	11	12	12	7	8	10	10	11	10	9	9	10	9	9	9	8	9	10	9	9	14	7	7	10	10	6	6	9	7	10	8	8	8	6	10
car mechanic Freshwater		2	2	2	2	2	1	1	3	4	1	2	2	2	2	3	5	8	3	4	3	4	3	6	4	4	4	4	5	4	3	3	3	2	3	4	1	1
auto electrical Freshwater		1	1	1	3	3	2	2	2	3	3	4	4	4	4	3	4	4	4	5	5	4	7	7	7	2	2	2	2	2	2	1	2	2	2	1	1	1
mechanic Beacon Hill		3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
auto electrician Beacon Hill		1	1	1	1	1	2	2	2	2	2	2	2	2	2	3	3	2	2	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
car mechanic Beacon Hill		2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	3	1	4	4	3	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1
car service Beacon Hill		2	3	3	2	3	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	8	6	1	1	2	2	1	1	1	1	1	1	1	1	1	1
mechanic Cromer		10	10	28	16	15	10	11	10	9	11	11	10	11	10	7	7	11	12	12	12	11	13	12	12	11	13	14	13	10	10	10	11	12	13	9	11	13
auto electrician Cromer		2	2	3	4	5	5	4	3	4	18	3	5	5	5	3	3	5	4	4	4	4	4	4	3	2	3	2	2	1	1	1	1	2	2	2	1	2
car mechanic Cromer		8	9	10	12	10	9	7	8	8	8	8	10	8	11	7	7	8	9	10	11	12	13	12	10	11	10	10	10	9	10	9	8	9	10	10	11	12
car service Cromer		7	8	9	10	9	10	9	8	8	62	9	8	11	10	6	6	7	8	8	9	10	7	10	10	6	6	6	8	8	8	8	9	9	10	9	9	9
mechanic Dee Why		7	10	10	10	10	11	9	10	10	9	12	11	13	13	14	14	12	12	12	15	13	12	12	9	9	11	11	49	9	12	8	9	10	10	10	11	13
car service Dee Why		2	2	2	3	3	4	3	5	7	7	8	10	10	11	13	13	9	9	12	13	10	8	7	8	8	8	8	8	6	8	6	6	7	10	8	7	9
auto electrician Dee Why		2	2	2	2	2	4	3	3	2	2	2	2	2	3	3	3	4	4	4	4	3	4	4	3	3	3	3	3	3	4	3	3	3	7	4	2	2
auto repairs Dee Why		4	3	5	8	7	7	8	7	9	4	12	12	14	14	15	15	16	14	14	15	13	12	9	8	9	10	11	10	9	10	8	9	11	14	11	10	10
car mechanic Dee Why		3	5	6	6	8	8	7	8	9	9	7	9	10	11	15	14	14	10	11	16	14	12	10	9	8	8	9	9	8	13	9	11	10	12	10	12	13
car service allambie		2	2	3	2	3	3	2	5	6	5	5	4	4	5	6	6	8	7	8	8	7	9	7	9	7	7	7	10	6	6	3	7	8	6	5	6	6
auto electrician allambie		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	3	2	3	2	2	2	3	3	2	2	2	3	2	3	2	2	2
brake repairs allambie		1	2	1	2	2	1	1	3	3	3	5	2	2	4	3	3	3	4	3	3	4	5	5	3	3	3	3	3	3	2	2	2	2	2	2	3	3
car service belrose		4	4	4	6	6	5	4	18	5	4	41	21	14	15	18	18	15	20	19	13	5	3	4	5	4	4	4	5	4	3	2	2	2	2	2	4	6
car service collaroy		4	7	6	7	7	6	5	7	7	9	6	6	7	5	5	5	6	5	5	6	6	6	5	6	5	6	7	8	5	7	6	6	14	11	15	11	11
auto electrician collaroy		1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	1	1	1	4	5	4	3	2	2	2	2	1	6	4
car service curl curl		1	3	2	2	3	2	2	2	2	2	3	2	3	3	3	2	4	2	3	2	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
auto electrician curl curl		1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	4	3	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
brake repairs curl curl		3	3	2	2	3	3	2	3	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
brake service forestville		2	1	2	2	2	39	1	3	3	3	1	1	1	40	3	-	1	1	2	28	32	3	5	4	3	3	3	3	13	16	1	2	2	1	3	4	6
