		2021-11-19	2021-12-16	2022-01-20	2022-02-17	2022-03-02	2022-04-22	2022-04-26	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
security doors ocean grove		11	8	9	8	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	3	3	3	2	1	1	2	1	2	1	1	1	3
security doors point cook		-	-	-	-	-	-	-	-	15	13	18	19	23	22	20	18	15	13	13	10	10	10	10	9	8	9	6	5	6	4	5	5	5	5	5	6	4	6
security doors preston		7	9	-	5	5	6	6	6	7	6	5	5	5	5	4	4	2	2	2	2	3	3	2	2	2	2	2	2	2	3	4	5	4	4	5	5	5	5
security doors reservoir		-	-	-	-	-	-	-	-	13	12	15	14	12	17	12	14	14	12	16	13	10	6	7	5	4	5	19	5	5	6	6	6	6	6	9	7	5	10
security doors rockbank		2	1	2	1	1	2	1	2	2	2	3	3	2	3	3	4	3	4	4	4	4	4	4	3	2	2	2	2	2	2	1	2	1	2	3	2	2	2
security doors spotswood		-	-	-	-	-	-	-	21	4	3	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
security doors st albans		16	8	7	7	7	6	7	7	2	3	2	3	2	2	2	4	4	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	3	4	2	2	5	2
security doors sunbury		-	-	-	-	-	-	56	-	17	17	19	21	19	19	24	20	21	18	22	26	23	13	12	14	13	15	12	19	17	17	20	16	16	16	18	18	15	15
security doors sunshine		6	5	3	4	4	3	3	5	6	4	4	4	2	4	8	3	3	3	3	2	2	2	1	1	1	1	2	2	2	2	1	1	2	1	1	2	1	2
security doors sydenham		4	10	7	10	8	2	2	2	6	5	4	4	5	6	6	7	7	7	8	7	7	7	10	2	9	3	4	4	4	4	3	5	5	5	4	9	7	9
security doors tarneit		9	9	9	9	9	9	9	9	9	7	6	5	4	4	4	5	7	6	8	9	8	4	4	4	4	4	4	4	4	4	4	3	3	4	2	2	2	2
security doors taylors lakes		7	6	6	6	6	5	5	6	6	5	6	6	6	6	5	7	7	8	8	7	13	10	-	6	6	6	6	7	5	8	4	4	4	4	5	3	4	4
security doors torquay		7	5	4	3	4	4	3	1	2	3	1	2	1	1	1	1	1	1	1	1	1	1	12	8	7	1	1	1	1	1	1	1	1	1	1	1	2	3
security doors werribee		21	17	22	14	14	15	16	13	16	13	10	10	11	11	10	12	11	10	10	8	9	7	8	8	6	9	9	10	7	7	6	6	6	6	6	5	10	9
security doors williamstown		-	-	-	-	-	-	-	-	10	10	12	10	9	8	9	11	8	6	6	6	4	3	2	3	3	3	2	2	3	3	3	2	2	2	1	1	1	1
security doors wollert		4	3	-	7	2	4	4	4	8	2	10	12	2	3	3	3	3	4	5	5	5	6	6	4	5	5	5	5	5	4	5	6	7	6	6	6	6	9
security doors yarraville		-	-	-	-	-	-	-	-	6	7	6	6	5	5	6	3	2	4	5	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
shower screens altona		7	7	5	6	4	5	5	5	5	5	3	3	3	3	3	3	3	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1
shower screens belmont		-	-	-	-	-	-	73	56	2	2	11	6	3	7	3	3	8	6	1	7	6	4	1	3	3	4	1	2	2	1	1	1	1	1	1	1	2	1
shower screens caroline springs		2	3	3	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	2	2	2	2	1	1	1	2	1	2	1	2	1
shower screens coburg		5	7	6	6	-	9	9	9	9	10	12	9	11	10	11	10	10	7	5	5	1	2	3	2	2	2	2	3	3	3	2	2	2	3	3	3	5	6
shower screens craigieburn		7	13	7	7	7	7	7	7	7	11	14	15	16	15	17	16	15	16	5	7	5	6	6	6	7	7	7	8	8	8	8	7	7	7	7	6	5	6
shower screens footscray		5	5	5	5	4	4	4	4	3	5	5	12	13	11	6	6	11	4	2	2	3	3	3	3	3	3	4	3	3	3	3	2	1	1	3	2	2	2
shower screens geelong		17	14	14	18	13	10	12	11	12	12	14	16	15	13	11	12	12	11	14	15	13	11	11	12	13	13	12	15	14	15	12	12	10	11	9	9	9	8
shower screens glenroy		-	-	-	-	-	-	-	-	5	6	5	10	10	10	9	7	3	3	1	3	3	2	3	2	2	2	5	4	3	3	3	3	1	3	3	4	2	3
shower screens hoppers crossing		-	-	-	-	-	-	-	-	7	5	4	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	3
shower screens maidstone		-	-	-	-	-	-	-	-	2	1	4	5	2	2	3	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	4	16	1	2
shower screens maribyrnong		7	7	3	2	6	5	-	-	3	3	2	6	6	6	7	6	6	3	2	3	2	4	3	2	3	3	4	2	2	3	2	2	1	2	3	6	6	7
shower screens melbourne		68	32	76	73	69	80	82	78	88	85	72	44	40	30	50	47	59	54	59	70	58	39	37	39	39	46	48	56	54	39	44	37	45	45	48	56	54	48
shower screens melton		6	7	7	8	7	6	6	8	6	6	7	9	6	6	6	6	6	5	6	5	6	5	4	4	3	2	2	2	2	2	2	2	2	2	3	3	3	3
shower screens moonee ponds		5	6	10	4	4	5	4	4	4	4	5	3	3	3	3	4	6	5	5	5	4	3	3	3	3	3	4	3	3	2	2	2	2	2	2	2	3	2
shower screens newport		4	6	4	6	5	4	4	3	2	3	3	3	3	2	2	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3
shower screens north shore		-	-	-	-	-	-	-	-	1	1	1	4	2	2	1	1	5	4	2	3	-	-	1	1	1	1	1	1	4	4	4	5	5	5	6	4	8	5
shower screens ocean grove		3	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
shower screens pascoe vale		-	-	-	-	-	-	-	-	7	5	5	3	3	4	4	3	3	4	3	5	3	4	8	7	7	7	8	7	6	5	4	1	1	1	1	1	1	1
shower screens point cook		-	-	-	-	-	-	29	50	10	12	11	10	10	12	11	11	12	6	6	5	12	5	5	5	5	5	5	5	4	3	3	3	3	3	3	3	4	4
shower screens preston		8	7	5	6	6	5	6	5	4	4	4	3	3	4	4	3	4	2	5	3	3	3	4	3	6	6	7	5	5	4	4	3	3	3	4	3	4	3
shower screens sunshine		31	18	19	12	12	7	5	12	17	19	6	10	10	10	5	5	5	4	4	3	4	3	3	4	4	4	4	6	6	5	4	3	3	3	4	24	4	6
shower screens torquay		4	4	2	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3
shower screens werribee		6	6	6	6	2	5	6	5	5	3	3	3	3	3	2	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	4	8	5	7
shower screens williamstown		-	-	-	-	-	-	-	-	12	12	12	13	9	10	8	8	8	8	9	9	8	9	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2
retractable fly screens melbourne		14	13	14	14	14	19	17	18	27	22	27	17	16	13	12	14	12	10	10	10	11	10	10	9	9	9	8	8	8	7	8	9	8	8	11	12	12	18
sliding wardrobe doors melbourne		26	19	35	22	20	24	24	20	27	32	29	19	17	23	20	29	26	21	24	22	15	15	51	41	14	17	16	19	23	24	20	19	19	13	15	22	20	20
Rectractable flyscreens geelong		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	4	4	4
Sliding wardrobe doors geelong		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	7	8	6
