		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-15	2023-06-05	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
cabinet makers balgowlah		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	55	3	3	3	3	2	2	3	1	2	1	2	2	2	2	2	2	1
cabinet maker sydney		2	2	2	2	1	1	2	5	6	8	6	9	6	5	5	3	4	7	7	8	8	9	8	7	9	10	9	9	6	9	7	9	9	14	13	8	13
custom cabinetry sydney		8	6	9	9	10	8	8	9	9	11	12	12	9	10	10	10	14	12	17	15	15	14	13	11	14	15	15	21	12	15	13	15	17	18	41	38	50
custom joinery sydney		3	4	8	4	4	7	11	10	9	5	5	4	5	7	8	9	9	9	7	7	10	10	7	10	9	10	14	12	13	12	15	17	20	22	31	42	42
custom made joinery sydney		4	3	2	3	2	2	7	8	7	6	6	5	6	6	5	5	6	7	5	6	6	7	5	8	8	9	12	14	11	14	19	26	26	29	31	36	38
residential joinery sydney		7	6	8	7	6	6	9	8	7	5	4	4	5	7	9	8	7	9	6	7	8	11	9	13	21	16	25	27	17	10	19	21	19	21	23	23	23
cabinet makers northern beaches		1	1	1	2	2	1	2	3	2	1	1	2	1	1	2	1	1	1	2	2	1	2	2	2	3	2	3	2	2	1	2	2	1	2	2	2	5
cabinet makers brookvale		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37	2
cabinet makers eastern suburbs		1	1	2	2	2	2	4	2	2	1	1	1	1	2	2	2	2	2	1	1	1	1	3	1	1	1	1	1	2	3	5	6	4	3	9	6	6
cabinet makers north shore		1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	3	2	3	4	6	6	8	6	3
cabinet makers mosman		1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
flat pack kitchens sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	37	47	53	51	51	54	72	69	64	69	81	91	83	72	72	69	89
flatpack kitchens brookvale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
flatpack kitchens mosman		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1
flatpack kitchens northern beaches		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
cabinet makers curl curl		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	8	1	1	1	1	1	1	1	1	1	1	1	3	4	3	2	1	1
joinery curl curl		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	23	1	1	3	2	3	1	3	3	3	5	4	3	7	2	2	2	3
flatpack kitchens curl curl		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
cabinet makers freshwater		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	79	-	3	3	3	1	2	2	1	1	1	1	1	1	1	1	1	1	1
joinery freshwater		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	3	4	3	2	2	2	3	2	3	2	2	4	3	2	3	5
flatpack kitchens freshwater		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
joinery ballgowlah		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	6	5	5	2	2	3	2	2	2	2	2	2	2	1	2
cabinet makers manly		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	84	84	3	3	3	4	3	3	2	1	1	1	1	3	3	1	1	2	1
joinery manly		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	8	4	4	4	1	1	1	1	1	1	1	1	1	1	1
flatpack kitchens sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	29	37	29	24	23	27	28	26	-	60	59	45	36	39	49	56
