		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
3pl australia		26	37	48	41	41	34	33	32	18	19	21	31	-	36	24	19	22	20	27	17	18	18	20	21	33	34	39	34	35	38	34	-	39	22	35	42	56
3pl logistics melbourne		32	41	39	37	38	28	37	19	16	19	29	28	25	28	31	28	23	23	25	21	12	14	21	17	18	15	22	17	69	-	24	-	48	57	49	55	57
3pl warehouse melbourne		28	20	32	36	30	33	38	19	19	23	35	26	24	33	40	37	19	25	22	22	15	12	15	15	15	13	18	26	47	45	23	21	48	45	41	34	42
food grade warehouse melbourne		1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	3	4
freight companies melbourne		52	33	51	44	26	23	23	18	17	11	12	14	12	14	11	17	17	11	11	16	7	10	8	9	13	13	15	14	27	19	23	34	27	-	25	18	28
freight services melbourne		14	21	18	15	8	8	12	8	7	6	6	6	6	4	2	3	4	7	4	4	4	5	4	4	4	5	4	5	6	6	8	6	5	5	6	16	20
freight transport melbourne		6	4	5	7	5	4	4	3	3	3	3	3	3	4	3	3	3	3	3	4	2	3	4	2	2	3	4	3	3	3	3	4	4	8	11	6	16
interstate transport melbourne		4	3	2	4	4	3	3	2	1	2	2	2	3	3	3	3	2	2	2	3	3	2	2	2	2	2	4	3	3	4	3	2	1	2	1	3	2
third party logistics melbourne		36	49	40	43	39	39	41	26	14	17	26	19	18	28	16	24	17	17	22	14	7	7	12	13	14	12	14	15	18	18	18	12	16	14	17	12	12
warehousing services melbourne		11	12	7	17	14	18	7	8	16	18	24	23	24	17	10	11	9	10	11	8	4	5	4	5	10	10	14	9	6	6	7	16	21	13	15	25	21
logistics company altona		4	4	3	3	3	2	2	2	2	2	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	3	3	3	2	4	3	4	4	3	4	2	8
logistics company bendigo		6	6	5	8	7	8	7	6	7	7	5	6	7	7	5	6	3	5	6	6	4	4	6	6	5	5	6	6	3	5	5	6	8	6	6	8	8
logistics company braeside		3	3	2	3	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	1	2	2	2	3	3	3	2	2	2	3	2	2	1	1	3
logistics company campbellfield		2	3	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	3	3	3	3	3	2	2	3	3	3	3	3	3	1	3	3
logistics company dandenong		5	5	3	3	3	2	2	3	4	2	3	3	3	14	5	3	3	2	2	2	1	2	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2
logistics company derrimut		5	5	4	5	5	4	3	6	5	3	3	3	4	2	3	3	3	3	2	2	2	2	2	2	2	3	3	3	3	3	3	4	6	5	5	8	6
logistics company geelong		13	9	8	9	10	11	9	8	9	9	8	7	9	8	7	6	7	6	3	3	3	5	4	6	5	6	3	3	5	3	6	4	3	7	6	7	7
logistics company gippsland		6	-	5	4	3	3	4	3	3	3	3	3	3	3	2	2	2	4	4	3	5	4	5	5	6	5	5	3	5	3	3	4	5	8	7	7	7
