		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
logistics company keysborough		4	4	3	2	2	3	3	2	2	2	2	2	2	3	2	3	2	3	3	3	30	34	41	-	36	44	45	29	34	19	34	47	36	50	48	61	65
logistics company laverton		8	7	4	4	5	4	7	7	8	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	2	2	6	7	7	13
logistics company moorabbin		3	3	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	3	2	3	2	1	1	2	1	1	1	2	3	3
logistics company mornington peninsula		3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	2	2	2	1	1	1	2	2	2	2	2
logistics company shepparton		7	6	5	6	5	3	4	4	4	4	3	3	3	2	2	2	2	2	2	2	2	1	2	2	2	2	3	3	2	2	1	1	1	2	1	1	2
logistics company somerton		3	3	2	2	2	2	3	3	3	3	3	2	2	2	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	2	3	3	3	3	3	9
logistics company truganina		-	11	9	4	4	3	5	4	4	4	4	3	3	3	3	3	3	3	3	4	3	3	2	2	1	1	7	7	5	4	5	6	6	6	6	8	11
3pl companies australia		69	71	61	55	47	47	42	40	28	37	56	45	-	48	43	42	43	46	33	28	22	21	48	48	32	39	72	86	76	-	-	-	83	-	-	-	-
3pl companies melbourne		41	44	51	44	45	41	43	21	22	26	51	39	97	41	46	44	38	44	31	28	16	17	37	26	26	28	30	30	31	37	35	-	55	67	56	50	59
Transport Companies Melbourne		50	53	34	44	25	31	40	16	27	23	22	32	21	26	19	14	19	16	21	21	22	17	26	28	22	25	51	50	48	41	53	41	35	36	32	33	44
logistics services australia		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
logistics services melbourne		84	69	70	90	74	58	81	78	84	74	95	73	-	42	39	51	53	53	43	33	37	34	58	43	-	18	79	-	89	-	-	-	-	-	-	-	-
container transport melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
express freight melbourne		5	5	5	5	5	4	3	2	2	2	2	2	2	2	5	4	3	4	6	9	5	8	5	5	5	6	6	7	8	10	10	8	11	12	11	11	18
interstate freight melbourne		7	9	8	8	9	8	7	6	5	5	6	8	6	5	5	5	3	4	2	4	4	2	2	2	3	2	5	5	7	8	8	8	8	5	3	11	11
overnight freight services Melbourne		3	1	2	3	2	2	2	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	7
wharf cartage melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
logistics company port melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
logistics company ballarat		-	97	-	-	-	-	-	-	-	68	-	-	-	86	91	-	-	-	-	-	63	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
logistics company sunshine		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
logistics company tullamarine		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
logistics company melbourne		97	97	-	-	78	73	-	-	86	-	-	-	-	-	-	-	-	-	81	55	75	57	-	72	80	-	-	-	-	-	-	-	-	-	-	-	-
