		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
pallet racking melbourne		24	31	22	23	32	33	36	44	39	36	34	34	45	40	44	46	34	41	34	35	32	32	33	34	34	31	47	39	-	32	39	33	38	41	37	19	12
racking melbourne		16	18	17	17	16	12	13	21	12	19	21	23	31	27	32	25	24	24	24	24	19	15	20	23	23	17	18	18	19	16	17	12	19	11	9	12	10
industrial shelving boronia		2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	3	3	3	3	3	3	2	2	2	2	2	2	2	2
industrial shelving clayton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	3	3	4	3	3	4	4	1	2	3	2	2	2	2
industrial shelving croydon		1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
industrial shelving ferntree gully		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2
industrial shelving kilsyth		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
industrial shelving lilydale		1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
industrial shelving noble park		1	3	1	1	1	1	1	1	1	2	2	2	3	3	2	2	2	2	3	2	3	3	2	2	3	3	3	3	2	2	2	2	2	2	2	2	2
industrial shelving rowville		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
industrial shelving scoresby		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2
pallet racking boronia		1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1
