		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
pallet racking clayton		1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	3	2	3	3	2	2	2	2	1	1	2	1	1	3	2	2
pallet racking croydon		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pallet racking ferntree gully		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pallet racking kilsyth		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pallet racking lilydale		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
pallet racking noble park		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	2	3	3	3	3	2	1	1	1	1	2	2	2	2
pallet racking rowville		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
racking boronia		2	3	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	3	3	3	3	2	2	2	1	1	2	3	2	2
racking clayton		1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	3	4	4	4	5	4	4	4	4	2	2	2	2	2	2	3	4	4
racking croydon		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
racking ferntree gully		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	2
racking kilsyth		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
racking lilydale		1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2
racking noble park		2	1	2	1	1	2	2	2	3	3	3	2	4	4	5	5	5	5	5	3	3	4	5	3	3	4	3	3	3	3	2	2	2	2	2	2	2
racking rowville		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
racking scoresby		1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	1	2	2	1	1	1	1
racking carrum downs		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
racking dandenong		15	15	11	19	19	8	10	7	6	6	7	7	8	7	7	8	5	5	4	6	6	11	11	16	16	18	21	17	12	11	9	8	15	16	17	18	22
racking laverton		2	2	2	3	3	3	2	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2
racking somerton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	5
cantilever racking carrum downs		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
cantilever racking dandenong		9	6	6	5	5	1	5	4	4	5	2	3	4	5	9	8	6	6	5	4	4	9	11	12	16	15	16	15	13	13	10	13	12	14	14	14	16
cantilever racking laverton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mezzanine floor dandenong		9	10	8	11	20	16	12	9	28	21	13	-	19	28	18	20	21	23	18	19	20	25	23	18	23	24	29	21	21	21	22	22	22	20	21	29	29
mezzanine floor laverton		2	1	2	1	2	2	5	6	8	7	4	4	5	5	7	6	3	4	2	3	2	3	3	3	2	2	2	1	2	2	2	2	2	2	3	3	3
mezzanine floor somerton		1	1	1	2	2	3	1	5	4	3	2	2	1	1	2	4	1	3	3	3	3	3	4	2	4	6	7	4	1	1	1	1	1	1	1	10	6
pallet racking carrum downs		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pallet racking dandenong		20	18	9	18	17	6	6	8	8	7	7	9	12	12	10	9	9	8	3	6	9	12	14	15	13	17	14	17	10	11	11	12	19	14	16	15	17
pallet racking laverton		2	2	2	2	2	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pallet racking somerton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2
