		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-08	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
vw golf mechanic melbourne		1	1	1	1	1	3	3	2	3	2	4	5	4	3	6	5	6	6	8	7	7	6	5	12	11	13	8	15	6	9	9	8	7	14	12	12	21
harley davidson service melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	27	8	7	7	6	5	6	9	7	10	12	12	11	10	11	9	8	9
harley davidson service north melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
harley davidson service parkville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	1	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
harley davidson service docklands		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
harley davidson service carlton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
harley davidson service kensington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	1
skoda service north melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	1	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	3	2
roadworthy certificate melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	15	17	16	22	22	16	24	17	42	21	90	19	19	32	29	23
roadworthy certificate north melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	6	4	4	4	4	4	3	3	4	3	4	5	4	3	3	3	5
roadworthy certificate parkville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	4	2	3	3	3	2	3	2	2	2	2	2	2	2	2	5
roadworthy certificate carlton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	3	9	8	9	9	9	7	8	8	2	3	3	3	5	4	6	5
roadworthy certificate kensington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	4	4	4	3	5	5	4	5	3	3	3	3	4	4	4	4	8
brake repairs north melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	5	8	10	4	4	3	2	2	3	6	6	9	8	6	5	7	4
brake repairs parkville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	5	4	3	4	4	3	2	3	3	5	4	3	3	4	4	6	5
brake repairs carlton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	4	5	4	6	4	4	2	3	3	3	4	4	4	4	4	1	6
brake repairs kensington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	8	7	13	12	15	10	7	6	6	8	7	9	10	13	11	6	4
motorcycle repairs north melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4
motorcycle repairs parkville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
motorcycle repairs carlton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	36	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	3	2
motorcycle repairs kensington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	4	4	4	3	1	2	2	1	1	1	2	2	3	10	2	3	2
motorcycle roadworthy north melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
motorcycle roadworthy parkville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
motorcycle roadworthy carlton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	2	4	1	2	1	1	3	2	1	1	1	2	2	2	3	2	2
motorcycle roadworthy kensington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	2	4	2	2	1	1	1	2	1	1	2	3	2	4	1	3	3
motorcycle service north melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32	2	6	2	1	2	2	2	3	1	1	1	2	2	2	3	5	4
motorcycle service parkville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	5
motorcycle service carlton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	36	1	1	2	1	2	2	2	2	1	1	2	2	8	2	2	2	2
motorcycle service kensington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	2	6	2	5	5	3	4	2	2	3	2	3	4	9	3	9	3
motorcycle repairs melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	19	16	10	13	14	14	18	17	27	22	10	13	16	15	18	17
motorcycle service melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	27	20	9	11	14	12	17	20	19	22	12	18	20	22	17	21
motorcycle roadworthy melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	15	13	14	10	16	18	11	13	12	12	11	13	8	12	11	11	14
motorbike repairs melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	17	17	7	8	11	11	11	13	13	19	11	12	17	18	16	17
motorbike service melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	17	18	10	10	10	10	9	14	10	17	9	14	15	17	13	16
motorbike roadworthy melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	14	13	12	12	15	17	10	14	11	12	16	13	9	11	9	14	14
